ccc,alpha,delta,replicates,zero_probability,Method,ccc_hat,selected_lambda,time
1000,0.1,0.001,10,0.3,gof,913,40,7.497681903839111
1000,0.1,0.001,10,0.3,gof,789,30,8.080871534347533
1000,0.1,0.001,10,0.3,gof,664,50,7.969806810220082
1000,0.1,0.001,10,0.3,gof,655,30,7.810198175907135
1000,0.1,0.001,10,0.3,gof,780,0,8.029212276140848
1000,0.1,0.001,10,0.3,gof,925,0,7.938329807917277
1000,0.1,0.001,10,0.3,gof,665,80,7.944404411315918
1000,0.1,0.001,10,0.3,gof,648,0,7.885364290078481
1000,0.1,0.001,10,0.3,gof,782,10,8.21441609064738
1000,0.1,0.001,10,0.3,gof,632,60,8.017682512601217
1000,0.1,0.001,10,0.3,mle_no_pen,913,NA,29.944409132003784
1000,0.1,0.001,10,0.3,mle_no_pen,789,NA,32.264947175979614
1000,0.1,0.001,10,0.3,mle_no_pen,664,NA,30.44619345664978
1000,0.1,0.001,10,0.3,mle_no_pen,655,NA,30.94094157218933
1000,0.1,0.001,10,0.3,mle_no_pen,780,NA,33.39839220046997
1000,0.1,0.001,10,0.3,mle_no_pen,925,NA,31.07487726211548
1000,0.1,0.001,10,0.3,mle_no_pen,665,NA,32.345925092697144
1000,0.1,0.001,10,0.3,mle_no_pen,648,NA,31.26037096977234
1000,0.1,0.001,10,0.3,mle_no_pen,782,NA,31.598761081695557
1000,0.1,0.001,10,0.3,mle_no_pen,632,NA,31.433392763137817
1000,0.1,0.001,10,0.3,gof,802,0,7.928128818670909
1000,0.1,0.001,10,0.3,gof,662,10,8.059942801793417
1000,0.1,0.001,10,0.3,gof,637,40,7.919408126672109
1000,0.1,0.001,10,0.3,gof,665,0,8.335732229550679
1000,0.1,0.001,10,0.3,gof,797,40,8.533885351816814
1000,0.1,0.001,10,0.3,gof,804,20,8.33870053688685
1000,0.1,0.001,10,0.3,gof,2344,20,7.945331339041392
1000,0.1,0.001,10,0.3,gof,667,30,8.175802898406982
1000,0.1,0.001,10,0.3,gof,791,50,8.11943838596344
1000,0.1,0.001,10,0.3,gof,508,90,7.80439726114273
1000,0.1,0.001,10,0.3,mle_no_pen,802,NA,33.074689865112305
1000,0.1,0.001,10,0.3,mle_no_pen,662,NA,31.238072633743286
1000,0.1,0.001,10,0.3,mle_no_pen,637,NA,31.002350568771362
1000,0.1,0.001,10,0.3,mle_no_pen,665,NA,31.721638679504395
1000,0.1,0.001,10,0.3,mle_no_pen,797,NA,32.168089389801025
1000,0.1,0.001,10,0.3,mle_no_pen,804,NA,31.598793745040894
1000,0.1,0.001,10,0.3,mle_no_pen,2344,NA,31.708096027374268
1000,0.1,0.001,10,0.3,mle_no_pen,810,NA,32.31913661956787
1000,0.1,0.001,10,0.3,mle_no_pen,791,NA,31.782980918884277
1000,0.1,0.001,10,0.3,mle_no_pen,646,NA,31.71079158782959
1000,0.1,0.001,10,0.3,gof,925,10,8.04434092839559
1000,0.1,0.001,10,0.3,gof,780,0,8.053993594646453
1000,0.1,0.001,10,0.3,gof,791,10,8.096992413202921
1000,0.1,0.001,10,0.3,gof,650,70,8.32610554297765
1000,0.1,0.001,10,0.3,gof,776,50,7.971947737534841
1000,0.1,0.001,10,0.3,gof,634,0,8.026231781641643
1000,0.1,0.001,10,0.3,gof,530,0,8.06138728459676
1000,0.1,0.001,10,0.3,gof,770,10,7.817481287320455
1000,0.1,0.001,10,0.3,gof,524,110,8.192229425907135
1000,0.1,0.001,10,0.3,gof,789,60,8.046928330262501
1000,0.1,0.001,10,0.3,mle_no_pen,648,NA,32.56867051124573
1000,0.1,0.001,10,0.3,mle_no_pen,780,NA,33.02167510986328
1000,0.1,0.001,10,0.3,mle_no_pen,791,NA,32.94558024406433
1000,0.1,0.001,10,0.3,mle_no_pen,650,NA,32.806278467178345
1000,0.1,0.001,10,0.3,mle_no_pen,776,NA,32.63529992103577
1000,0.1,0.001,10,0.3,mle_no_pen,634,NA,32.35692262649536
1000,0.1,0.001,10,0.3,mle_no_pen,530,NA,34.44289255142212
1000,0.1,0.001,10,0.3,mle_no_pen,634,NA,30.669371128082275
1000,0.1,0.001,10,0.3,mle_no_pen,667,NA,30.855722904205322
1000,0.1,0.001,10,0.3,mle_no_pen,650,NA,36.27318716049194
1000,0.1,0.001,10,0.3,gof,776,10,7.8415756543477375
1000,0.1,0.001,10,0.3,gof,487,60,7.796259041627248
1000,0.1,0.001,10,0.3,gof,945,0,7.897455835342408
1000,0.1,0.001,10,0.3,gof,806,10,8.197248987356822
1000,0.1,0.001,10,0.3,gof,650,0,7.9684323151906336
1000,0.1,0.001,10,0.3,gof,780,20,8.094300699234008
1000,0.1,0.001,10,0.3,gof,651,0,7.884558212757111
1000,0.1,0.001,10,0.3,gof,520,140,8.237622114022573
1000,0.1,0.001,10,0.3,gof,502,140,7.907981864611307
1000,0.1,0.001,10,0.3,gof,643,0,7.873427108923594
1000,0.1,0.001,10,0.3,mle_no_pen,913,NA,29.553105354309082
1000,0.1,0.001,10,0.3,mle_no_pen,753,NA,30.36497974395752
1000,0.1,0.001,10,0.3,mle_no_pen,945,NA,31.834717273712158
1000,0.1,0.001,10,0.3,mle_no_pen,522,NA,30.834588289260864
1000,0.1,0.001,10,0.3,mle_no_pen,650,NA,32.03702425956726
1000,0.1,0.001,10,0.3,mle_no_pen,780,NA,32.97225069999695
1000,0.1,0.001,10,0.3,mle_no_pen,651,NA,33.441866874694824
1000,0.1,0.001,10,0.3,mle_no_pen,662,NA,32.35900163650513
1000,0.1,0.001,10,0.3,mle_no_pen,502,NA,31.25602960586548
1000,0.1,0.001,10,0.3,mle_no_pen,643,NA,29.32398796081543
1000,0.1,0.001,10,0.3,gof,637,80,7.870085974534352
1000,0.1,0.001,10,0.3,gof,918,10,7.906492499510447
1000,0.1,0.001,10,0.3,gof,772,40,8.124752291043599
1000,0.1,0.001,10,0.3,gof,918,40,7.9664892236391704
1000,0.1,0.001,10,0.3,gof,648,80,8.060121409098308
1000,0.1,0.001,10,0.3,gof,646,0,8.195224507649739
1000,0.1,0.001,10,0.3,gof,657,70,8.164900942643483
1000,0.1,0.001,10,0.3,gof,664,60,7.863916138807933
1000,0.1,0.001,10,0.3,gof,625,60,7.78600154320399
1000,0.1,0.001,10,0.3,gof,948,30,8.287294550736744
1000,0.1,0.001,10,0.3,mle_no_pen,637,NA,30.09757113456726
1000,0.1,0.001,10,0.3,mle_no_pen,643,NA,31.193725109100342
1000,0.1,0.001,10,0.3,mle_no_pen,772,NA,31.28370237350464
1000,0.1,0.001,10,0.3,mle_no_pen,643,NA,30.96705937385559
1000,0.1,0.001,10,0.3,mle_no_pen,648,NA,33.280935525894165
1000,0.1,0.001,10,0.3,mle_no_pen,646,NA,32.992653608322144
1000,0.1,0.001,10,0.3,mle_no_pen,657,NA,34.05766463279724
1000,0.1,0.001,10,0.3,mle_no_pen,806,NA,32.50135898590088
1000,0.1,0.001,10,0.3,mle_no_pen,625,NA,31.242910146713257
1000,0.1,0.001,10,0.3,mle_no_pen,948,NA,30.97767472267151
1000,0.1,0.001,10,0.3,gof,683,60,8.144087092081707
1000,0.1,0.001,10,0.3,gof,509,80,8.119553375244141
1000,0.1,0.001,10,0.3,gof,795,30,8.03274675210317
1000,0.1,0.001,10,0.3,gof,517,110,7.886539181073506
1000,0.1,0.001,10,0.3,gof,643,60,8.086570163567862
1000,0.1,0.001,10,0.3,gof,975,0,8.201084756851197
1000,0.1,0.001,10,0.3,gof,923,30,7.689872376124064
1000,0.1,0.001,10,0.3,gof,795,40,7.987507673104604
1000,0.1,0.001,10,0.3,gof,655,10,7.789396198590596
1000,0.1,0.001,10,0.3,gof,789,0,7.771649277210235
1000,0.1,0.001,10,0.3,mle_no_pen,683,NA,31.630001068115234
1000,0.1,0.001,10,0.3,mle_no_pen,648,NA,32.84495162963867
1000,0.1,0.001,10,0.3,mle_no_pen,795,NA,32.48468017578125
1000,0.1,0.001,10,0.3,mle_no_pen,799,NA,32.901429891586304
1000,0.1,0.001,10,0.3,mle_no_pen,643,NA,31.25198984146118
1000,0.1,0.001,10,0.3,mle_no_pen,975,NA,32.24467492103577
1000,0.1,0.001,10,0.3,mle_no_pen,646,NA,30.813157320022583
1000,0.1,0.001,10,0.3,mle_no_pen,795,NA,31.486203908920288
1000,0.1,0.001,10,0.3,mle_no_pen,655,NA,31.464675903320312
1000,0.1,0.001,10,0.3,mle_no_pen,789,NA,31.1956045627594
1000,0.1,0.001,10,0.3,gof,664,60,7.966261676947275
1000,0.1,0.001,10,0.3,gof,797,0,7.893061133225759
1000,0.1,0.001,10,0.3,gof,501,110,8.121474818388622
1000,0.1,0.001,10,0.3,gof,787,60,8.208766496181488
1000,0.1,0.001,10,0.3,gof,651,100,8.072918971379599
1000,0.1,0.001,10,0.3,gof,497,120,7.949402077992757
1000,0.1,0.001,10,0.3,gof,639,50,8.015586857000986
1000,0.1,0.001,10,0.3,gof,651,10,7.778759058316549
1000,0.1,0.001,10,0.3,gof,519,110,7.884422516822815
1000,0.1,0.001,10,0.3,gof,935,10,8.125295436382293
1000,0.1,0.001,10,0.3,mle_no_pen,806,NA,31.593261241912842
1000,0.1,0.001,10,0.3,mle_no_pen,797,NA,31.78410768508911
1000,0.1,0.001,10,0.3,mle_no_pen,637,NA,32.283706188201904
1000,0.1,0.001,10,0.3,mle_no_pen,787,NA,33.93788504600525
1000,0.1,0.001,10,0.3,mle_no_pen,791,NA,31.40884566307068
1000,0.1,0.001,10,0.3,mle_no_pen,632,NA,31.2703914642334
1000,0.1,0.001,10,0.3,mle_no_pen,639,NA,34.97316002845764
1000,0.1,0.001,10,0.3,mle_no_pen,651,NA,30.86686682701111
1000,0.1,0.001,10,0.3,mle_no_pen,943,NA,32.638362646102905
1000,0.1,0.001,10,0.3,mle_no_pen,655,NA,35.613834857940674
1000,0.1,0.001,10,0.3,gof,2400,0,7.870358379681905
1000,0.1,0.001,10,0.3,gof,653,0,7.871089084943136
1000,0.1,0.001,10,0.3,gof,774,30,8.057723236083984
1000,0.1,0.001,10,0.3,gof,920,0,8.063968706130982
1000,0.1,0.001,10,0.3,gof,657,30,8.043586917718251
1000,0.1,0.001,10,0.3,gof,634,60,7.66788760026296
1000,0.1,0.001,10,0.3,gof,2294,0,7.80296098391215
1000,0.1,0.001,10,0.3,gof,821,0,7.972348745663961
1000,0.1,0.001,10,0.3,gof,632,0,7.713171855608622
1000,0.1,0.001,10,0.3,gof,658,30,7.9112175861994425
1000,0.1,0.001,10,0.3,mle_no_pen,2400,NA,31.047900438308716
1000,0.1,0.001,10,0.3,mle_no_pen,653,NA,30.403920888900757
1000,0.1,0.001,10,0.3,mle_no_pen,637,NA,30.091283321380615
1000,0.1,0.001,10,0.3,mle_no_pen,920,NA,32.483938694000244
1000,0.1,0.001,10,0.3,mle_no_pen,657,NA,32.594420194625854
1000,0.1,0.001,10,0.3,mle_no_pen,905,NA,30.131422758102417
1000,0.1,0.001,10,0.3,mle_no_pen,2294,NA,31.311665773391724
1000,0.1,0.001,10,0.3,mle_no_pen,821,NA,32.2462317943573
1000,0.1,0.001,10,0.3,mle_no_pen,632,NA,25.964447498321533
1000,0.1,0.001,10,0.3,mle_no_pen,658,NA,32.12636375427246
1000,0.1,0.001,10,0.3,gof,509,60,8.179180773099263
1000,0.1,0.001,10,0.3,gof,622,30,7.727136218547821
1000,0.1,0.001,10,0.3,gof,506,50,7.925943545500437
1000,0.1,0.001,10,0.3,gof,776,0,8.195251897970836
1000,0.1,0.001,10,0.3,gof,646,0,7.9346686442693075
1000,0.1,0.001,10,0.3,gof,795,60,8.09307004213333
1000,0.1,0.001,10,0.3,gof,785,0,8.069514568646749
1000,0.1,0.001,10,0.3,gof,522,130,8.11581346988678
1000,0.1,0.001,10,0.3,gof,782,10,7.9943903168042505
1000,0.1,0.001,10,0.3,gof,643,20,7.958667846520742
1000,0.1,0.001,10,0.3,mle_no_pen,648,NA,34.98921775817871
1000,0.1,0.001,10,0.3,mle_no_pen,622,NA,32.31903266906738
1000,0.1,0.001,10,0.3,mle_no_pen,644,NA,31.18441677093506
1000,0.1,0.001,10,0.3,mle_no_pen,776,NA,32.01616549491882
1000,0.1,0.001,10,0.3,mle_no_pen,646,NA,30.73826813697815
1000,0.1,0.001,10,0.3,mle_no_pen,795,NA,29.985671997070312
1000,0.1,0.001,10,0.3,mle_no_pen,785,NA,31.36137580871582
1000,0.1,0.001,10,0.3,mle_no_pen,806,NA,30.6255784034729
1000,0.1,0.001,10,0.3,mle_no_pen,782,NA,33.130561113357544
1000,0.1,0.001,10,0.3,mle_no_pen,643,NA,32.38860321044922
1000,0.1,0.001,10,0.3,gof,508,90,7.9715826114018755
1000,0.1,0.001,10,0.3,gof,650,60,7.884193448225657
1000,0.1,0.001,10,0.3,gof,517,90,7.9488052527109785
1000,0.1,0.001,10,0.3,gof,797,0,8.507100709279378
1000,0.1,0.001,10,0.3,gof,795,60,8.195075897375743
1000,0.1,0.001,10,0.3,gof,627,20,7.819803802172343
1000,0.1,0.001,10,0.3,gof,804,30,8.118482851982117
1000,0.1,0.001,10,0.3,gof,778,0,7.975013641516368
1000,0.1,0.001,10,0.3,gof,513,40,7.976354853312174
1000,0.1,0.001,10,0.3,gof,511,90,7.79037545522054
1000,0.1,0.001,10,0.3,mle_no_pen,646,NA,31.985421657562256
1000,0.1,0.001,10,0.3,mle_no_pen,650,NA,31.35787582397461
1000,0.1,0.001,10,0.3,mle_no_pen,658,NA,31.428221464157104
1000,0.1,0.001,10,0.3,mle_no_pen,797,NA,31.804068326950073
1000,0.1,0.001,10,0.3,mle_no_pen,795,NA,32.165159702301025
1000,0.1,0.001,10,0.3,mle_no_pen,627,NA,30.719548225402832
1000,0.1,0.001,10,0.3,mle_no_pen,662,NA,31.682128190994263
1000,0.1,0.001,10,0.3,mle_no_pen,778,NA,32.735352516174316
1000,0.1,0.001,10,0.3,mle_no_pen,653,NA,31.239694356918335
1000,0.1,0.001,10,0.3,mle_no_pen,789,NA,30.95239520072937
1000,0.1,1e-5,10,0.1,gof,889,140,18.40029937028885
1000,0.1,1e-5,10,0.1,gof,894,140,18.836831335226695
1000,0.1,1e-5,10,0.1,gof,860,100,17.8719420393308
1000,0.1,1e-5,10,0.1,gof,887,130,18.346667699019115
1000,0.1,1e-5,10,0.1,gof,857,30,17.405109747250876
1000,0.1,1e-5,10,0.1,gof,871,50,18.857774182160696
1000,0.1,1e-5,10,0.1,gof,856,70,17.662422136465707
1000,0.1,1e-5,10,0.1,gof,880,100,17.60221368074417
1000,0.1,1e-5,10,0.1,gof,876,70,18.062172691027325
1000,0.1,1e-5,10,0.1,gof,905,130,19.16131463845571
1000,0.1,1e-5,10,0.1,mle_no_pen,889,NA,1.291632080078125
1000,0.1,1e-5,10,0.1,mle_no_pen,2357,NA,1.2448070804278055
1000,0.1,1e-5,10,0.1,mle_no_pen,860,NA,1.122535232702891
1000,0.1,1e-5,10,0.1,mle_no_pen,887,NA,1.147523287932078
1000,0.1,1e-5,10,0.1,mle_no_pen,857,NA,1.184515380859375
1000,0.1,1e-5,10,0.1,mle_no_pen,871,NA,1.1676249186197916
1000,0.1,1e-5,10,0.1,mle_no_pen,1089,NA,1.1706964691480002
1000,0.1,1e-5,10,0.1,mle_no_pen,880,NA,1.1521628856658936
1000,0.1,1e-5,10,0.1,mle_no_pen,876,NA,1.256920301914215
1000,0.1,1e-5,10,0.1,mle_no_pen,905,NA,1.2941638469696044
1000,0.1,1e-5,10,0.1,gof,896,40,20.019380597273507
1000,0.1,1e-5,10,0.1,gof,890,90,18.76990672747294
1000,0.1,1e-5,10,0.1,gof,890,90,19.26186281045278
1000,0.1,1e-5,10,0.1,gof,869,80,18.654621279239656
1000,0.1,1e-5,10,0.1,gof,896,130,20.183449602127077
1000,0.1,1e-5,10,0.1,gof,876,100,19.04191270271937
1000,0.1,1e-5,10,0.1,gof,867,110,18.617787075042724
1000,0.1,1e-5,10,0.1,gof,872,110,17.581364703178405
1000,0.1,1e-5,10,0.1,gof,872,110,18.457776741186777
1000,0.1,1e-5,10,0.1,gof,882,100,18.33987444639206
1000,0.1,1e-5,10,0.1,mle_no_pen,2360,NA,1.32231707572937
1000,0.1,1e-5,10,0.1,mle_no_pen,890,NA,1.2681471467018128
1000,0.1,1e-5,10,0.1,mle_no_pen,890,NA,1.1562414129575094
1000,0.1,1e-5,10,0.1,mle_no_pen,869,NA,1.2737186551094055
1000,0.1,1e-5,10,0.1,mle_no_pen,896,NA,1.3040581385294596
1000,0.1,1e-5,10,0.1,mle_no_pen,876,NA,1.2682547171910603
1000,0.1,1e-5,10,0.1,mle_no_pen,867,NA,1.1743797659873962
1000,0.1,1e-5,10,0.1,mle_no_pen,872,NA,1.1808794935544331
1000,0.1,1e-5,10,0.1,mle_no_pen,872,NA,1.2373798727989196
1000,0.1,1e-5,10,0.1,mle_no_pen,882,NA,1.2571343223253886
1000,0.1,1e-5,10,0.1,gof,886,130,18.319188141822814
1000,0.1,1e-5,10,0.1,gof,882,100,18.93576947450638
1000,0.1,1e-5,10,0.1,gof,879,90,18.74772660334905
1000,0.1,1e-5,10,0.1,gof,879,100,17.83561641772588
1000,0.1,1e-5,10,0.1,gof,865,80,17.24134594599406
1000,0.1,1e-5,10,0.1,gof,919,90,18.487068013350168
1000,0.1,1e-5,10,0.1,gof,902,140,20.00613333384196
1000,0.1,1e-5,10,0.1,gof,880,130,18.216885538895927
1000,0.1,1e-5,10,0.1,gof,882,60,17.636307203769682
1000,0.1,1e-5,10,0.1,gof,861,130,17.90593701203664
1000,0.1,1e-5,10,0.1,mle_no_pen,886,NA,1.2596537590026855
1000,0.1,1e-5,10,0.1,mle_no_pen,882,NA,1.3084491570790608
1000,0.1,1e-5,10,0.1,mle_no_pen,879,NA,1.3108163396517436
1000,0.1,1e-5,10,0.1,mle_no_pen,879,NA,1.1736295541127524
1000,0.1,1e-5,10,0.1,mle_no_pen,865,NA,1.1308676640192667
1000,0.1,1e-5,10,0.1,mle_no_pen,919,NA,1.2184826493263246
1000,0.1,1e-5,10,0.1,mle_no_pen,902,NA,1.2209263801574708
1000,0.1,1e-5,10,0.1,mle_no_pen,880,NA,1.2778308073679605
1000,0.1,1e-5,10,0.1,mle_no_pen,2324,NA,1.2189644575119019
1000,0.1,1e-5,10,0.1,mle_no_pen,861,NA,1.1706803719202676
1000,0.1,1e-5,10,0.1,gof,878,140,17.585381110509235
1000,0.1,1e-5,10,0.1,gof,882,130,18.916096663475038
1000,0.1,1e-5,10,0.1,gof,889,120,18.083231357733407
1000,0.1,1e-5,10,0.1,gof,871,80,19.404148467381795
1000,0.1,1e-5,10,0.1,gof,890,60,19.7500874598821
1000,0.1,1e-5,10,0.1,gof,867,10,20.26355438232422
1000,0.1,1e-5,10,0.1,gof,880,110,17.87344220876694
1000,0.1,1e-5,10,0.1,gof,901,60,18.78438792228699
1000,0.1,1e-5,10,0.1,gof,865,100,17.353482206662495
1000,0.1,1e-5,10,0.1,gof,889,110,19.010020645459495
1000,0.1,1e-5,10,0.1,mle_no_pen,1356,NA,1.2155821482340494
1000,0.1,1e-5,10,0.1,mle_no_pen,882,NA,1.2721603949864706
1000,0.1,1e-5,10,0.1,mle_no_pen,889,NA,1.1695122400919595
1000,0.1,1e-5,10,0.1,mle_no_pen,871,NA,1.3739370346069335
1000,0.1,1e-5,10,0.1,mle_no_pen,890,NA,1.202897051970164
1000,0.1,1e-5,10,0.1,mle_no_pen,867,NA,1.180859140555064
1000,0.1,1e-5,10,0.1,mle_no_pen,880,NA,1.1788554986317952
1000,0.1,1e-5,10,0.1,mle_no_pen,901,NA,1.2592086633046469
1000,0.1,1e-5,10,0.1,mle_no_pen,865,NA,1.1514245470364888
1000,0.1,1e-5,10,0.1,mle_no_pen,2342,NA,1.2030691822369894
1000,0.1,1e-5,10,0.1,gof,864,60,18.364409160614013
1000,0.1,1e-5,10,0.1,gof,865,80,18.341570500532786
1000,0.1,1e-5,10,0.1,gof,857,40,17.452222363154092
1000,0.1,1e-5,10,0.1,gof,861,140,17.757194789250693
1000,0.1,1e-5,10,0.1,gof,882,120,17.76258321603139
1000,0.1,1e-5,10,0.1,gof,865,140,16.946416095892587
1000,0.1,1e-5,10,0.1,gof,898,80,18.61068570613861
1000,0.1,1e-5,10,0.1,gof,867,100,17.442306637763977
1000,0.1,1e-5,10,0.1,gof,883,140,19.396995615959167
1000,0.1,1e-5,10,0.1,gof,879,100,19.096122296651206
1000,0.1,1e-5,10,0.1,mle_no_pen,864,NA,1.2386656800905864
1000,0.1,1e-5,10,0.1,mle_no_pen,865,NA,1.2437166134516398
1000,0.1,1e-5,10,0.1,mle_no_pen,857,NA,1.1062661170959474
1000,0.1,1e-5,10,0.1,mle_no_pen,861,NA,1.1862408995628357
1000,0.1,1e-5,10,0.1,mle_no_pen,882,NA,1.264547328154246
1000,0.1,1e-5,10,0.1,mle_no_pen,865,NA,1.1235957463582358
1000,0.1,1e-5,10,0.1,mle_no_pen,898,NA,1.266516137123108
1000,0.1,1e-5,10,0.1,mle_no_pen,867,NA,1.1194398959477743
1000,0.1,1e-5,10,0.1,mle_no_pen,883,NA,1.3691325505574545
1000,0.1,1e-5,10,0.1,mle_no_pen,879,NA,1.2644342144330343
1000,0.1,1e-5,10,0.1,gof,856,130,17.642608376344047
1000,0.1,1e-5,10,0.1,gof,867,50,17.177239739894866
1000,0.1,1e-5,10,0.1,gof,869,140,16.923195536931356
1000,0.1,1e-5,10,0.1,gof,893,130,18.70312983194987
1000,0.1,1e-5,10,0.1,gof,889,120,19.330056699117026
1000,0.1,1e-5,10,0.1,gof,882,120,19.02485279639562
1000,0.1,1e-5,10,0.1,gof,887,0,19.858184989293417
1000,0.1,1e-5,10,0.1,gof,889,110,19.624685231844584
1000,0.1,1e-5,10,0.1,gof,876,130,18.601807026068368
1000,0.1,1e-5,10,0.1,gof,882,140,17.73907337586085
1000,0.1,1e-5,10,0.1,mle_no_pen,856,NA,1.03780703941981
1000,0.1,1e-5,10,0.1,mle_no_pen,867,NA,1.1203690449396768
1000,0.1,1e-5,10,0.1,mle_no_pen,869,NA,1.0995717644691467
1000,0.1,1e-5,10,0.1,mle_no_pen,893,NA,1.2640936017036437
1000,0.1,1e-5,10,0.1,mle_no_pen,889,NA,1.211264689763387
1000,0.1,1e-5,10,0.1,mle_no_pen,882,NA,1.3235325773557027
1000,0.1,1e-5,10,0.1,mle_no_pen,887,NA,1.1918849150339763
1000,0.1,1e-5,10,0.1,mle_no_pen,889,NA,1.2386430660883585
1000,0.1,1e-5,10,0.1,mle_no_pen,876,NA,1.2260106762250265
1000,0.1,1e-5,10,0.1,mle_no_pen,882,NA,1.1714940667152405
1000,0.1,1e-5,10,0.1,gof,876,140,18.34139287074407
1000,0.1,1e-5,10,0.1,gof,867,90,17.558278636137644
1000,0.1,1e-5,10,0.1,gof,868,140,17.83216833670934
1000,0.1,1e-5,10,0.1,gof,887,140,18.29586447874705
1000,0.1,1e-5,10,0.1,gof,883,120,19.33786770502726
1000,0.1,1e-5,10,0.1,gof,883,130,18.69128594795863
1000,0.1,1e-5,10,0.1,gof,891,120,19.108215618133546
1000,0.1,1e-5,10,0.1,gof,883,100,17.707670684655508
1000,0.1,1e-5,10,0.1,gof,880,80,18.876103297869363
1000,0.1,1e-5,10,0.1,gof,865,100,18.248953739802044
1000,0.1,1e-5,10,0.1,mle_no_pen,2071,NA,1.2563060959180197
1000,0.1,1e-5,10,0.1,mle_no_pen,867,NA,1.2176958998044332
1000,0.1,1e-5,10,0.1,mle_no_pen,2288,NA,1.2238290826479594
1000,0.1,1e-5,10,0.1,mle_no_pen,887,NA,1.1489006320635478
1000,0.1,1e-5,10,0.1,mle_no_pen,2328,NA,1.272526454925537
1000,0.1,1e-5,10,0.1,mle_no_pen,883,NA,1.209588929017385
1000,0.1,1e-5,10,0.1,mle_no_pen,891,NA,1.180747143427531
1000,0.1,1e-5,10,0.1,mle_no_pen,883,NA,1.2051947116851807
1000,0.1,1e-5,10,0.1,mle_no_pen,880,NA,1.23612672885259
1000,0.1,1e-5,10,0.1,mle_no_pen,865,NA,1.212416168053945
1000,0.1,1e-5,10,0.1,gof,883,130,18.222762167453766
1000,0.1,1e-5,10,0.1,gof,879,90,18.033077685038247
1000,0.1,1e-5,10,0.1,gof,875,80,19.33783299922943
1000,0.1,1e-5,10,0.1,gof,874,50,19.539639953772227
1000,0.1,1e-5,10,0.1,gof,890,120,18.988836443424226
1000,0.1,1e-5,10,0.1,gof,865,80,18.93824721177419
1000,0.1,1e-5,10,0.1,gof,879,50,19.244718754291533
1000,0.1,1e-5,10,0.1,gof,886,130,19.7556597272555
1000,0.1,1e-5,10,0.1,gof,878,100,17.886135244369505
1000,0.1,1e-5,10,0.1,gof,889,140,18.59102857907613
1000,0.1,1e-5,10,0.1,mle_no_pen,883,NA,1.2011175394058227
1000,0.1,1e-5,10,0.1,mle_no_pen,879,NA,1.1276695132255554
1000,0.1,1e-5,10,0.1,mle_no_pen,2306,NA,1.3344299793243408
1000,0.1,1e-5,10,0.1,mle_no_pen,2302,NA,1.3529521862665812
1000,0.1,1e-5,10,0.1,mle_no_pen,890,NA,1.2959855238596598
1000,0.1,1e-5,10,0.1,mle_no_pen,865,NA,1.252377736568451
1000,0.1,1e-5,10,0.1,mle_no_pen,879,NA,1.318522838751475
1000,0.1,1e-5,10,0.1,mle_no_pen,886,NA,1.2680949767430623
1000,0.1,1e-5,10,0.1,mle_no_pen,878,NA,1.1608311454455058
1000,0.1,1e-5,10,0.1,mle_no_pen,889,NA,1.2402791102727255
1000,0.1,1e-5,10,0.1,gof,901,110,19.447805627187094
1000,0.1,1e-5,10,0.1,gof,879,40,17.73652965227763
1000,0.1,1e-5,10,0.1,gof,880,40,19.280063943068185
1000,0.1,1e-5,10,0.1,gof,879,130,17.63268900712331
1000,0.1,1e-5,10,0.1,gof,863,70,18.125425573190054
1000,0.1,1e-5,10,0.1,gof,863,120,19.494383537769316
1000,0.1,1e-5,10,0.1,gof,872,10,17.565207274754844
1000,0.1,1e-5,10,0.1,gof,871,140,18.477382588386536
1000,0.1,1e-5,10,0.1,gof,889,130,18.537072805563607
1000,0.1,1e-5,10,0.1,gof,867,80,17.53236676454544
1000,0.1,1e-5,10,0.1,mle_no_pen,901,NA,1.2377125898996988
1000,0.1,1e-5,10,0.1,mle_no_pen,879,NA,1.1530871152877809
1000,0.1,1e-5,10,0.1,mle_no_pen,880,NA,1.272221863269806
1000,0.1,1e-5,10,0.1,mle_no_pen,879,NA,1.1596044143040976
1000,0.1,1e-5,10,0.1,mle_no_pen,863,NA,1.2459350546201071
1000,0.1,1e-5,10,0.1,mle_no_pen,2273,NA,1.2525059103965759
1000,0.1,1e-5,10,0.1,mle_no_pen,872,NA,1.205798896153768
1000,0.1,1e-5,10,0.1,mle_no_pen,871,NA,1.1996716141700745
1000,0.1,1e-5,10,0.1,mle_no_pen,889,NA,1.27155446211497
1000,0.1,1e-5,10,0.1,mle_no_pen,867,NA,1.0847614447275797
1000,0.1,1e-5,10,0.1,gof,874,90,19.386694506804147
1000,0.1,1e-5,10,0.1,gof,875,140,17.881195918718973
1000,0.1,1e-5,10,0.1,gof,894,140,18.119492371877033
1000,0.1,1e-5,10,0.1,gof,864,100,17.42373935778936
1000,0.1,1e-5,10,0.1,gof,902,130,20.155978135267894
1000,0.1,1e-5,10,0.1,gof,893,140,19.990308360258737
1000,0.1,1e-5,10,0.1,gof,904,140,19.431097988287608
1000,0.1,1e-5,10,0.1,gof,889,140,19.504875683784483
1000,0.1,1e-5,10,0.1,gof,889,140,18.486047224203745
1000,0.1,1e-5,10,0.1,gof,878,100,19.47119232813517
1000,0.1,1e-5,10,0.1,mle_no_pen,2302,NA,1.3197794993718466
