ccc,alpha,delta,replicates,zero_probability,Method,ccc_hat,selected_lambda,time
1000,0.1,0.001,30,0.3,gof,789,40,22.16692561308543
1000,0.1,0.001,30,0.3,gof,537,90,21.708077720801036
1000,0.1,0.001,30,0.3,gof,679,60,21.428220164775848
1000,0.1,0.001,30,0.3,gof,678,20,21.36078756650289
1000,0.1,0.001,30,0.3,mle_no_pen,648,NA,1.4592578490575154
1000,0.1,0.001,30,0.3,mle_no_pen,650,NA,1.4280170520146689
1000,0.1,0.001,30,0.3,mle_no_pen,683,NA,1.4870227972666423
1000,0.1,0.001,30,0.3,mle_no_pen,679,NA,1.388838799794515
1000,0.1,0.001,30,0.3,mle_no_pen,678,NA,1.3870967070261637
1000,0.1,0.001,30,0.3,gof,655,40,21.44354348977407
1000,0.1,0.001,30,0.3,gof,935,20,22.143965498606363
1000,0.1,0.001,30,0.3,gof,804,0,21.897393600145975
1000,0.1,0.001,30,0.3,gof,935,30,22.326737844944
1000,0.1,0.001,30,0.3,gof,653,0,22.132283306121828
1000,0.1,0.001,30,0.3,mle_no_pen,795,NA,1.4121885180473328
1000,0.1,0.001,30,0.3,mle_no_pen,935,NA,1.444128445784251
1000,0.1,0.001,30,0.3,mle_no_pen,804,NA,1.4394013643264771
1000,0.1,0.001,30,0.3,mle_no_pen,935,NA,1.445620834827423
1000,0.1,0.001,30,0.3,mle_no_pen,653,NA,1.7279034932454427
1000,0.1,0.001,30,0.3,gof,948,30,20.86517791748047
1000,0.1,0.001,30,0.3,gof,838,20,22.583995815118154
1000,0.1,0.001,30,0.3,gof,662,120,21.844030364354452
1000,0.1,0.001,30,0.3,gof,808,100,21.46284381945928
1000,0.1,0.001,30,0.3,gof,679,0,21.535538880030312
1000,0.1,0.001,30,0.3,mle_no_pen,948,NA,1.3943187554677328
1000,0.1,0.001,30,0.3,mle_no_pen,690,NA,1.4299275954564412
1000,0.1,0.001,30,0.3,mle_no_pen,662,NA,1.461392080783844
1000,0.1,0.001,30,0.3,mle_no_pen,665,NA,1.4098836223284403
1000,0.1,0.001,30,0.3,mle_no_pen,679,NA,1.3985207517941793
1000,0.1,0.001,30,0.3,gof,658,40,21.649612494309743
1000,0.1,0.001,30,0.3,gof,655,70,21.991753419240315
1000,0.1,0.001,30,0.3,gof,657,120,21.759077191352844
1000,0.1,0.001,30,0.3,gof,650,60,22.005104092756905
1000,0.1,0.001,30,0.3,gof,660,0,20.969640684127807
1000,0.1,0.001,30,0.3,mle_no_pen,658,NA,1.4344412565231324
1000,0.1,0.001,30,0.3,mle_no_pen,655,NA,1.4545242230097453
1000,0.1,0.001,30,0.3,mle_no_pen,657,NA,1.5084547877311707
1000,0.1,0.001,30,0.3,mle_no_pen,650,NA,1.504077398777008
1000,0.1,0.001,30,0.3,mle_no_pen,660,NA,1.4557676951090495
1000,0.1,0.001,30,0.3,gof,1008,10,22.393404177824657
1000,0.1,0.001,30,0.3,gof,945,0,21.141097593307496
1000,0.1,0.001,30,0.3,gof,688,140,21.30310468276342
1000,0.1,0.001,30,0.3,gof,671,140,18.573570744196573
1000,0.1,0.001,30,0.3,gof,665,0,16.02886176109314
1000,0.1,0.001,30,0.3,mle_no_pen,1008,NA,1.4443839232126872
1000,0.1,0.001,30,0.3,mle_no_pen,945,NA,1.4752843181292217
1000,0.1,0.001,30,0.3,mle_no_pen,688,NA,1.395416760444641
1000,0.1,0.001,30,0.3,mle_no_pen,671,NA,1.3975342392921448
1000,0.1,0.001,30,0.3,mle_no_pen,665,NA,1.462762188911438
1000,0.1,0.001,30,0.3,gof,653,0,22.194789357980092
1000,0.1,0.001,30,0.3,gof,799,0,21.12630555232366
1000,0.1,0.001,30,0.3,gof,945,140,21.67103910446167
1000,0.1,0.001,30,0.3,gof,655,0,19.280031128724417
1000,0.1,0.001,30,0.3,gof,524,120,18.93928913275401
1000,0.1,0.001,30,0.3,mle_no_pen,653,NA,1.4665875752766928
1000,0.1,0.001,30,0.3,mle_no_pen,799,NA,1.4612349351247151
1000,0.1,0.001,30,0.3,mle_no_pen,662,NA,1.4792513847351074
1000,0.1,0.001,30,0.3,mle_no_pen,655,NA,1.5356698513031006
1000,0.1,0.001,30,0.3,mle_no_pen,810,NA,1.4282438198725382
1000,0.1,0.001,30,0.3,gof,669,40,21.80768376191457
1000,0.1,0.001,30,0.3,gof,537,100,21.638961919148763
1000,0.1,0.001,30,0.3,gof,651,110,21.669208280245464
1000,0.1,0.001,30,0.3,gof,814,90,20.96336558262507
1000,0.1,0.001,30,0.3,gof,653,140,21.24779848655065
1000,0.1,0.001,30,0.3,mle_no_pen,669,NA,1.4139801820119222
1000,0.1,0.001,30,0.3,mle_no_pen,829,NA,1.4504941304524739
1000,0.1,0.001,30,0.3,mle_no_pen,791,NA,1.473157020409902
1000,0.1,0.001,30,0.3,mle_no_pen,671,NA,1.6254100441932677
1000,0.1,0.001,30,0.3,mle_no_pen,653,NA,1.4588607549667358
1000,0.1,0.001,30,0.3,gof,819,140,21.9909211675326
1000,0.1,0.001,30,0.3,gof,785,20,22.078125675519306
1000,0.1,0.001,30,0.3,gof,667,0,21.67824906905492
1000,0.1,0.001,30,0.3,gof,665,10,21.720258851846058
1000,0.1,0.001,30,0.3,gof,664,40,21.486694399515788
1000,0.1,0.001,30,0.3,mle_no_pen,819,NA,1.4462188998858134
1000,0.1,0.001,30,0.3,mle_no_pen,785,NA,1.404172420501709
1000,0.1,0.001,30,0.3,mle_no_pen,667,NA,1.4718653678894043
1000,0.1,0.001,30,0.3,mle_no_pen,665,NA,1.3896504282951354
1000,0.1,0.001,30,0.3,mle_no_pen,664,NA,1.3507682005564372
1000,0.1,0.001,30,0.3,gof,552,60,21.93190310796102
1000,0.1,0.001,30,0.3,gof,658,20,20.138440803686777
1000,0.1,0.001,30,0.3,gof,829,50,18.670154897371926
1000,0.1,0.001,30,0.3,gof,542,40,18.900461554527283
1000,0.1,0.001,30,0.3,gof,665,30,14.18707814613978
1000,0.1,0.001,30,0.3,mle_no_pen,702,NA,1.5096493760744731
1000,0.1,0.001,30,0.3,mle_no_pen,658,NA,1.466373054186503
1000,0.1,0.001,30,0.3,mle_no_pen,829,NA,1.419126315911611
1000,0.1,0.001,30,0.3,mle_no_pen,690,NA,1.5867048223813376
1000,0.1,0.001,30,0.3,mle_no_pen,808,NA,1.396561602751414
1000,0.1,0.001,30,0.3,gof,940,130,21.821130589644113
1000,0.1,0.001,30,0.3,gof,653,10,21.808563566207887
1000,0.1,0.001,30,0.3,gof,662,60,21.941107972462973
1000,0.1,0.001,30,0.3,gof,797,140,22.841712403297425
1000,0.1,0.001,30,0.3,gof,846,130,22.456887372334798
1000,0.1,0.001,30,0.3,mle_no_pen,658,NA,1.465151309967041
1000,0.1,0.001,30,0.3,mle_no_pen,653,NA,1.4111250162124633
1000,0.1,0.001,30,0.3,mle_no_pen,662,NA,1.4533039927482605
1000,0.1,0.001,30,0.3,mle_no_pen,657,NA,1.5006131172180175
1000,0.1,0.001,30,0.3,mle_no_pen,697,NA,1.471719773610433
1000,0.1,0.001,30,0.3,gof,793,20,21.41391007502874
1000,0.1,0.001,30,0.3,gof,940,120,21.441566956043243
1000,0.1,0.001,30,0.3,gof,646,30,22.13416393995285
1000,0.1,0.001,30,0.3,gof,802,0,21.31990340948105
1000,0.1,0.001,30,0.3,gof,672,80,21.710339776674907
1000,0.1,0.001,30,0.3,mle_no_pen,653,NA,1.3987062931060792
1000,0.1,0.001,30,0.3,mle_no_pen,799,NA,1.3616910576820374
1000,0.1,0.001,30,0.3,mle_no_pen,646,NA,1.4972153862317403
1000,0.1,0.001,30,0.3,mle_no_pen,802,NA,1.4536287625630697
1000,0.1,0.001,30,0.3,mle_no_pen,672,NA,1.4373355031013488
1000,0.1,0.001,30,0.3,gof,524,70,21.93920231660207
1000,0.1,0.001,30,0.3,gof,671,130,22.108725972970326
1000,0.1,0.001,30,0.3,gof,953,60,22.863367815812428
1000,0.1,0.001,30,0.3,gof,662,30,21.844940972328185
1000,0.1,0.001,30,0.3,gof,646,60,21.39433052142461
1000,0.1,0.001,30,0.3,mle_no_pen,667,NA,1.4983235081036885
1000,0.1,0.001,30,0.3,mle_no_pen,671,NA,1.5656059583028157
1000,0.1,0.001,30,0.3,mle_no_pen,667,NA,1.4804581165313722
1000,0.1,0.001,30,0.3,mle_no_pen,662,NA,1.4944867491722107
1000,0.1,0.001,30,0.3,mle_no_pen,646,NA,1.4156062046686808
1000,0.1,0.001,30,0.3,gof,935,0,21.89852784872055
1000,0.1,0.001,30,0.3,gof,831,120,21.651954098542532
1000,0.1,0.001,30,0.3,gof,797,30,21.601844135920206
1000,0.1,0.001,30,0.3,gof,650,60,21.156195024649303
1000,0.1,0.001,30,0.3,gof,795,130,21.218792458375294
1000,0.1,0.001,30,0.3,mle_no_pen,935,NA,1.416987669467926
1000,0.1,0.001,30,0.3,mle_no_pen,831,NA,1.404749337832133
1000,0.1,0.001,30,0.3,mle_no_pen,797,NA,1.441719396909078
1000,0.1,0.001,30,0.3,mle_no_pen,789,NA,1.4303576032320657
1000,0.1,0.001,30,0.3,mle_no_pen,655,NA,1.3761961857477825
1000,0.1,0.001,30,0.3,gof,662,70,21.57545124689738
1000,0.1,0.001,30,0.3,gof,816,140,22.336139301458996
1000,0.1,0.001,30,0.3,gof,821,90,22.00781457424164
1000,0.1,0.001,30,0.3,gof,657,0,21.306549708048504
1000,0.1,0.001,30,0.3,gof,685,130,21.51806988318761
1000,0.1,0.001,30,0.3,mle_no_pen,662,NA,1.4118574539820352
1000,0.1,0.001,30,0.3,mle_no_pen,816,NA,1.415933366616567
1000,0.1,0.001,30,0.3,mle_no_pen,821,NA,1.454944332440694
1000,0.1,0.001,30,0.3,mle_no_pen,657,NA,1.4271503527959188
1000,0.1,0.001,30,0.3,mle_no_pen,685,NA,1.484429621696472
1000,0.1,0.001,30,0.3,gof,831,70,21.71532685359319
1000,0.1,0.001,30,0.3,gof,690,140,21.310361154874165
1000,0.1,0.001,30,0.3,gof,686,30,21.70201964378357
1000,0.1,0.001,30,0.3,gof,651,0,21.647230084737142
1000,0.1,0.001,30,0.3,gof,940,0,22.47203580538432
1000,0.1,0.001,30,0.3,mle_no_pen,685,NA,1.3293648640314737
1000,0.1,0.001,30,0.3,mle_no_pen,690,NA,1.4778401176134746
1000,0.1,0.001,30,0.3,mle_no_pen,686,NA,1.383704956372579
1000,0.1,0.001,30,0.3,mle_no_pen,651,NA,1.3881903807322185
1000,0.1,0.001,30,0.3,mle_no_pen,940,NA,1.4462897419929504
1000,0.1,0.001,30,0.3,gof,530,10,21.195779152711232
1000,0.1,0.001,30,0.3,gof,948,140,22.349702334403993
1000,0.1,0.001,30,0.3,gof,943,0,21.638871339956918
1000,0.1,0.001,30,0.3,gof,819,130,21.416210385163627
1000,0.1,0.001,30,0.3,gof,935,90,21.285031914711
1000,0.1,0.001,30,0.3,mle_no_pen,530,NA,1.4153431892395019
1000,0.1,0.001,30,0.3,mle_no_pen,948,NA,1.3585732539494833
1000,0.1,0.001,30,0.3,mle_no_pen,943,NA,1.4481974482536315
1000,0.1,0.001,30,0.3,mle_no_pen,530,NA,1.3063488960266114
1000,0.1,0.001,30,0.3,mle_no_pen,795,NA,1.4017003973325093
1000,0.1,1e-5,30,0.1,gof,894,140,53.73785940011342
1000,0.1,1e-5,30,0.1,gof,893,130,55.31194921334585
1000,0.1,1e-5,30,0.1,gof,2331,70,52.57277489105861
1000,0.1,1e-5,30,0.1,gof,898,60,55.759047305583955
1000,0.1,1e-5,30,0.1,gof,885,100,52.83619213104248
1000,0.1,1e-5,30,0.1,mle_no_pen,894,NA,3.6684441685676576
1000,0.1,1e-5,30,0.1,mle_no_pen,893,NA,3.6877495725949605
1000,0.1,1e-5,30,0.1,mle_no_pen,885,NA,3.5591410040855407
1000,0.1,1e-5,30,0.1,mle_no_pen,898,NA,3.569473950068156
1000,0.1,1e-5,30,0.1,mle_no_pen,885,NA,3.675314497947693
1000,0.1,1e-5,30,0.1,gof,889,0,56.96689105828603
1000,0.1,1e-5,30,0.1,gof,894,130,57.01051214138667
1000,0.1,1e-5,30,0.1,gof,874,80,53.302965525786085
1000,0.1,1e-5,30,0.1,gof,886,70,53.86652185122172
1000,0.1,1e-5,30,0.1,gof,885,20,56.87941484451294
1000,0.1,1e-5,30,0.1,mle_no_pen,889,NA,3.646407083670298
1000,0.1,1e-5,30,0.1,mle_no_pen,894,NA,3.7814108689626056
1000,0.1,1e-5,30,0.1,mle_no_pen,874,NA,3.45886979897817
1000,0.1,1e-5,30,0.1,mle_no_pen,886,NA,3.53199675877889
1000,0.1,1e-5,30,0.1,mle_no_pen,885,NA,3.7860606630643208
1000,0.1,1e-5,30,0.1,gof,891,110,55.68862333695094
1000,0.1,1e-5,30,0.1,gof,886,140,52.32782715559006
1000,0.1,1e-5,30,0.1,gof,882,40,54.33612823486328
1000,0.1,1e-5,30,0.1,gof,883,120,46.70917290051778
1000,0.1,1e-5,30,0.1,gof,916,140,37.14488538106283
1000,0.1,1e-5,30,0.1,mle_no_pen,891,NA,3.462666428089142
1000,0.1,1e-5,30,0.1,mle_no_pen,886,NA,3.515701472759247
1000,0.1,1e-5,30,0.1,mle_no_pen,882,NA,3.806413491566976
1000,0.1,1e-5,30,0.1,mle_no_pen,883,NA,3.3975462555885314
1000,0.1,1e-5,30,0.1,mle_no_pen,916,NA,3.2331587791442873
1000,0.1,1e-5,30,0.1,gof,1886,60,55.9392928481102
1000,0.1,1e-5,30,0.1,gof,883,70,53.4108261624972
1000,0.1,1e-5,30,0.1,gof,900,70,54.907773808638254
1000,0.1,1e-5,30,0.1,gof,885,40,50.431383681297305
1000,0.1,1e-5,30,0.1,gof,898,140,48.82850131193797
1000,0.1,1e-5,30,0.1,mle_no_pen,902,NA,3.7163524587949115
1000,0.1,1e-5,30,0.1,mle_no_pen,883,NA,3.706198187669118
1000,0.1,1e-5,30,0.1,mle_no_pen,900,NA,3.4468307892481485
1000,0.1,1e-5,30,0.1,mle_no_pen,885,NA,3.260717562834422
1000,0.1,1e-5,30,0.1,mle_no_pen,898,NA,3.7043776631355287
1000,0.1,1e-5,30,0.1,gof,905,130,54.938590502738954
1000,0.1,1e-5,30,0.1,gof,898,10,54.30693026383718
1000,0.1,1e-5,30,0.1,gof,880,90,52.82509778340658
1000,0.1,1e-5,30,0.1,gof,887,70,49.57690244118373
1000,0.1,1e-5,30,0.1,gof,896,130,40.521457429726915
1000,0.1,1e-5,30,0.1,mle_no_pen,905,NA,3.67938973903656
1000,0.1,1e-5,30,0.1,mle_no_pen,898,NA,3.6203064839045207
1000,0.1,1e-5,30,0.1,mle_no_pen,880,NA,3.714316125710805
1000,0.1,1e-5,30,0.1,mle_no_pen,887,NA,3.7598998069763185
1000,0.1,1e-5,30,0.1,mle_no_pen,896,NA,3.6200125853220624
1000,0.1,1e-5,30,0.1,gof,868,100,53.70885735352834
1000,0.1,1e-5,30,0.1,gof,894,140,54.8249892950058
1000,0.1,1e-5,30,0.1,gof,889,100,58.4104744831721
1000,0.1,1e-5,30,0.1,gof,880,90,51.74740764300029
1000,0.1,1e-5,30,0.1,gof,897,90,43.93205751180649
1000,0.1,1e-5,30,0.1,mle_no_pen,868,NA,3.4621892174084983
1000,0.1,1e-5,30,0.1,mle_no_pen,894,NA,3.749100613594055
1000,0.1,1e-5,30,0.1,mle_no_pen,889,NA,3.8879190643628436
1000,0.1,1e-5,30,0.1,mle_no_pen,880,NA,3.622817786534627
1000,0.1,1e-5,30,0.1,mle_no_pen,897,NA,3.852449337641398
1000,0.1,1e-5,30,0.1,gof,889,60,59.07327892780304
1000,0.1,1e-5,30,0.1,gof,896,120,53.650188561280565
1000,0.1,1e-5,30,0.1,gof,880,130,45.3959965467453
1000,0.1,1e-5,30,0.1,gof,889,140,45.23689971367518
1000,0.1,1e-5,30,0.1,gof,882,20,39.786728262901306
1000,0.1,1e-5,30,0.1,mle_no_pen,889,NA,4.067964863777161
1000,0.1,1e-5,30,0.1,mle_no_pen,896,NA,3.617527751127879
1000,0.1,1e-5,30,0.1,mle_no_pen,880,NA,3.6543282667795816
1000,0.1,1e-5,30,0.1,mle_no_pen,889,NA,3.578535322348277
1000,0.1,1e-5,30,0.1,mle_no_pen,882,NA,3.7904921253522237
1000,0.1,1e-5,30,0.1,gof,883,140,54.88091685771942
1000,0.1,1e-5,30,0.1,gof,907,90,50.84727712869644
1000,0.1,1e-5,30,0.1,gof,878,120,43.66864555676778
1000,0.1,1e-5,30,0.1,gof,878,130,43.40158258279165
1000,0.1,1e-5,30,0.1,gof,890,10,36.42732043266297
1000,0.1,1e-5,30,0.1,mle_no_pen,883,NA,3.5703466614087422
1000,0.1,1e-5,30,0.1,mle_no_pen,907,NA,3.5425394336382547
1000,0.1,1e-5,30,0.1,mle_no_pen,878,NA,3.3382851004600527
1000,0.1,1e-5,30,0.1,mle_no_pen,878,NA,3.3858309626579284
1000,0.1,1e-5,30,0.1,mle_no_pen,890,NA,3.8088247179985046
1000,0.1,1e-5,30,0.1,gof,879,70,52.66840169827143
1000,0.1,1e-5,30,0.1,gof,894,110,49.873001623153684
1000,0.1,1e-5,30,0.1,gof,889,110,47.014010731379194
1000,0.1,1e-5,30,0.1,gof,882,110,40.53346637090047
1000,0.1,1e-5,30,0.1,gof,889,50,31.735070768992106
1000,0.1,1e-5,30,0.1,mle_no_pen,879,NA,3.3561405897140504
1000,0.1,1e-5,30,0.1,mle_no_pen,894,NA,3.727016047636668
1000,0.1,1e-5,30,0.1,mle_no_pen,889,NA,3.6552878260612487
1000,0.1,1e-5,30,0.1,mle_no_pen,882,NA,3.5885948459307353
1000,0.1,1e-5,30,0.1,mle_no_pen,889,NA,3.560043187936147
1000,0.1,1e-5,30,0.1,gof,886,100,54.98598008950551
1000,0.1,1e-5,30,0.1,gof,882,40,56.325183272361755
1000,0.1,1e-5,30,0.1,gof,887,140,41.88206351598104
1000,0.1,1e-5,30,0.1,gof,889,30,34.775434645016986
1000,0.1,1e-5,30,0.1,gof,897,140,34.14859615564346
1000,0.1,1e-5,30,0.1,mle_no_pen,886,NA,3.787660026550293
1000,0.1,1e-5,30,0.1,mle_no_pen,882,NA,3.9554369688034057
1000,0.1,1e-5,30,0.1,mle_no_pen,887,NA,3.78868084748586
1000,0.1,1e-5,30,0.1,mle_no_pen,889,NA,3.9032284220059714
1000,0.1,1e-5,30,0.1,mle_no_pen,897,NA,3.8390037377675372
1000,0.1,1e-5,30,0.1,gof,901,90,49.0994185090065
1000,0.1,1e-5,30,0.1,gof,904,20,46.00888219277064
1000,0.1,1e-5,30,0.1,gof,887,110,47.32139708598455
1000,0.1,1e-5,30,0.1,gof,875,120,34.68335504134496
1000,0.1,1e-5,30,0.1,gof,868,90,29.49868841568629
1000,0.1,1e-5,30,0.1,mle_no_pen,901,NA,3.501979883511861
1000,0.1,1e-5,30,0.1,mle_no_pen,904,NA,3.536646016438802
1000,0.1,1e-5,30,0.1,mle_no_pen,887,NA,3.54039458433787
1000,0.1,1e-5,30,0.1,mle_no_pen,875,NA,3.2997435490290323
1000,0.1,1e-5,30,0.1,mle_no_pen,868,NA,3.2126317222913108
1000,0.1,1e-5,30,0.1,gof,882,60,55.475989874204
1000,0.1,1e-5,30,0.1,gof,874,130,53.10490798552831
1000,0.1,1e-5,30,0.1,gof,886,50,52.86731040080388
1000,0.1,1e-5,30,0.1,gof,886,60,56.299863922595975
1000,0.1,1e-5,30,0.1,gof,887,60,56.390353147188826
1000,0.1,1e-5,30,0.1,mle_no_pen,882,NA,3.8348016222318013
1000,0.1,1e-5,30,0.1,mle_no_pen,874,NA,3.320738442738851
1000,0.1,1e-5,30,0.1,mle_no_pen,886,NA,3.5681401610374452
1000,0.1,1e-5,30,0.1,mle_no_pen,886,NA,3.704407338301341
1000,0.1,1e-5,30,0.1,mle_no_pen,887,NA,3.686829606691996
1000,0.1,1e-5,30,0.1,gof,883,120,1.0042446460988788
1000,0.1,1e-5,30,0.1,gof,885,120,45.73005087375641
1000,0.1,1e-5,30,0.1,gof,883,80,40.165853305657706
1000,0.1,1e-5,30,0.1,gof,878,30,34.52629244327545
1000,0.1,1e-5,30,0.1,gof,874,130,31.359792892138163
1000,0.1,1e-5,30,0.1,mle_no_pen,883,NA,3.821345563729604
1000,0.1,1e-5,30,0.1,mle_no_pen,885,NA,3.6092447598775226
1000,0.1,1e-5,30,0.1,mle_no_pen,883,NA,3.467250657081604
1000,0.1,1e-5,30,0.1,mle_no_pen,878,NA,3.4162851611773175
1000,0.1,1e-5,30,0.1,mle_no_pen,874,NA,3.396963632106781
1000,0.1,1e-5,30,0.1,gof,886,130,55.41242413520813
1000,0.1,1e-5,30,0.1,gof,898,110,58.790360728899635
1000,0.1,1e-5,30,0.1,gof,883,70,55.2283904949824
1000,0.1,1e-5,30,0.1,gof,875,130,50.62461851437887
1000,0.1,1e-5,30,0.1,gof,907,140,55.326251363754274
1000,0.1,1e-5,30,0.1,mle_no_pen,886,NA,3.826631784439087
1000,0.1,1e-5,30,0.1,mle_no_pen,898,NA,3.931730552514394
1000,0.1,1e-5,30,0.1,mle_no_pen,883,NA,3.628214728832245
1000,0.1,1e-5,30,0.1,mle_no_pen,875,NA,3.1715977986653647
1000,0.1,1e-5,30,0.1,mle_no_pen,907,NA,3.691765026251475
1000,0.1,1e-5,30,0.1,gof,883,40,54.644641757011414
1000,0.1,1e-5,30,0.1,gof,897,80,58.394735972086586
1000,0.1,1e-5,30,0.1,gof,878,140,54.075769833723704
1000,0.1,1e-5,30,0.1,gof,876,80,55.53775324821472
1000,0.1,1e-5,30,0.1,gof,915,10,53.65406349102656
1000,0.1,1e-5,30,0.1,mle_no_pen,883,NA,3.4835483988126117
1000,0.1,1e-5,30,0.1,mle_no_pen,897,NA,3.789204521973928
1000,0.1,1e-5,30,0.1,mle_no_pen,878,NA,3.5890610416730246
1000,0.1,1e-5,30,0.1,mle_no_pen,876,NA,3.731735646724701
1000,0.1,1e-5,30,0.1,mle_no_pen,915,NA,3.6075899799664817
1000,0.1,1e-5,30,0.1,gof,897,130,53.400132532914476
1000,0.1,1e-5,30,0.1,gof,885,100,55.27503817081451
1000,0.1,1e-5,30,0.1,gof,876,60,52.79364629189173
1000,0.1,1e-5,30,0.1,gof,871,130,50.91501478354136
1000,0.1,1e-5,30,0.1,gof,886,60,52.53155424594879
1000,0.1,1e-5,30,0.1,mle_no_pen,1141,NA,3.421016486485799
1000,0.1,1e-5,30,0.1,mle_no_pen,885,NA,3.727134152253469
1000,0.1,1e-5,30,0.1,mle_no_pen,876,NA,3.480114916960398
1000,0.1,1e-5,30,0.1,mle_no_pen,871,NA,3.3184598684310913
1000,0.1,1e-5,30,0.1,mle_no_pen,886,NA,3.1220067143440247
1000,0.1,1e-5,30,0.1,gof,876,40,51.33697817325592
1000,0.1,1e-5,30,0.1,gof,887,80,53.32591940959295
1000,0.1,1e-5,30,0.1,gof,889,30,53.69685526688894
1000,0.1,1e-5,30,0.1,gof,875,110,56.81873857975006
1000,0.1,1e-5,30,0.1,gof,879,30,52.75705753962199
1000,0.1,1e-5,30,0.1,mle_no_pen,876,NA,3.3180120388666787
1000,0.1,1e-5,30,0.1,mle_no_pen,887,NA,3.4570648233095804
1000,0.1,1e-5,30,0.1,mle_no_pen,889,NA,3.319083313147227
1000,0.1,1e-5,30,0.1,mle_no_pen,875,NA,3.9006367087364198
1000,0.1,1e-5,30,0.1,mle_no_pen,879,NA,3.5430190761884055
1000,0.1,1e-5,30,0.1,gof,883,140,54.347312132517494
1000,0.1,1e-5,30,0.1,gof,900,90,53.75707185665767
1000,0.1,1e-5,30,0.1,gof,897,120,56.5725717663765
1000,0.1,1e-5,30,0.1,gof,891,40,58.17075568437576
1000,0.1,1e-5,30,0.1,gof,887,60,57.71772296031316
1000,0.1,1e-5,30,0.1,mle_no_pen,883,NA,3.5910080591837565
1000,0.1,1e-5,30,0.1,mle_no_pen,900,NA,3.4014348864555357
1000,0.1,1e-5,30,0.1,mle_no_pen,897,NA,3.6740479469299316
1000,0.1,1e-5,30,0.1,mle_no_pen,891,NA,3.6387163519859316
1000,0.1,1e-5,30,0.1,mle_no_pen,887,NA,3.6863760391871137
1000,0.1,1e-5,30,0.1,gof,894,130,55.29404201507568
1000,0.1,1e-5,30,0.1,gof,871,20,53.65439691543579
1000,0.1,1e-5,30,0.1,gof,885,100,56.75081835190455
1000,0.1,1e-5,30,0.1,gof,902,130,51.864636945724484
1000,0.1,1e-5,30,0.1,gof,886,140,52.97420223553976
1000,0.1,1e-5,30,0.1,mle_no_pen,894,NA,3.5564998189608255
1000,0.1,1e-5,30,0.1,mle_no_pen,2295,NA,3.305457127094269
1000,0.1,1e-5,30,0.1,mle_no_pen,885,NA,3.636946519215902
1000,0.1,1e-5,30,0.1,mle_no_pen,902,NA,3.48302579720815
1000,0.1,1e-5,30,0.1,mle_no_pen,886,NA,3.5878095308939617
1000,0.1,1e-5,30,0.1,gof,889,100,53.58197766542435
1000,0.1,1e-5,30,0.1,gof,897,100,59.0967053771019
1000,0.1,1e-5,30,0.1,gof,883,120,57.71778710683187
1000,0.1,1e-5,30,0.1,gof,905,0,52.6639431476593
1000,0.1,1e-5,30,0.1,gof,890,130,52.68238708972931
1000,0.1,1e-5,30,0.1,mle_no_pen,889,NA,3.413493017355601
1000,0.1,1e-5,30,0.1,mle_no_pen,897,NA,3.8500751932462056
1000,0.1,1e-5,30,0.1,mle_no_pen,883,NA,3.9323742628097533
1000,0.1,1e-5,30,0.1,mle_no_pen,905,NA,3.2695178389549255
1000,0.1,1e-5,30,0.1,mle_no_pen,890,NA,3.660067546367645
1000,0.1,1e-5,30,0.2,gof,798,110,51.54422463575999
1000,0.1,1e-5,30,0.2,gof,799,90,53.03344964981079
1000,0.1,1e-5,30,0.2,gof,821,90,47.605969460805255
1000,0.1,1e-5,30,0.2,gof,797,140,50.82800433635712
1000,0.1,1e-5,30,0.2,gof,788,70,48.099074558417
1000,0.1,1e-5,30,0.2,mle_no_pen,798,NA,3.528712491194407
1000,0.1,1e-5,30,0.2,mle_no_pen,799,NA,3.5928399999936422
1000,0.1,1e-5,30,0.2,mle_no_pen,1045,NA,3.23226006825765
1000,0.1,1e-5,30,0.2,mle_no_pen,797,NA,3.345306460062663
1000,0.1,1e-5,30,0.2,mle_no_pen,788,NA,3.19345516761144
1000,0.1,1e-5,30,0.2,gof,802,140,52.498790967464444
1000,0.1,1e-5,30,0.2,gof,798,130,53.591760587692264
1000,0.1,1e-5,30,0.2,gof,786,120,49.10793323516846
1000,0.1,1e-5,30,0.2,gof,801,50,52.37629449764888
1000,0.1,1e-5,30,0.2,gof,799,110,48.27181512117386
1000,0.1,1e-5,30,0.2,mle_no_pen,802,NA,3.497866141796112
1000,0.1,1e-5,30,0.2,mle_no_pen,798,NA,3.414443639914195
1000,0.1,1e-5,30,0.2,mle_no_pen,786,NA,3.3538077235221864
1000,0.1,1e-5,30,0.2,mle_no_pen,801,NA,3.42005619208018
1000,0.1,1e-5,30,0.2,mle_no_pen,799,NA,3.3445502678553263
1000,0.1,1e-5,30,0.2,gof,805,130,50.22380894819896
1000,0.1,1e-5,30,0.2,gof,784,110,49.24237707058589
1000,0.1,1e-5,30,0.2,gof,795,80,50.29995056788127
1000,0.1,1e-5,30,0.2,gof,812,0,48.64247848987579
1000,0.1,1e-5,30,0.2,gof,794,140,49.62304122447968
1000,0.1,1e-5,30,0.2,mle_no_pen,805,NA,3.2064274152119956
1000,0.1,1e-5,30,0.2,mle_no_pen,2067,NA,3.290393284956614
1000,0.1,1e-5,30,0.2,mle_no_pen,795,NA,3.196897486845652
1000,0.1,1e-5,30,0.2,mle_no_pen,812,NA,3.2347614407539367
