name,label,ccc,p_log,replicates,Method,Draw,ccc_hat,selected_lambda,time
logarithmic_fct-list/ccc_2000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.995, replicates = 14)",2000,0.995,14,mle_no_pen,r1.3,3212,NA,54.33804702758789
logarithmic_fct-list/ccc_2000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.995, replicates = 14)",2000,0.995,14,mle_no_pen,r1.4,3218,NA,48.591717004776
logarithmic_fct-list/ccc_1000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.995, replicates = 14)",1000,0.995,14,gof,r1.1,1617,20,6.1752290487289425
logarithmic_fct-list/ccc_1000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.995, replicates = 14)",1000,0.995,14,gof,r1.2,1484,0,5.8859023729960125
logarithmic_fct-list/ccc_1000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.995, replicates = 14)",1000,0.995,14,gof,r1.3,1504,50,5.9985576391220095
logarithmic_fct-list/ccc_1000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.995, replicates = 14)",1000,0.995,14,gof,r1.4,1488,40,5.481397632757822
logarithmic_fct-list/ccc_1000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.995, replicates = 14)",1000,0.995,14,mle_no_pen,r1.1,1617,NA,30.87358522415161
logarithmic_fct-list/ccc_1000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.995, replicates = 14)",1000,0.995,14,mle_no_pen,r1.2,1484,NA,33.86412835121155
logarithmic_fct-list/ccc_1000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.995, replicates = 14)",1000,0.995,14,mle_no_pen,r1.3,1504,NA,33.247764110565186
logarithmic_fct-list/ccc_1000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.995, replicates = 14)",1000,0.995,14,mle_no_pen,r1.4,1488,NA,32.178218126297
logarithmic_fct-list/ccc_2000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.995, replicates = 14)",2000,0.995,14,gof,r1.1,3204,20,6.596041711171468
logarithmic_fct-list/ccc_2000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.995, replicates = 14)",2000,0.995,14,gof,r1.2,2951,50,5.094418982664744
logarithmic_fct-list/ccc_2000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.995, replicates = 14)",2000,0.995,14,gof,r1.3,3221,5,5.278211883703867
logarithmic_fct-list/ccc_2000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.995, replicates = 14)",2000,0.995,14,gof,r1.4,3218,20,5.1803374767303465
logarithmic_fct-list/ccc_2000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.995, replicates = 14)",2000,0.995,14,mle_no_pen,r1.1,3204,NA,48.36369276046753
logarithmic_fct-list/ccc_2000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.995, replicates = 14)",2000,0.995,14,mle_no_pen,r1.2,2951,NA,47.67671799659729
logarithmic_fct-list/ccc_2000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.995, replicates = 14)",2000,0.995,14,mle_no_pen,r1.3,3221,NA,46.75236630439758
logarithmic_fct-list/ccc_2000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.995, replicates = 14)",2000,0.995,14,mle_no_pen,r1.4,3218,NA,49.05992388725281
logarithmic_fct-list/ccc_1000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.995, replicates = 14)",1000,0.995,14,gof,r1.1,1498,0,5.999252645174662
logarithmic_fct-list/ccc_1000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.995, replicates = 14)",1000,0.995,14,gof,r1.2,1484,0,6.0054493069648744
logarithmic_fct-list/ccc_1000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.995, replicates = 14)",1000,0.995,14,gof,r1.3,1495,20,5.944850138823191
logarithmic_fct-list/ccc_1000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.995, replicates = 14)",1000,0.995,14,gof,r1.4,1488,15,5.753837140401204
logarithmic_fct-list/ccc_1000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.995, replicates = 14)",1000,0.995,14,mle_no_pen,r1.1,1498,NA,32.561392068862915
logarithmic_fct-list/ccc_1000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.995, replicates = 14)",1000,0.995,14,mle_no_pen,r1.2,1484,NA,32.61320233345032
logarithmic_fct-list/ccc_1000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.995, replicates = 14)",1000,0.995,14,mle_no_pen,r1.3,1495,NA,34.58892798423767
logarithmic_fct-list/ccc_1000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.995, replicates = 14)",1000,0.995,14,mle_no_pen,r1.4,1488,NA,31.795376777648926
logarithmic_fct-list/ccc_2000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.995, replicates = 14)",2000,0.995,14,gof,r1.1,2958,0,7.476090129216512
logarithmic_fct-list/ccc_2000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.995, replicates = 14)",2000,0.995,14,gof,r1.2,2982,0,5.856630476315816
logarithmic_fct-list/ccc_2000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.995, replicates = 14)",2000,0.995,14,gof,r1.3,3227,0,5.418009853363037
logarithmic_fct-list/ccc_2000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.995, replicates = 14)",2000,0.995,14,gof,r1.4,2930,0,4.973311988512675
logarithmic_fct-list/ccc_2000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.995, replicates = 14)",2000,0.995,14,mle_no_pen,r1.1,2958,NA,29.60641646385193
logarithmic_fct-list/ccc_2000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.995, replicates = 14)",2000,0.995,14,mle_no_pen,r1.2,2982,NA,39.601698875427246
logarithmic_fct-list/ccc_2000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.995, replicates = 14)",2000,0.995,14,mle_no_pen,r1.3,3227,NA,47.16532254219055
logarithmic_fct-list/ccc_2000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.995, replicates = 14)",2000,0.995,14,mle_no_pen,r1.4,2930,NA,30.5571608543396
logarithmic_fct-list/ccc_1000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.995, replicates = 14)",1000,0.995,14,gof,r1.1,1504,0,6.0272551814715065
logarithmic_fct-list/ccc_1000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.995, replicates = 14)",1000,0.995,14,gof,r1.2,1482,15,6.038879497845968
logarithmic_fct-list/ccc_1000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.995, replicates = 14)",1000,0.995,14,gof,r1.3,1496,40,6.101217722892761
logarithmic_fct-list/ccc_1000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.995, replicates = 14)",1000,0.995,14,gof,r1.4,1468,10,6.306161081790924
logarithmic_fct-list/ccc_1000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.995, replicates = 14)",1000,0.995,14,mle_no_pen,r1.1,1504,NA,34.07496523857117
logarithmic_fct-list/ccc_1000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.995, replicates = 14)",1000,0.995,14,mle_no_pen,r1.2,1482,NA,34.46523642539978
logarithmic_fct-list/ccc_1000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.995, replicates = 14)",1000,0.995,14,mle_no_pen,r1.3,1496,NA,34.736037254333496
logarithmic_fct-list/ccc_1000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.995, replicates = 14)",1000,0.995,14,mle_no_pen,r1.4,1468,NA,34.59397888183594
logarithmic_fct-list/ccc_2000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.995, replicates = 14)",2000,0.995,14,gof,r1.1,2991,0,5.693206044038137
logarithmic_fct-list/ccc_2000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.995, replicates = 14)",2000,0.995,14,gof,r1.2,2964,40,6.424756968021393
logarithmic_fct-list/ccc_2000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.995, replicates = 14)",2000,0.995,14,gof,r1.3,2958,0,5.85369104941686
logarithmic_fct-list/ccc_2000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.995, replicates = 14)",2000,0.995,14,gof,r1.4,3208,0,5.094532152016957
logarithmic_fct-list/ccc_2000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.995, replicates = 14)",2000,0.995,14,mle_no_pen,r1.1,2991,NA,50.652714252471924
logarithmic_fct-list/ccc_2000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.995, replicates = 14)",2000,0.995,14,mle_no_pen,r1.2,2964,NA,33.4853401184082
logarithmic_fct-list/ccc_2000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.995, replicates = 14)",2000,0.995,14,mle_no_pen,r1.3,2958,NA,31.04389786720276
logarithmic_fct-list/ccc_2000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.995, replicates = 14)",2000,0.995,14,mle_no_pen,r1.4,3208,NA,48.91951036453247
logarithmic_fct-list/ccc_1000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.995, replicates = 14)",1000,0.995,14,gof,r1.1,1491,20,6.108226267496745
logarithmic_fct-list/ccc_1000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.995, replicates = 14)",1000,0.995,14,gof,r1.2,1623,10,5.770834950606028
logarithmic_fct-list/ccc_1000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.995, replicates = 14)",1000,0.995,14,gof,r1.3,1613,5,5.862823792298635
logarithmic_fct-list/ccc_1000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.995, replicates = 14)",1000,0.995,14,gof,r1.4,1479,10,5.741507128874461
logarithmic_fct-list/ccc_1000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.995, replicates = 14)",1000,0.995,14,mle_no_pen,r1.1,1491,NA,34.29737949371338
logarithmic_fct-list/ccc_1000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.995, replicates = 14)",1000,0.995,14,mle_no_pen,r1.2,1623,NA,32.64080357551575
logarithmic_fct-list/ccc_1000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.995, replicates = 14)",1000,0.995,14,mle_no_pen,r1.3,1613,NA,31.155740976333618
logarithmic_fct-list/ccc_1000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.995, replicates = 14)",1000,0.995,14,mle_no_pen,r1.4,1479,NA,32.124491930007935
logarithmic_fct-list/ccc_2000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.995, replicates = 14)",2000,0.995,14,gof,r1.1,2969,0,5.6562533497810366
logarithmic_fct-list/ccc_2000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.995, replicates = 14)",2000,0.995,14,gof,r1.2,3192,15,6.878440109888713
logarithmic_fct-list/ccc_2000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.995, replicates = 14)",2000,0.995,14,gof,r1.3,2984,10,5.792765009403229
logarithmic_fct-list/ccc_2000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.995, replicates = 14)",2000,0.995,14,gof,r1.4,2969,5,5.019830501079559
logarithmic_fct-list/ccc_2000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.995, replicates = 14)",2000,0.995,14,mle_no_pen,r1.1,2969,NA,28.408379554748535
logarithmic_fct-list/ccc_2000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.995, replicates = 14)",2000,0.995,14,mle_no_pen,r1.2,3192,NA,42.02069282531738
logarithmic_fct-list/ccc_2000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.995, replicates = 14)",2000,0.995,14,mle_no_pen,r1.3,2984,NA,49.30124068260193
logarithmic_fct-list/ccc_2000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.995, replicates = 14)",2000,0.995,14,mle_no_pen,r1.4,2969,NA,45.57790946960449
logarithmic_fct-list/ccc_1000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.995, replicates = 14)",1000,0.995,14,gof,r1.1,1473,5,5.911132172743479
logarithmic_fct-list/ccc_1000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.995, replicates = 14)",1000,0.995,14,gof,r1.2,1516,15,5.915322387218476
logarithmic_fct-list/ccc_1000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.995, replicates = 14)",1000,0.995,14,gof,r1.3,1611,30,5.910947235425313
logarithmic_fct-list/ccc_1000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.995, replicates = 14)",1000,0.995,14,gof,r1.4,1619,15,5.870885101954142
logarithmic_fct-list/ccc_1000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.995, replicates = 14)",1000,0.995,14,mle_no_pen,r1.1,1473,NA,32.063714265823364
logarithmic_fct-list/ccc_1000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.995, replicates = 14)",1000,0.995,14,mle_no_pen,r1.2,1516,NA,30.840084552764893
logarithmic_fct-list/ccc_1000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.995, replicates = 14)",1000,0.995,14,mle_no_pen,r1.3,1611,NA,32.83834195137024
logarithmic_fct-list/ccc_1000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.995, replicates = 14)",1000,0.995,14,mle_no_pen,r1.4,1619,NA,31.571481227874756
logarithmic_fct-list/ccc_2000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.995, replicates = 14)",2000,0.995,14,gof,r1.1,2969,5,7.652762750784556
logarithmic_fct-list/ccc_2000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.995, replicates = 14)",2000,0.995,14,gof,r1.2,3210,10,6.420149862766266
logarithmic_fct-list/ccc_2000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.995, replicates = 14)",2000,0.995,14,gof,r1.3,3223,20,5.608506643772126
logarithmic_fct-list/ccc_2000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.995, replicates = 14)",2000,0.995,14,gof,r1.4,3007,20,4.986066993077596
logarithmic_fct-list/ccc_2000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.995, replicates = 14)",2000,0.995,14,mle_no_pen,r1.1,2969,NA,49.45183825492859
logarithmic_fct-list/ccc_2000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.995, replicates = 14)",2000,0.995,14,mle_no_pen,r1.2,3210,NA,50.43514800071716
logarithmic_fct-list/ccc_2000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.995, replicates = 14)",2000,0.995,14,mle_no_pen,r1.3,3223,NA,49.17923927307129
logarithmic_fct-list/ccc_2000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.995, replicates = 14)",2000,0.995,14,mle_no_pen,r1.4,3007,NA,47.298715591430664
logarithmic_fct-list/ccc_1000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.995, replicates = 14)",1000,0.995,14,gof,r1.1,1495,40,5.874849009513855
logarithmic_fct-list/ccc_1000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.995, replicates = 14)",1000,0.995,14,gof,r1.2,1493,15,6.008464487393697
logarithmic_fct-list/ccc_1000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.995, replicates = 14)",1000,0.995,14,gof,r1.3,1599,0,5.7397586862246195
logarithmic_fct-list/ccc_1000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.995, replicates = 14)",1000,0.995,14,gof,r1.4,1477,5,6.085262302557627
logarithmic_fct-list/ccc_1000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.995, replicates = 14)",1000,0.995,14,mle_no_pen,r1.1,1495,NA,31.579735040664673
logarithmic_fct-list/ccc_1000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.995, replicates = 14)",1000,0.995,14,mle_no_pen,r1.2,1493,NA,31.67281937599182
logarithmic_fct-list/ccc_1000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.995, replicates = 14)",1000,0.995,14,mle_no_pen,r1.3,1599,NA,31.703206777572632
logarithmic_fct-list/ccc_1000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.995, replicates = 14)",1000,0.995,14,mle_no_pen,r1.4,1477,NA,32.33011817932129
logarithmic_fct-list/ccc_2000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.995, replicates = 14)",2000,0.995,14,gof,r1.1,2976,10,5.565015923976898
logarithmic_fct-list/ccc_2000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.995, replicates = 14)",2000,0.995,14,gof,r1.2,3198,0,5.051901133855184
logarithmic_fct-list/ccc_2000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.995, replicates = 14)",2000,0.995,14,gof,r1.3,2966,0,6.3371710220972695
logarithmic_fct-list/ccc_2000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.995, replicates = 14)",2000,0.995,14,gof,r1.4,2944,20,5.070293656984965
logarithmic_fct-list/ccc_2000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.995, replicates = 14)",2000,0.995,14,mle_no_pen,r1.1,2976,NA,41.5728075504303
logarithmic_fct-list/ccc_2000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.995, replicates = 14)",2000,0.995,14,mle_no_pen,r1.2,3198,NA,28.639744997024536
logarithmic_fct-list/ccc_2000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.995, replicates = 14)",2000,0.995,14,mle_no_pen,r1.3,2966,NA,25.858481407165527
logarithmic_fct-list/ccc_2000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.995, replicates = 14)",2000,0.995,14,mle_no_pen,r1.4,2944,NA,28.504507303237915
logarithmic_fct-list/ccc_1000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.995, replicates = 14)",1000,0.995,14,gof,r1.1,1615,10,5.955189955234528
logarithmic_fct-list/ccc_1000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.995, replicates = 14)",1000,0.995,14,gof,r1.2,1473,10,5.763731412092844
logarithmic_fct-list/ccc_1000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.995, replicates = 14)",1000,0.995,14,gof,r1.3,1495,0,5.691231989860535
logarithmic_fct-list/ccc_1000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.995, replicates = 14)",1000,0.995,14,gof,r1.4,1496,0,5.646470693747203
logarithmic_fct-list/ccc_1000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.995, replicates = 14)",1000,0.995,14,mle_no_pen,r1.1,1615,NA,31.6470947265625
logarithmic_fct-list/ccc_1000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.995, replicates = 14)",1000,0.995,14,mle_no_pen,r1.2,1473,NA,29.65385913848877
logarithmic_fct-list/ccc_1000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.995, replicates = 14)",1000,0.995,14,mle_no_pen,r1.3,1495,NA,31.53232192993164
logarithmic_fct-list/ccc_1000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.995, replicates = 14)",1000,0.995,14,mle_no_pen,r1.4,1496,NA,31.39832329750061
logarithmic_fct-list/ccc_2000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.995, replicates = 14)",2000,0.995,14,gof,r1.1,2966,140,6.851172689596812
logarithmic_fct-list/ccc_2000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.995, replicates = 14)",2000,0.995,14,gof,r1.2,2941,0,6.481620200475057
logarithmic_fct-list/ccc_2000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.995, replicates = 14)",2000,0.995,14,gof,r1.3,2937,0,6.181067021687825
logarithmic_fct-list/ccc_2000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.995, replicates = 14)",2000,0.995,14,gof,r1.4,2942,15,5.1445251186688745
logarithmic_fct-list/ccc_2000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.995, replicates = 14)",2000,0.995,14,mle_no_pen,r1.1,2966,NA,50.49964165687561
logarithmic_fct-list/ccc_2000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.995, replicates = 14)",2000,0.995,14,mle_no_pen,r1.2,2941,NA,45.67922782897949
logarithmic_fct-list/ccc_2000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.995, replicates = 14)",2000,0.995,14,mle_no_pen,r1.3,2937,NA,48.30303430557251
logarithmic_fct-list/ccc_2000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.995, replicates = 14)",2000,0.995,14,mle_no_pen,r1.4,2942,NA,48.10651469230652
logarithmic_fct-list/ccc_1000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.995, replicates = 14)",1000,0.995,14,gof,r1.1,1630,5,5.820089161396027
logarithmic_fct-list/ccc_1000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.995, replicates = 14)",1000,0.995,14,gof,r1.2,1471,50,5.726895419756572
logarithmic_fct-list/ccc_1000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.995, replicates = 14)",1000,0.995,14,gof,r1.3,1595,0,5.791734755039215
logarithmic_fct-list/ccc_1000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.995, replicates = 14)",1000,0.995,14,gof,r1.4,1504,30,5.873903548717498
logarithmic_fct-list/ccc_1000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.995, replicates = 14)",1000,0.995,14,mle_no_pen,r1.1,1630,NA,32.9299099445343
logarithmic_fct-list/ccc_1000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.995, replicates = 14)",1000,0.995,14,mle_no_pen,r1.2,1471,NA,32.031341314315796
logarithmic_fct-list/ccc_1000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.995, replicates = 14)",1000,0.995,14,mle_no_pen,r1.3,1595,NA,32.99094223976135
logarithmic_fct-list/ccc_1000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.995, replicates = 14)",1000,0.995,14,mle_no_pen,r1.4,1504,NA,30.012852430343628
logarithmic_fct-list/ccc_2000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.995, replicates = 14)",2000,0.995,14,gof,r1.1,2985,0,6.876084315776825
logarithmic_fct-list/ccc_2000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.995, replicates = 14)",2000,0.995,14,gof,r1.2,3231,0,5.955863106250763
logarithmic_fct-list/ccc_2000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.995, replicates = 14)",2000,0.995,14,gof,r1.3,2958,20,5.621417983373006
logarithmic_fct-list/ccc_2000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.995, replicates = 14)",2000,0.995,14,gof,r1.4,2960,0,5.023486133416494
logarithmic_fct-list/ccc_2000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.995, replicates = 14)",2000,0.995,14,mle_no_pen,r1.1,2985,NA,41.96491193771362
logarithmic_fct-list/ccc_2000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.995, replicates = 14)",2000,0.995,14,mle_no_pen,r1.2,3231,NA,29.098945140838623
logarithmic_fct-list/ccc_2000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.995, replicates = 14)",2000,0.995,14,mle_no_pen,r1.3,2958,NA,27.642732858657837
logarithmic_fct-list/ccc_2000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.995, replicates = 14)",2000,0.995,14,mle_no_pen,r1.4,2960,NA,27.842294692993164
logarithmic_fct-list/ccc_1000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.995, replicates = 14)",1000,0.995,14,gof,r1.1,1495,0,5.8130235314369205
logarithmic_fct-list/ccc_1000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.995, replicates = 14)",1000,0.995,14,gof,r1.2,1623,0,6.01140273809433
logarithmic_fct-list/ccc_1000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.995, replicates = 14)",1000,0.995,14,gof,r1.3,1484,50,5.943527030944824
logarithmic_fct-list/ccc_1000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.995, replicates = 14)",1000,0.995,14,gof,r1.4,1495,0,5.738992222150167
logarithmic_fct-list/ccc_1000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.995, replicates = 14)",1000,0.995,14,mle_no_pen,r1.1,1495,NA,32.98661971092224
logarithmic_fct-list/ccc_1000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.995, replicates = 14)",1000,0.995,14,mle_no_pen,r1.2,1623,NA,31.850603818893433
logarithmic_fct-list/ccc_1000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.995, replicates = 14)",1000,0.995,14,mle_no_pen,r1.3,1484,NA,31.013030767440796
logarithmic_fct-list/ccc_1000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 1000, prob = 0.995, replicates = 14)",1000,0.995,14,mle_no_pen,r1.4,1495,NA,32.01207184791565
logarithmic_fct-list/ccc_2000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.995, replicates = 14)",2000,0.995,14,gof,r1.1,2982,0,8.733826124668122
logarithmic_fct-list/ccc_2000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.995, replicates = 14)",2000,0.995,14,gof,r1.2,3202,10,5.6009859323501585
logarithmic_fct-list/ccc_2000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.995, replicates = 14)",2000,0.995,14,gof,r1.3,3000,0,5.042765708764394
logarithmic_fct-list/ccc_2000/p_log_0.995/replicates_14,"Logarithmic draws from true C = 2000, prob = 0.995, replicates = 14)",2000,0.995,14,gof,r1.4,2930,10,5.0961158752441404
