method,ccc,alpha,delta,r,ccc_hat,absolute_error,alpha_hat,delta_hat,selected_lambda,time,sim_subset,draw,id,eta,alpha_delta_r
[3] GOF,1e3,0.01,1e-5,6,333,667,0.03301988812866493,6.6545203206628156e-6,35,890.9700000000003,5,2,22,"(1e-02, 1e-05)","((1e-02, 1e-05),6)"
[3] GOF,1e3,0.01,1e-5,6,188,812,0.0749725182333244,7.225644409801821e-6,60,868.8860000000004,5,3,23,"(1e-02, 1e-05)","((1e-02, 1e-05),6)"
[3] GOF,1e3,0.01,1e-5,6,136,864,0.1257004253710386,1.025233454031198e-5,55,826.9679999999998,5,4,24,"(1e-02, 1e-05)","((1e-02, 1e-05),6)"
[3] GOF,1e3,0.01,1e-5,6,138,862,0.12676298570032069,8.21085174116557e-6,50,880.875,5,5,25,"(1e-02, 1e-05)","((1e-02, 1e-05),6)"
[4] CV GOF,1e3,0.01,1e-5,6,236.6,763.4,0.09116590535405843,7.63560059224329e-6,40,5169.246999999999,5,1,21,"(1e-02, 1e-05)","((1e-02, 1e-05),6)"
[4] CV GOF,1e3,0.01,1e-5,6,291.7,708.3,0.058883403920013344,7.4927545503284524e-6,60,5097.861999999997,5,2,22,"(1e-02, 1e-05)","((1e-02, 1e-05),6)"
[4] CV GOF,1e3,0.01,1e-5,6,289.1,710.9,0.0889407065197346,6.142787865894686e-6,50,4855.238999999994,5,3,23,"(1e-02, 1e-05)","((1e-02, 1e-05),6)"
[4] CV GOF,1e3,0.01,1e-5,6,281.3,718.7,0.05963187710880839,9.810254325775357e-6,40,4676.82,5,4,24,"(1e-02, 1e-05)","((1e-02, 1e-05),6)"
[4] CV GOF,1e3,0.01,1e-5,6,256,744,0.08222446206395269,7.989555022857056e-6,50,4730.643000000004,5,5,25,"(1e-02, 1e-05)","((1e-02, 1e-05),6)"
[0] MLE,1e3,0.01,1e-5,10,1306,306,0.007665967753550862,1.025118372237893e-5,NA,97.29099999999994,5,1,21,"(1e-02, 1e-05)","((1e-02, 1e-05),10)"
[0] MLE,1e3,0.01,1e-5,10,2223,1223,0.004148913249426685,8.397611707435845e-6,NA,90.78099999999995,5,2,22,"(1e-02, 1e-05)","((1e-02, 1e-05),10)"
[0] MLE,1e3,0.01,1e-5,10,1334,334,0.007504707714842992,1.0216074482214326e-5,NA,89.6360000000002,5,3,23,"(1e-02, 1e-05)","((1e-02, 1e-05),10)"
[0] MLE,1e3,0.01,1e-5,10,1708,708,0.005813870287715969,1.2431102838771456e-5,NA,93.37300000000005,5,4,24,"(1e-02, 1e-05)","((1e-02, 1e-05),10)"
[0] MLE,1e3,0.01,1e-5,10,472,528,0.02251139812618133,8.256123099049837e-6,NA,102.269,5,5,25,"(1e-02, 1e-05)","((1e-02, 1e-05),10)"
[1] Min Var,1e3,0.01,1e-5,10,174.5,825.5,0.0939454114547704,1.0646641197608609e-5,60,14769.719000000012,5,1,21,"(1e-02, 1e-05)","((1e-02, 1e-05),10)"
[1] Min Var,1e3,0.01,1e-5,10,168.6,831.4,0.09253261994727885,7.720142953448059e-6,60,14095.510999999999,5,2,22,"(1e-02, 1e-05)","((1e-02, 1e-05),10)"
[1] Min Var,1e3,0.01,1e-5,10,171.25,828.75,0.0987999105549202,1.1714984177042517e-5,50,14421.032000000007,5,3,23,"(1e-02, 1e-05)","((1e-02, 1e-05),10)"
[1] Min Var,1e3,0.01,1e-5,10,168.45,831.55,0.10110329627716308,1.29916090779191e-5,60,14329.50900000002,5,4,24,"(1e-02, 1e-05)","((1e-02, 1e-05),10)"
[1] Min Var,1e3,0.01,1e-5,10,170.9,829.1,0.09580570370454898,6.783178056162453e-6,60,14618.425000000017,5,5,25,"(1e-02, 1e-05)","((1e-02, 1e-05),10)"
[2] CV likelihood,1e3,0.01,1e-5,10,1215.8,215.79999999999995,0.010979781990164306,1.0761269521276019e-5,10,7645.426999999996,5,1,21,"(1e-02, 1e-05)","((1e-02, 1e-05),10)"
[2] CV likelihood,1e3,0.01,1e-5,10,1688.6,688.5999999999999,0.0058309887766396186,9.019833495651797e-6,0,7266.622999999992,5,2,22,"(1e-02, 1e-05)","((1e-02, 1e-05),10)"
[2] CV likelihood,1e3,0.01,1e-5,10,1276.6,276.5999999999999,0.012806668243379083,1.0850615653293861e-5,5,7374.180999999997,5,3,23,"(1e-02, 1e-05)","((1e-02, 1e-05),10)"
[2] CV likelihood,1e3,0.01,1e-5,10,2046.2,1046.2,0.004950083460617845,1.199455435040167e-5,0,7379.649000000005,5,4,24,"(1e-02, 1e-05)","((1e-02, 1e-05),10)"
[2] CV likelihood,1e3,0.01,1e-5,10,1475.3,475.29999999999995,0.0065683505005349275,7.193913483369866e-6,0,7479.596000000005,5,5,25,"(1e-02, 1e-05)","((1e-02, 1e-05),10)"
[3] GOF,1e3,0.01,1e-5,10,205,795,0.0670858543840071,7.965726629555681e-6,50,1377.909999999998,5,1,21,"(1e-02, 1e-05)","((1e-02, 1e-05),10)"
[3] GOF,1e3,0.01,1e-5,10,305,695,0.036479039439928314,6.206645996591361e-6,55,1305.599000000002,5,2,22,"(1e-02, 1e-05)","((1e-02, 1e-05),10)"
[3] GOF,1e3,0.01,1e-5,10,207,793,0.06564936031911076,7.516519923654465e-6,50,1319.125,5,3,23,"(1e-02, 1e-05)","((1e-02, 1e-05),10)"
[3] GOF,1e3,0.01,1e-5,10,318,682,0.036502253729185245,1.0400033067254921e-5,50,1317.7479999999996,5,4,24,"(1e-02, 1e-05)","((1e-02, 1e-05),10)"
[3] GOF,1e3,0.01,1e-5,10,149,851,0.10420695665448909,7.972298375726854e-6,55,1438.0499999999993,5,5,25,"(1e-02, 1e-05)","((1e-02, 1e-05),10)"
[4] CV GOF,1e3,0.01,1e-5,10,170.5,829.5,0.09891260394351191,1.0994797494662335e-5,60,7085.910999999993,5,1,21,"(1e-02, 1e-05)","((1e-02, 1e-05),10)"
[4] CV GOF,1e3,0.01,1e-5,10,162.4,837.6,0.09998066152204664,8.307317983368357e-6,60,6716.656000000003,5,2,22,"(1e-02, 1e-05)","((1e-02, 1e-05),10)"
[4] CV GOF,1e3,0.01,1e-5,10,165.4,834.6,0.10188579039128792,1.0766168790435042e-5,45,6787.841,5,3,23,"(1e-02, 1e-05)","((1e-02, 1e-05),10)"
[4] CV GOF,1e3,0.01,1e-5,10,172.6,827.4,0.09984232975279807,1.3288471248021334e-5,60,6804.216,5,4,24,"(1e-02, 1e-05)","((1e-02, 1e-05),10)"
[4] CV GOF,1e3,0.01,1e-5,10,168.7,831.3,0.09727369077422268,6.656181269218664e-6,55,6987.902000000002,5,5,25,"(1e-02, 1e-05)","((1e-02, 1e-05),10)"
[0] MLE,1e3,0.01,1e-5,14,1306,306,0.007538836016719172,8.950819007120814e-6,NA,135.67999999999984,5,1,21,"(1e-02, 1e-05)","((1e-02, 1e-05),14)"
[0] MLE,1e3,0.01,1e-5,14,1709,709,0.0056660483652098154,1.06076545911306e-5,NA,120.779,5,2,22,"(1e-02, 1e-05)","((1e-02, 1e-05),14)"
[0] MLE,1e3,0.01,1e-5,14,1269,269,0.007726101091883928,1.0722479942251675e-5,NA,127.58699999999999,5,3,23,"(1e-02, 1e-05)","((1e-02, 1e-05),14)"
[0] MLE,1e3,0.01,1e-5,14,1786,786,0.005261450481639964,7.870905956198902e-6,NA,132.2199999999998,5,4,24,"(1e-02, 1e-05)","((1e-02, 1e-05),14)"
[0] MLE,1e3,0.01,1e-5,14,1316,316,0.007772125995189265,9.904823793006135e-6,NA,135.94399999999996,5,5,25,"(1e-02, 1e-05)","((1e-02, 1e-05),14)"
[1] Min Var,1e3,0.01,1e-5,14,184.5,815.5,0.09265535795838854,1.0108348288728023e-5,60,19879.82799999998,5,1,21,"(1e-02, 1e-05)","((1e-02, 1e-05),14)"
[1] Min Var,1e3,0.01,1e-5,14,207.8,792.2,0.08429490690719708,1.141230724352504e-5,55,18770.342999999993,5,2,22,"(1e-02, 1e-05)","((1e-02, 1e-05),14)"
[1] Min Var,1e3,0.01,1e-5,14,182.75,817.25,0.09116556079162397,1.2224993887449783e-5,60,19083.54800000001,5,3,23,"(1e-02, 1e-05)","((1e-02, 1e-05),14)"
[1] Min Var,1e3,0.01,1e-5,14,154.15,845.85,0.10898586266258559,9.708024778669297e-6,60,18501.027000000002,5,4,24,"(1e-02, 1e-05)","((1e-02, 1e-05),14)"
[1] Min Var,1e3,0.01,1e-5,14,192,808,0.09178124915922634,1.03498889675176e-5,60,19195.463999999978,5,5,25,"(1e-02, 1e-05)","((1e-02, 1e-05),14)"
[2] CV likelihood,1e3,0.01,1e-5,14,1296,296,0.008764458420720015,8.85371949599699e-6,10,9901.467000000004,5,1,21,"(1e-02, 1e-05)","((1e-02, 1e-05),14)"
[2] CV likelihood,1e3,0.01,1e-5,14,1351.9,351.9000000000001,0.0073070099157279515,1.0229336987149357e-5,10,9345.144,5,2,22,"(1e-02, 1e-05)","((1e-02, 1e-05),14)"
[2] CV likelihood,1e3,0.01,1e-5,14,1396.2,396.20000000000005,0.0072238159746144245,1.1407594728117608e-5,10,9311.344000000012,5,3,23,"(1e-02, 1e-05)","((1e-02, 1e-05),14)"
[2] CV likelihood,1e3,0.01,1e-5,14,1536.4,536.4000000000001,0.006370980278046051,7.805581711027305e-6,5,10003.179000000004,5,4,24,"(1e-02, 1e-05)","((1e-02, 1e-05),14)"
[2] CV likelihood,1e3,0.01,1e-5,14,1133.7,133.70000000000005,0.011496161487409886,9.801374559699593e-6,20,10150.61599999998,5,5,25,"(1e-02, 1e-05)","((1e-02, 1e-05),14)"
[3] GOF,1e3,0.01,1e-5,14,359,641,0.03059904143405567,7.043097477230394e-6,55,1896.533000000003,5,1,21,"(1e-02, 1e-05)","((1e-02, 1e-05),14)"
[3] GOF,1e3,0.01,1e-5,14,328,672,0.0344814070606466,8.312116725468717e-6,60,1761.2160000000003,5,2,22,"(1e-02, 1e-05)","((1e-02, 1e-05),14)"
[3] GOF,1e3,0.01,1e-5,14,366,634,0.030764468188164633,9.223307765797166e-6,40,1775.2229999999981,5,3,23,"(1e-02, 1e-05)","((1e-02, 1e-05),14)"
[3] GOF,1e3,0.01,1e-5,14,1364,364,0.007024658642725909,7.679756241037291e-6,40,1907.9560000000056,5,4,24,"(1e-02, 1e-05)","((1e-02, 1e-05),14)"
[3] GOF,1e3,0.01,1e-5,14,1316,316,0.007776249940884169,9.904671086295855e-6,10,1949.4099999999962,5,5,25,"(1e-02, 1e-05)","((1e-02, 1e-05),14)"
[4] CV GOF,1e3,0.01,1e-5,14,358.5,641.5,0.06884324689165287,9.111179500030589e-6,45,10390.217000000004,5,1,21,"(1e-02, 1e-05)","((1e-02, 1e-05),14)"
[4] CV GOF,1e3,0.01,1e-5,14,268.8,731.2,0.06534681201035282,9.734797034366995e-6,60,9587.110999999975,5,2,22,"(1e-02, 1e-05)","((1e-02, 1e-05),14)"
[4] CV GOF,1e3,0.01,1e-5,14,280.8,719.2,0.06290021909416592,1.085152985353626e-5,45,9747.600999999995,5,3,23,"(1e-02, 1e-05)","((1e-02, 1e-05),14)"
[4] CV GOF,1e3,0.01,1e-5,14,681.7,318.29999999999995,0.025740327309112073,7.239054662578728e-6,30,10080.821999999986,5,4,24,"(1e-02, 1e-05)","((1e-02, 1e-05),14)"
[4] CV GOF,1e3,0.01,1e-5,14,239.2,760.8,0.07797558770770811,1.0016679250478948e-5,55,10238.049999999988,5,5,25,"(1e-02, 1e-05)","((1e-02, 1e-05),14)"
[0] MLE,1e3,0.1,0.1,6,3582,2582,0.023959630869611084,0.08542261371985616,NA,52.165,6,1,26,"(1e-01, 1e-01)","((1e-01, 1e-01),6)"
[0] MLE,1e3,0.1,0.1,6,818,182,0.1290539203785628,0.10385670713272238,NA,55.870999999999995,6,2,27,"(1e-01, 1e-01)","((1e-01, 1e-01),6)"
[0] MLE,1e3,0.1,0.1,6,1139,139,0.08152445235149791,0.099647239984873,NA,53.59299999999999,6,3,28,"(1e-01, 1e-01)","((1e-01, 1e-01),6)"
[0] MLE,1e3,0.1,0.1,6,4580,3580,0.018579877326540668,0.08200782480321687,NA,44.734999999999985,6,4,29,"(1e-01, 1e-01)","((1e-01, 1e-01),6)"
[0] MLE,1e3,0.1,0.1,6,1004,4,0.08869587414955842,0.08394833814202199,NA,57.275000000000006,6,5,30,"(1e-01, 1e-01)","((1e-01, 1e-01),6)"
[1] Min Var,1e3,0.1,0.1,6,322.45,677.55,0.566194246441917,0.1699738896739696,60,13677.946999999998,6,1,26,"(1e-01, 1e-01)","((1e-01, 1e-01),6)"
[1] Min Var,1e3,0.1,0.1,6,311.95,688.05,0.6228737285341666,0.18245271834013643,45,13830.978,6,2,27,"(1e-01, 1e-01)","((1e-01, 1e-01),6)"
[1] Min Var,1e3,0.1,0.1,6,299.6,700.4,0.6180766206756784,0.18645197126973187,55,13275.842,6,3,28,"(1e-01, 1e-01)","((1e-01, 1e-01),6)"
[1] Min Var,1e3,0.1,0.1,6,326.1,673.9,0.5458467195763795,0.16080167385533634,60,13085.087999999996,6,4,29,"(1e-01, 1e-01)","((1e-01, 1e-01),6)"
[1] Min Var,1e3,0.1,0.1,6,273.65,726.35,0.7303144565447507,0.17298043859082457,60,13729.389000000003,6,5,30,"(1e-01, 1e-01)","((1e-01, 1e-01),6)"
[2] CV likelihood,1e3,0.1,0.1,6,3380.3,2380.3,0.03882064759749004,0.088194330152171,0,4546.055,6,1,26,"(1e-01, 1e-01)","((1e-01, 1e-01),6)"
[2] CV likelihood,1e3,0.1,0.1,6,866.3,133.70000000000005,0.12198833014431383,0.10326349714262392,0,4600.2429999999995,6,2,27,"(1e-01, 1e-01)","((1e-01, 1e-01),6)"
[2] CV likelihood,1e3,0.1,0.1,6,1109.3,109.29999999999995,0.12325574728889441,0.10471353635189247,0,4525.297999999999,6,3,28,"(1e-01, 1e-01)","((1e-01, 1e-01),6)"
[2] CV likelihood,1e3,0.1,0.1,6,4554,3554,0.01869945943909138,0.08205719589351346,0,4363.603999999999,6,4,29,"(1e-01, 1e-01)","((1e-01, 1e-01),6)"
[2] CV likelihood,1e3,0.1,0.1,6,1129.3,129.29999999999995,0.09354849079908178,0.0858671076185187,0,4700.261000000002,6,5,30,"(1e-01, 1e-01)","((1e-01, 1e-01),6)"
[3] GOF,1e3,0.1,0.1,6,3582,2582,0.023959630869611084,0.08542261371985616,0,856.945,6,1,26,"(1e-01, 1e-01)","((1e-01, 1e-01),6)"
[3] GOF,1e3,0.1,0.1,6,818,182,0.1290539203785628,0.10385670713272238,0,869.177,6,2,27,"(1e-01, 1e-01)","((1e-01, 1e-01),6)"
[3] GOF,1e3,0.1,0.1,6,1139,139,0.08152445235149791,0.099647239984873,0,827.5059999999999,6,3,28,"(1e-01, 1e-01)","((1e-01, 1e-01),6)"
[3] GOF,1e3,0.1,0.1,6,4580,3580,0.018583433331828852,0.08200870729971915,5,759.2019999999998,6,4,29,"(1e-01, 1e-01)","((1e-01, 1e-01),6)"
[3] GOF,1e3,0.1,0.1,6,1004,4,0.08869587414955842,0.08394833814202199,0,864.5279999999998,6,5,30,"(1e-01, 1e-01)","((1e-01, 1e-01),6)"
[4] CV GOF,1e3,0.1,0.1,6,3380.3,2380.3,0.03882064759749004,0.088194330152171,0,4581.554999999999,6,1,26,"(1e-01, 1e-01)","((1e-01, 1e-01),6)"
[4] CV GOF,1e3,0.1,0.1,6,866.3,133.70000000000005,0.12198833014431383,0.10326349714262392,0,4618.035,6,2,27,"(1e-01, 1e-01)","((1e-01, 1e-01),6)"
[4] CV GOF,1e3,0.1,0.1,6,1109.3,109.29999999999995,0.12325574728889441,0.10471353635189247,0,4528.015000000001,6,3,28,"(1e-01, 1e-01)","((1e-01, 1e-01),6)"
[4] CV GOF,1e3,0.1,0.1,6,4554,3554,0.01869945943909138,0.08205719589351346,0,4358.619000000001,6,4,29,"(1e-01, 1e-01)","((1e-01, 1e-01),6)"
[4] CV GOF,1e3,0.1,0.1,6,1129.3,129.29999999999995,0.09354849079908178,0.0858671076185187,0,4723.516,6,5,30,"(1e-01, 1e-01)","((1e-01, 1e-01),6)"
[0] MLE,1e3,0.1,0.1,10,1452,452,0.06492316141924227,0.09324576751868818,NA,95.18899999999996,6,1,26,"(1e-01, 1e-01)","((1e-01, 1e-01),10)"
[0] MLE,1e3,0.1,0.1,10,1804,804,0.048826345052703495,0.09285733197844372,NA,86.23500000000001,6,2,27,"(1e-01, 1e-01)","((1e-01, 1e-01),10)"
[0] MLE,1e3,0.1,0.1,10,1387,387,0.06349420436968232,0.08222476521551414,NA,95.03100000000006,6,3,28,"(1e-01, 1e-01)","((1e-01, 1e-01),10)"
[0] MLE,1e3,0.1,0.1,10,1072,72,0.0944022034922962,0.09774483288666572,NA,89.72899999999993,6,4,29,"(1e-01, 1e-01)","((1e-01, 1e-01),10)"
[0] MLE,1e3,0.1,0.1,10,1710,710,0.05178341651671799,0.09329798974305485,NA,89.00200000000007,6,5,30,"(1e-01, 1e-01)","((1e-01, 1e-01),10)"
[1] Min Var,1e3,0.1,0.1,10,383.3,616.7,0.40644777506435226,0.14874750828338967,60,21113.590999999986,6,1,26,"(1e-01, 1e-01)","((1e-01, 1e-01),10)"
[1] Min Var,1e3,0.1,0.1,10,372.6,627.4,0.3975395381462484,0.14943630929212393,60,19851.361999999994,6,2,27,"(1e-01, 1e-01)","((1e-01, 1e-01),10)"
[1] Min Var,1e3,0.1,0.1,10,373.5,626.5,0.3844409722425103,0.12917642500302703,60,21374.429000000004,6,3,28,"(1e-01, 1e-01)","((1e-01, 1e-01),10)"
[1] Min Var,1e3,0.1,0.1,10,381,619,0.42299382969350197,0.15044580498538088,60,21170.554999999993,6,4,29,"(1e-01, 1e-01)","((1e-01, 1e-01),10)"
[1] Min Var,1e3,0.1,0.1,10,369.1,630.9,0.40197718001649974,0.1502495572611104,60,20186.929000000004,6,5,30,"(1e-01, 1e-01)","((1e-01, 1e-01),10)"
[2] CV likelihood,1e3,0.1,0.1,10,1786.5,786.5,0.06488437463751165,0.09022890823582334,0,7247.317000000003,6,1,26,"(1e-01, 1e-01)","((1e-01, 1e-01),10)"
[2] CV likelihood,1e3,0.1,0.1,10,2557.7,1557.6999999999998,0.05133453030251818,0.09467200934192602,0,6751.012999999999,6,2,27,"(1e-01, 1e-01)","((1e-01, 1e-01),10)"
[2] CV likelihood,1e3,0.1,0.1,10,1755,755,0.06415127536981463,0.08346921006738886,0,7149.457000000002,6,3,28,"(1e-01, 1e-01)","((1e-01, 1e-01),10)"
[2] CV likelihood,1e3,0.1,0.1,10,1111.7,111.70000000000005,0.10496262447981644,0.09813775063428973,0,7121.894,6,4,29,"(1e-01, 1e-01)","((1e-01, 1e-01),10)"
[2] CV likelihood,1e3,0.1,0.1,10,2233.5,1233.5,0.06219699112525587,0.09525878420432235,0,6817.150999999998,6,5,30,"(1e-01, 1e-01)","((1e-01, 1e-01),10)"
[3] GOF,1e3,0.1,0.1,10,1452,452,0.06492316141924227,0.09324576751868818,0,1377.6550000000007,6,1,26,"(1e-01, 1e-01)","((1e-01, 1e-01),10)"
[3] GOF,1e3,0.1,0.1,10,1804,804,0.048826345052703495,0.09285733197844372,0,1250.494999999999,6,2,27,"(1e-01, 1e-01)","((1e-01, 1e-01),10)"
[3] GOF,1e3,0.1,0.1,10,1387,387,0.06349420436968232,0.08222476521551414,0,1343.92,6,3,28,"(1e-01, 1e-01)","((1e-01, 1e-01),10)"
[3] GOF,1e3,0.1,0.1,10,1072,72,0.0944022034922962,0.09774483288666572,0,1294.9470000000001,6,4,29,"(1e-01, 1e-01)","((1e-01, 1e-01),10)"
[3] GOF,1e3,0.1,0.1,10,1710,710,0.05178341651671799,0.09329798974305485,0,1289.3199999999997,6,5,30,"(1e-01, 1e-01)","((1e-01, 1e-01),10)"
[4] CV GOF,1e3,0.1,0.1,10,1786.5,786.5,0.06488437463751165,0.09022890823582334,0,6658.133000000002,6,1,26,"(1e-01, 1e-01)","((1e-01, 1e-01),10)"
[4] CV GOF,1e3,0.1,0.1,10,2557.7,1557.6999999999998,0.05133453030251818,0.09467200934192602,0,6207.245999999999,6,2,27,"(1e-01, 1e-01)","((1e-01, 1e-01),10)"
[4] CV GOF,1e3,0.1,0.1,10,1755,755,0.06415127536981463,0.08346921006738886,0,6593.753000000004,6,3,28,"(1e-01, 1e-01)","((1e-01, 1e-01),10)"
[4] CV GOF,1e3,0.1,0.1,10,1111.7,111.70000000000005,0.10496262447981644,0.09813775063428973,0,6587.678,6,4,29,"(1e-01, 1e-01)","((1e-01, 1e-01),10)"
[4] CV GOF,1e3,0.1,0.1,10,2233.5,1233.5,0.06219699112525587,0.09525878420432235,0,6252.012999999992,6,5,30,"(1e-01, 1e-01)","((1e-01, 1e-01),10)"
[0] MLE,1e3,0.1,0.1,14,1694,694,0.05341607091668198,0.09217043435010736,NA,131.2420000000002,6,1,26,"(1e-01, 1e-01)","((1e-01, 1e-01),14)"
[0] MLE,1e3,0.1,0.1,14,1741,741,0.04992317936026441,0.08377105559103877,NA,119.144,6,2,27,"(1e-01, 1e-01)","((1e-01, 1e-01),14)"
[0] MLE,1e3,0.1,0.1,14,1100,100,0.08978273120395913,0.09615436731120128,NA,127.45299999999997,6,3,28,"(1e-01, 1e-01)","((1e-01, 1e-01),14)"
[0] MLE,1e3,0.1,0.1,14,1105,105,0.08872400805428529,0.09867081991270236,NA,136.48900000000003,6,4,29,"(1e-01, 1e-01)","((1e-01, 1e-01),14)"
[0] MLE,1e3,0.1,0.1,14,941,59,0.1039222809834646,0.10036488484886585,NA,122.83399999999983,6,5,30,"(1e-01, 1e-01)","((1e-01, 1e-01),14)"
[1] Min Var,1e3,0.1,0.1,14,477,523,0.2684479139129086,0.12769636544865326,55,26577.774999999965,6,1,26,"(1e-01, 1e-01)","((1e-01, 1e-01),14)"
[1] Min Var,1e3,0.1,0.1,14,472.9,527.1,0.2597449207581698,0.11570430869496448,55,25637.40400000004,6,2,27,"(1e-01, 1e-01)","((1e-01, 1e-01),14)"
[1] Min Var,1e3,0.1,0.1,14,438.55,561.45,0.3207387768989147,0.13326518957751565,60,26999.925999999978,6,3,28,"(1e-01, 1e-01)","((1e-01, 1e-01),14)"
[1] Min Var,1e3,0.1,0.1,14,434.85,565.15,0.3243498647967104,0.13751758646064127,60,27715.293999999994,6,4,29,"(1e-01, 1e-01)","((1e-01, 1e-01),14)"
[1] Min Var,1e3,0.1,0.1,14,398.6,601.4,0.3617870185524914,0.1423340485710179,60,25512.44199999998,6,5,30,"(1e-01, 1e-01)","((1e-01, 1e-01),14)"
[2] CV likelihood,1e3,0.1,0.1,14,1497.7,497.70000000000005,0.06786416278182782,0.09538295392534867,0,9441.65800000001,6,1,26,"(1e-01, 1e-01)","((1e-01, 1e-01),14)"
[2] CV likelihood,1e3,0.1,0.1,14,2277.2,1277.1999999999998,0.048364113906003106,0.08403902772459321,0,9066.948999999993,6,2,27,"(1e-01, 1e-01)","((1e-01, 1e-01),14)"
[2] CV likelihood,1e3,0.1,0.1,14,1101.6,101.59999999999991,0.09680705684075944,0.09819970636975728,0,9712.96100000001,6,3,28,"(1e-01, 1e-01)","((1e-01, 1e-01),14)"
[2] CV likelihood,1e3,0.1,0.1,14,1218.8,218.79999999999995,0.09548540618742091,0.09987947972998892,0,10243.269,6,4,29,"(1e-01, 1e-01)","((1e-01, 1e-01),14)"
[2] CV likelihood,1e3,0.1,0.1,14,1075.2,75.20000000000005,0.1078863860654017,0.10155083254500288,0,9453.77800000002,6,5,30,"(1e-01, 1e-01)","((1e-01, 1e-01),14)"
[3] GOF,1e3,0.1,0.1,14,1694,694,0.05341607091668198,0.09217043435010736,0,1872.2999999999993,6,1,26,"(1e-01, 1e-01)","((1e-01, 1e-01),14)"
[3] GOF,1e3,0.1,0.1,14,1741,741,0.04992317936026441,0.08377105559103877,0,1746.655999999999,6,2,27,"(1e-01, 1e-01)","((1e-01, 1e-01),14)"
[3] GOF,1e3,0.1,0.1,14,1100,100,0.08978273120395913,0.09615436731120128,0,1848.3070000000007,6,3,28,"(1e-01, 1e-01)","((1e-01, 1e-01),14)"
[3] GOF,1e3,0.1,0.1,14,1105,105,0.08872400805428529,0.09867081991270236,0,2011.4789999999994,6,4,29,"(1e-01, 1e-01)","((1e-01, 1e-01),14)"
[3] GOF,1e3,0.1,0.1,14,941,59,0.1039222809834646,0.10036488484886585,0,1758.2429999999986,6,5,30,"(1e-01, 1e-01)","((1e-01, 1e-01),14)"
[4] CV GOF,1e3,0.1,0.1,14,1497.7,497.70000000000005,0.06786416278182782,0.09538295392534867,0,8897.278999999995,6,1,26,"(1e-01, 1e-01)","((1e-01, 1e-01),14)"
[4] CV GOF,1e3,0.1,0.1,14,2277.2,1277.1999999999998,0.048364113906003106,0.08403902772459321,0,8692.853999999992,6,2,27,"(1e-01, 1e-01)","((1e-01, 1e-01),14)"
[4] CV GOF,1e3,0.1,0.1,14,1101.6,101.59999999999991,0.09680705684075944,0.09819970636975728,0,9829.857999999978,6,3,28,"(1e-01, 1e-01)","((1e-01, 1e-01),14)"
[4] CV GOF,1e3,0.1,0.1,14,1218.8,218.79999999999995,0.09548540618742091,0.09987947972998892,0,10438.578999999998,6,4,29,"(1e-01, 1e-01)","((1e-01, 1e-01),14)"
[4] CV GOF,1e3,0.1,0.1,14,1075.2,75.20000000000005,0.1078863860654017,0.10155083254500288,0,9404.516999999993,6,5,30,"(1e-01, 1e-01)","((1e-01, 1e-01),14)"
[0] MLE,1e3,0.01,1e-5,6,2006,1006,0.004640866313967412,1.0482727031999888e-5,NA,54.798,6,1,26,"(1e-02, 1e-05)","((1e-02, 1e-05),6)"
[0] MLE,1e3,0.01,1e-5,6,2154,1154,0.004645866416387587,1.0293386421531559e-5,NA,59.50500000000005,6,2,27,"(1e-02, 1e-05)","((1e-02, 1e-05),6)"
[0] MLE,1e3,0.01,1e-5,6,1926,926,0.005025993046433005,1.1964485155587038e-5,NA,56.00400000000002,6,3,28,"(1e-02, 1e-05)","((1e-02, 1e-05),6)"
[0] MLE,1e3,0.01,1e-5,6,1460,460,0.006527181377661416,7.845988839509571e-6,NA,58.285000000000025,6,4,29,"(1e-02, 1e-05)","((1e-02, 1e-05),6)"
[0] MLE,1e3,0.01,1e-5,6,1373,373,0.007350154926013264,7.923151066830081e-6,NA,63.77999999999997,6,5,30,"(1e-02, 1e-05)","((1e-02, 1e-05),6)"
[1] Min Var,1e3,0.01,1e-5,6,222.2,777.8,0.07879211532560895,9.230278170661254e-6,50,14718.065999999992,6,1,26,"(1e-02, 1e-05)","((1e-02, 1e-05),6)"
[1] Min Var,1e3,0.01,1e-5,6,336.15,663.85,0.0591114278723957,7.88937912510317e-6,55,15437.022000000012,6,2,27,"(1e-02, 1e-05)","((1e-02, 1e-05),6)"
[1] Min Var,1e3,0.01,1e-5,6,212.7,787.3,0.08539680041437342,1.2778063338080274e-5,55,14897.165999999997,6,3,28,"(1e-02, 1e-05)","((1e-02, 1e-05),6)"
[1] Min Var,1e3,0.01,1e-5,6,194.2,805.8,0.11163706684315972,8.363339795169916e-6,45,15117.267000000007,6,4,29,"(1e-02, 1e-05)","((1e-02, 1e-05),6)"
[1] Min Var,1e3,0.01,1e-5,6,172.75,827.25,0.13085139514311192,7.459904867495083e-6,50,15846.515,6,5,30,"(1e-02, 1e-05)","((1e-02, 1e-05),6)"
[2] CV likelihood,1e3,0.01,1e-5,6,1291.2,291.20000000000005,0.009844691044495207,1.13633276591365e-5,10,4761.1810000000005,6,1,26,"(1e-02, 1e-05)","((1e-02, 1e-05),6)"
[2] CV likelihood,1e3,0.01,1e-5,6,2131.7,1131.6999999999998,0.004791973291856794,1.0408858202975386e-5,0,5076.915000000001,6,2,27,"(1e-02, 1e-05)","((1e-02, 1e-05),6)"
