Nodes	12.07.2006.2b	02.07.2008	12.07.2009.1b	08.08.2009.2b	22.08.2009.1	12.09.2006.2b	05.07.2011.2	17.10.2012.2	18.08.2008.2d	25.07.2009.b	14.08.2012.1	02.09.2009.2	04.08.2008.4b	02.06.2008	15.07.2008	16.06.10.1	12.07.2006.1b	19.10.10.2	17.09.2012.2	24.04.12.1	16.06.10.2	25.07.06.1	27.08.13.2	16.09.10.1	27.10.08.2	15.08.2006.1a	23.10.13.2	26.09.2006.1b	12.10.11.2	01.06.08.1	23.09.2009.1	05.07.10.1	27.08.13.1	19.09.07.2	10.08.10.1	17.09.13.2	16.09.09.2	12.10.11.1	27.10.08.1	03.07.13.1	12.06.11.1	12.07.10.2	19.07.11.1	17.09.13.1	22.08.10.1	12.07.10.1	16.09.10.2	23.08.11.2	29.08.08.2	23.09.2009.2	15.05.11.1	23.08.11.1	07.06.12.2	05.05.10.1	05.05.10.2	26.09.07.2	12.09.11.1	23.10.13.1	05.06.13.2	07.06.12.1	16.08.13.2	06.07.07.2	05.06.13.1	29.08.08.1	16.08.13.1	10.08.10.2	22.08.07.2	05.09.06.1	02.08.07.1	27.06.06.1	07.10.08.6b	10.10.07.1	22.08.06.1	05.09.07.2	12.09.11.2	27.06.06.2	19.10.10.1	26.09.07.1	09.05.07.1	22.08.07.1	16.10.2006.2b	19.09.07.1	02.08.07.2	04.08.2008.2b	22.08.2009.p1	02.09.09.1	21.06.2011.2	15.10.09.p2	03.09.08.2b	25.06.2008.a	26.07.10.1	06.07.07.1	09.08.11.1	20.07.2012.2	29.07.2009.2d	13.06.2006.2c	19.07.11.2	20.05.2009.1	16.09.09.1	07.10.2008.5b	22.05.08.1	15.08.2006.2a	15.10.2009.1	29.08.07.2	09.08.11.2	17.09.2008.3b	21.06.2011.1	15.07.2008.2	02.08.2006.1b	19.06.2009.1	01.06.2008	18.08.2008.4d	08.07.2009.2	03.07.13.2	08.08.2009.p2	12.09.2006.1a	05.09.06.2	09.05.07.2	22.08.06.2	17.10.2012.1	20.05.2009.2	25.06.2008.b	05.09.07.1	13.06.2006.1c	28.07.2008.3d	08.07.2009.1	12.07.2009.2b	25.07.2009.p2	14.08.2012.2	20.07.2012.1	10.10.06.1	19.06.2009.2	05.07.2011.1	17.09.2008.1d	02.08.2006.2b	taxa
2707	0	1	0	2	7	2	0	3	2	0	2	13	0	0	0	75	6	6	1	3	120	0	50	1	32	1	4	31	8	12	21	13	23	74	25	2	11	12	22	0	1	5	14	6	4	13	12	6	7	38	2	24	2	11	23	79	21	8	16	7	28	15	89	14	40	33	39	12	13	161	159	137	11	80	24	130	13	80	11	66	14	70	25	3	44	31	58	311	129	14	8	33	4	2	0	7	11	9	17	110	11	4	79	27	0	277	180	33	5	30	60	96	13	1	40	31	92	32	59	21	13	8	213	18	200	43	53	0	46	10	42	107	46	340	30	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__; s__"
2710	0	0	0	0	0	0	0	0	0	2	1	14	2	0	1	1	0	4	9	0	2	0	1	12	28	2	4	0	15	0	1	1	0	15	3	11	0	19	8	14	7	4	5	14	0	15	65	4	0	0	0	4	18	0	0	6	0	9	89	31	2	9	95	0	6	9	15	2	1	0	32	2	0	13	1	0	1	30	0	12	0	6	1	6	3	6	0	44	7	13	0	12	0	0	0	30	15	0	1	19	0	7	9	1	1	6	0	0	42	0	0	1	3	70	6	3	0	0	0	2	65	4	26	54	0	28	8	2	3	0	3	48	29	4	88	"k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__OM27; g__; s__"
2716	1	0	2	0	2	0	3	3	0	0	0	3	0	9	4	23	9	17	0	0	34	1	0	16	10	0	7	1	17	5	7	8	0	4	11	0	51	18	15	5	3	10	17	0	1	9	19	0	16	39	2	6	53	3	2	1	20	3	5	71	1	16	7	5	1	16	8	4	2	13	4	10	5	24	19	13	21	2	0	10	35	5	2	1	16	76	14	135	9	16	3	12	2	4	0	12	27	7	126	18	3	0	94	44	1	11	16	61	7	19	19	8	23	25	26	4	15	2	32	7	68	37	35	23	8	15	52	5	7	4	46	52	21	11	14	"k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__; g__; s__"
2732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0	0	38	125	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	127	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	6	0	0	0	0	0	0	8	0	0	1	1	0	0	0	226	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	"k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__; s__"
2784	0	1	5	1	0	26	4	12	0	16	0	14	0	1	7	43	1	10	15	17	96	0	6	0	180	13	29	105	23	4	14	8	5	93	13	155	16	43	18	118	49	70	2	43	2	48	0	19	150	10	175	22	131	1736	1311	253	59	39	113	168	33	20	398	200	74	8	714	137	46	105	53	227	77	311	45	171	4	218	890	339	77	90	42	37	31	6	167	42	27	42	41	39	3	488	9	49	8	60	35	59	11	60	10	351	3	28	126	6	1	588	5	5	68	162	66	410	251	1022	147	15	395	1	185	80	18	220	238	126	12	1111	243	190	95	45	6	"k__Bacteria; p__Armatimonadetes; c__Armatimonadia; o__Armatimonadales; f__Armatimonadaceae; g__; s__"
2789	3	0	4	0	0	7	13	2	5	5	1	36	0	0	20	12	6	7	25	0	51	0	11	0	97	55	0	6	53	2	9	5	3	36	9	22	13	109	1	154	133	67	24	38	3	70	0	8	118	11	17	4	14	7	11	76	118	0	136	25	64	639	113	128	77	23	188	40	16	276	68	217	139	173	81	274	2	161	7	144	5	74	7	39	85	36	236	13	44	45	176	585	3	215	9	42	82	0	27	76	3	189	5	265	3	11	254	51	11	16	2	11	69	310	161	53	114	10	328	5	1725	12	52	74	28	74	280	42	10	502	30	57	324	26	22	"k__Bacteria; p__Armatimonadetes; c__Armatimonadia; o__Armatimonadales; f__Armatimonadaceae; g__; s__"
2873	3	0	0	1	41	31	7	171	3	0	30	887	0	1	20	3	19	14	96	6	5	36	71	379	206	27	267	82	351	0	1330	1	63	34	85	117	2828	437	442	7	5	8	107	68	87	2	499	126	425	1852	0	246	101	1	2	155	116	230	19	135	381	4	15	547	13	99	83	302	165	11	455	166	371	239	101	5	26	203	0	141	174	61	145	41	829	4010	58	3138	730	5	7	12	61	468	8	13	313	24	7642	516	3	104	2362	919	21	660	50	76	204	28	9	135	19	11	130	551	566	1	655	2401	34	28	493	33	131	22	23	1	1697	195	163	40	101	1754	937	"k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__C111; g__; s__"
2874	2	0	0	0	1	0	2	20	0	1	0	15	0	5	14	2	6	3	3	1	0	0	0	7	102	0	16	9	19	8	91	1	0	3	1	4	111	14	253	1	6	1	6	1	2	0	11	0	14	144	2	2	21	5	13	9	3	23	2	41	5	0	3	12	1	4	1	11	3	10	34	34	6	14	2	6	5	10	0	2	100	1	1	8	23	79	33	892	44	15	0	1	1	4	1	16	23	20	399	62	17	1	784	22	0	86	32	61	7	52	25	15	3	1	3	19	18	1	9	229	4	85	17	26	45	10	7	0	10	4	43	19	19	181	21	"k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__C111; g__; s__"
2885	0	1	0	0	1	0	1	0	1	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	7	0	0	0	0	0	0	0	2	0	2	12	1	6	0	0	0	18	0	0	0	0	3	0	0	0	0	11	0	0	5	21	3	0	33	0	7	0	1	1	2	0	0	0	0	2	0	2	37	5	7	1	1	0	12	15	1	17	0	0	0	0	0	0	0	14	0	1	0	0	0	11	1	0	8	0	0	22	0	0	12	1	1	0	1	0	0	16	5	1	1	0	1	0	117	0	0	2	71	10	21	"k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__"
2957	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	1	0	0	5	2	0	2	5	0	0	0	0	0	0	0	1	3	0	10	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	3	0	0	0	0	28	1	4	0	0	1	2	1	2	10	3	4	0	1	3	2	1	0	0	0	1	3	0	21	0	0	3	5	0	0	25	0	0	0	0	6	0	0	8	0	3	1	4	0	668	0	1	19	0	0	32	0	11	0	25	10	0	2	0	0	0	0	0	1	0	0	0	0	0	3	0	14	742	43	"k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__; g__; s__"
2958	0	0	0	0	0	0	0	0	7	0	7	0	1	0	0	1	0	0	1	1	0	1908	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	4	1	1	7	6	0	0	25	0	1	0	0	3	0	1	0	0	0	1	5	88	2	0	0	0	0	0	0	3	0	2	0	0	0	1	0	0	0	0	4	0	0	0	0	0	1	12	0	2	0	0	2	0	0	0	0	0	5	0	9	0	0	0	1	0	0	0	79	0	1	0	2	0	0	17	1	0	3	0	0	0	0	1	0	2	104	1	0	0	2	537	"k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__"
2966	0	0	3	1	9	10	4	2	80	29	16	8	35	0	44	0	0	12	46	3	0	2	7	5	12	33	17	18	88	0	5	2	15	5	14	48	1	3	6	0	2	2	34	62	402	29	10	46	34	1	6	14	0	7	6	10	40	78	0	1	3	0	7	36	26	46	3	63	1	0	58	8	38	15	62	3	8	44	0	22	0	11	0	206	5	30	3	4	217	23	1627	0	45	14	693	3	66	10	6	77	2	71	5	56	27	188	3	19	39	19	5	124	163	1	59	77	80	1	164	12	31	0	31	7	361	14	168	500	120	284	2	1	67	421	185	"k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Sediminibacterium; s__"
2977	0	0	4	5	2	0	0	0	9	21	5	0	30	0	3	0	0	0	1	0	0	123	0	2	0	2	0	0	10	0	0	7	2	1	4	7	0	2	0	4	0	5	3	11	71	34	1	7	16	0	0	9	0	0	0	0	7	0	0	0	1	64	0	12	7	4	1	13	10	0	11	2	2	0	31	0	0	0	0	2	0	2	17	48	2	0	0	2	23	9	689	91	15	51	116	0	10	0	1	8	0	8	0	25	28	55	0	7	16	0	0	14	13	12	18	14	14	0	11	0	13	29	4	0	96	0	30	212	26	85	3	0	2	100	88	"k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__"
2988	0	1	0	0	0	1	0	0	0	0	0	0	0	0	6	1	0	0	1	0	4	0	0	0	2	11	2	8	1	0	1	32	0	1	0	0	0	1	0	0	0	5	6	0	0	2	2	0	29	3	0	0	0	0	0	1	0	1	0	1	45	2	0	17	8	0	0	15	12	0	0	1	10	1	0	0	0	3	0	0	8	2	37	1	21	2	0	0	0	4	0	0	1	0	0	0	0	0	0	1	0	20	0	43	0	0	0	37	0	0	0	0	0	0	0	14	18	0	72	3	0	3	2	0	0	1	0	0	0	0	1	4	0	1	1	"k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Cryomorphaceae; g__; s__"
2993	0	0	0	0	0	6	0	0	30	1	2	0	1	0	0	0	0	0	4	0	0	0	60	0	1	77	0	2	0	0	4	0	143	0	0	43	0	0	0	0	0	0	1	55	2	0	0	1	1	0	0	0	0	0	0	0	1	2	0	0	2	0	0	0	28	6	0	2	0	0	7	0	1	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	162	0	0	0	4	0	2	7	0	245	0	1	285	3	0	0	78	0	0	32	0	0	0	39	14	0	9	0	0	0	0	0	0	0	0	0	67	2	0	0	1	17	194	"k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__; s__"
3010	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	3	0	6	0	0	2	0	0	2	1	0	1	1	0	1	1	0	36	19	0	1	4	0	3	1	4	8	0	3	1	0	15	3	1	0	24	0	0	0	29	3	0	0	0	4	28	0	1	9	40	36	11	23	8	0	4	1	8	3	8	1	19	0	27	0	29	43	6	16	1	46	0	0	2	1	9	0	1	0	0	25	0	1	0	0	4	0	2	0	3	39	0	33	0	0	3	9	23	1	13	18	0	3	0	7	3	8	0	0	4	32	0	1	0	0	1	121	2	96	"k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__; g__; s__"
3053	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	6	0	0	0	1	0	2	0	13	1	4	6	2	0	35	0	21	0	0	0	0	1	0	0	13	77	0	0	21	2	0	0	37	0	0	1	1	5	2	7	0	39	8	5	10	404	2	0	2	1	2	1	5	4	8	27	2	4	0	8	0	0	24	0	0	0	0	1	3	0	3	1	2	0	1	2	0	0	0	0	0	4	3	4	16	0	48	100	0	32	0	13	3	3	0	0	7	5	10	8	9	8	0	3	0	0	16	15	1	1	6	0	0	3	74	87	"k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__"
3058	0	1	0	0	0	2	0	82	0	1	0	0	0	0	2	0	0	165	2	55	12	1	0	5	110	7	0	3	29	0	2	7	0	5	0	0	2	91	28	4	24	8	0	0	1	1	10	1	38	5	188	0	5	31	31	14	40	2	77	3	2	26	27	59	0	12	12	38	0	43	3	89	20	10	61	53	170	25	391	5	16	6	2	1	3	0	306	5	4	8	1	79	0	0	1	21	0	9	0	7	16	35	7	76	0	15	501	5	0	30	4	4	1	51	7	13	107	675	64	267	4	19	3	36	1	160	20	1	0	0	13	415	0	38	1	"k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__; g__; s__"
3061	0	0	0	0	0	0	0	0	0	6	4	0	8	0	0	0	0	1	0	0	0	2	0	0	0	8	1	17	0	0	1	0	2	0	0	16	7	1	1	0	0	0	1	40	5	0	0	0	4	2	0	1	0	0	0	0	0	2	0	0	0	0	0	2	13	0	0	0	1	0	6	2	0	0	1	0	0	2	0	0	0	0	1	60	0	0	0	1	5	0	73	0	3	2	0	0	0	0	0	4	0	17	0	6	7	13	0	0	1	0	1	1	0	0	0	16	5	0	1	1	1	0	0	0	0	0	0	74	6	727	13	0	0	17	28	"k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__"
3062	0	0	0	0	5	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	25	1	1	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	7	0	102	0	0	0	0	0	0	0	0	1	0	0	25	1	90	1	0	0	75	0	8	0	1	274	0	0	0	0	0	57	0	1	0	2	1	56	0	0	144	0	0	1	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	125	303	0	0	0	103	618	Unassigned
3067	0	0	0	0	1	1	5	75	0	1	0	1	0	32	9	3	1	3	0	83	6	0	4	0	54	0	11	13	21	28	42	2	1	22	3	24	7	44	104	3	40	4	4	13	0	2	0	0	36	101	188	0	76	92	85	47	14	20	28	69	20	20	25	37	0	4	33	48	0	74	8	46	7	23	15	70	6	68	150	51	24	41	3	1	12	7	9	84	13	19	0	28	0	3	0	65	9	48	16	15	117	3	241	71	0	101	13	78	0	84	101	2	12	14	41	34	87	282	2	540	26	99	53	105	10	18	12	2	0	1	9	33	97	278	4	"k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__"
3069	0	0	0	0	0	1	3	7	10	0	21	0	1	9	2	104	6	2	7	22	146	0	16	1	8	0	4	28	0	140	10	101	9	31	0	21	1	6	37	20	23	5	4	5	0	0	0	4	8	16	2	24	1	231	119	36	2	5	417	2	10	32	21	14	5	0	84	1	5	27	0	28	3	52	3	58	0	34	62	55	81	69	11	4	1	0	49	10	1	139	5	96	0	3	0	31	8	17	0	1	209	1	30	18	1	0	117	10	4	15	386	25	0	30	1	18	5	217	3	204	1	63	239	32	1	125	1	0	7	17	58	62	99	1	39	"k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__"
3071	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	11	0	0	3	9	0	3	0	10	4	24	2	1	0	2	0	0	0	3	0	3	3	1	0	1	1	2	4	11	2	0	0	0	0	0	1	0	0	0	0	1	15	0	0	81	4	3	139	0	0	0	0	0	0	3	3	0	4	0	16	1	0	1	0	0	0	0	0	0	4	1	0	241	0	107	0	0	0	4	1	0	0	0	1	22	2	1	0	1	9	1	18	3	1	1	1	7	0	6	3	0	3	4	5	1112	1	3	0	70	0	1	0	0	104	47	1	2	72	"k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__"
3073	1	2	1	1	2	0	3	30	0	0	0	5	0	108	76	383	52	8	15	195	490	0	46	1278	71	1	84	122	36	393	55	110	12	228	6	220	61	82	285	5	592	35	29	127	6	3	252	3	65	90	74	6	488	272	115	153	4	136	707	407	78	285	601	62	2	5	22	241	10	68	8	209	3	353	9	135	13	229	292	52	120	743	24	4	115	33	81	7	6	240	1	597	0	0	8	351	11	2465	26	12	2857	2	39	96	0	133	93	662	3	2093	1267	8	132	27	15	17	682	696	12	1118	122	621	1363	489	262	39	120	1	1	0	16	55	199	857	23	"k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__; s__"
3090	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	6	0	4	3	3	22	0	0	36	27	0	0	3	41	0	23	1	0	1	9	1	11	69	29	2	0	2	0	4	110	3	44	0	0	21	1	0	5	2	3	2	1	6	0	6	0	0	2	0	0	11	0	0	0	0	5	6	0	0	1	0	10	1	0	0	0	1	0	0	17	3	0	8	4	0	0	0	0	31	0	0	0	1	7	2	1	0	2	0	0	169	0	0	0	3	0	0	3	3	16	0	1	0	0	5	4	0	0	1	0	342	3	1	4	8	7	747	0	305	0	"k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__; g__; s__"
3107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	129	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	7	2	0	0	0	0	0	0	554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__"
3182	0	0	0	0	0	2	0	0	44	0	14	0	0	0	0	0	0	0	1	0	0	1	7	0	0	0	0	2	0	0	0	0	5	12	27	0	1	0	0	0	0	0	0	0	61	0	1	2	4	0	0	3	0	0	0	19	1	0	0	0	2	0	0	4	2	40	15	2	84	0	4	1	1	6	1	0	0	9	0	9	0	16	130	28	0	0	0	0	0	0	3	0	2	0	1	0	0	0	0	4	0	12	0	4	2	15	0	0	322	0	1	93	0	0	0	16	8	0	10	0	0	0	5	0	1	0	0	0	65	0	0	0	0	19	808	"k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__; g__; s__"
3183	0	0	0	0	0	0	0	5	0	1	0	1	0	14	3	3	1	20	2	1	2	1	2	14	6	0	3	0	23	1	4	2	0	9	10	2	2	27	26	2	16	1	2	4	0	0	28	1	11	15	29	1	15	2	8	2	30	2	5	24	15	18	10	13	1	7	19	28	2	10	0	7	2	8	27	5	21	5	2	10	10	2	2	1	7	2	3	8	3	6	1	7	0	7	0	35	8	30	7	2	17	0	13	24	0	38	1	25	0	40	20	6	69	3	41	4	61	1	1	33	95	23	30	82	7	0	81	0	1	1	6	0	1	87	0	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Ellin329; f__; g__; s__"
3186	1	1	1	0	0	2	19	2	7	0	26	39	68	0	44	2	7	49	21	1	13	0	27	12	28	6	4	23	136	3	1	68	13	34	2	8	11	245	18	125	114	90	84	12	78	81	14	55	15	10	37	31	126	7	3	35	23	6	75	91	13	106	75	19	25	4	98	0	63	18	82	180	119	17	15	37	68	122	4	70	5	40	118	116	6	65	74	6	140	616	13	253	3	2	16	242	112	2	8	144	1	21	3	22	3	8	51	210	212	1	4	61	191	586	1	51	2	1	404	18	254	215	16	327	106	485	181	5	177	186	23	221	621	18	1114	"k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Cryomorphaceae; g__Fluviicola; s__"
3187	0	0	0	0	0	0	0	2	0	0	26	0	0	0	0	0	0	0	11	0	0	0	0	0	0	10	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	2	0	0	0	0	1	0	3	15	1	0	6	14	0	0	0	19	0	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	41	0	4	0	0	0	0	4	0	0	0	0	0	0	7	6	0	66	4	0	0	0	0	0	0	0	0	179	98	0	0	0	0	7	"k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__; g__; s__"
3188	3	3	22	10	4	8	46	164	10	8	27	16	31	369	206	406	66	105	35	247	512	32	92	723	156	78	236	167	90	830	323	345	43	691	72	172	27	230	591	168	678	262	260	155	41	284	462	51	290	525	1021	65	790	435	603	724	199	365	719	777	321	220	743	325	47	112	710	88	326	133	108	467	265	521	235	227	230	830	632	770	588	1417	396	203	310	87	354	92	119	265	385	340	10	584	82	844	251	1022	70	292	1734	229	367	533	9	469	204	1228	222	814	2168	105	1306	472	414	99	313	947	653	1316	1466	510	888	1209	1037	780	1530	56	227	323	281	927	1040	1892	1118	"k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Sediminibacterium; s__"
3189	9	24	39	32	34	95	150	264	117	14	45	97	48	510	374	354	154	341	250	432	560	67	306	533	235	229	154	779	421	961	886	574	162	769	264	227	174	979	819	740	961	367	1096	151	77	263	421	170	622	1166	855	256	869	970	756	747	499	218	1319	765	1119	504	973	654	248	318	733	386	481	431	657	446	815	728	562	621	723	889	1014	838	1479	1686	616	137	594	470	564	242	551	1603	491	867	34	603	23	1240	815	2185	478	993	2097	689	924	1149	26	1222	551	2357	451	2304	2862	438	1281	2374	570	1017	1150	1955	1633	2290	1163	1642	1445	1560	586	1763	2409	171	335	1361	952	1993	3980	4736	2463	"k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Sediminibacterium; s__"
3190	1	1	3	0	0	0	3	0	0	0	0	0	0	54	1	24	20	0	0	34	37	0	0	0	90	0	3	4	0	313	148	0	0	97	0	0	2	0	468	0	169	0	0	0	0	0	0	0	0	298	25	0	172	44	44	14	0	3	61	110	0	51	28	0	0	0	0	0	0	30	1	101	0	70	0	30	1	8	39	1	61	152	0	0	0	0	20	30	0	1	1	67	0	0	0	380	0	52	1	0	274	0	65	1	0	22	0	17	0	62	917	0	589	1	7	0	0	161	0	5	338	13	131	647	3	12	370	0	0	0	124	46	40	100	0	"k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Cryomorphaceae; g__Fluviicola; s__"
3191	3	7	7	5	25	17	15	74	71	2	12	19	86	134	53	202	16	110	117	127	281	34	82	195	49	188	206	213	54	324	169	492	58	315	37	169	17	120	94	82	201	441	217	127	15	409	137	118	452	261	84	107	410	61	67	313	178	303	1001	398	523	156	833	508	98	53	175	191	452	186	195	562	483	360	207	346	188	544	125	292	529	697	606	180	431	133	156	59	267	1407	198	324	21	340	45	302	195	232	97	380	1014	557	278	846	6	129	197	395	137	163	947	393	595	267	664	197	518	132	908	697	721	781	749	352	573	2722	547	13	55	909	285	1922	776	718	906	"k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Sediminibacterium; s__"
3194	1	1	1	0	0	5	4	0	0	5	0	32	0	6	2	9	4	4	88	1	16	8	1	0	16	16	3	78	23	43	13	6	0	20	18	14	6	47	5	96	8	15	23	9	1	0	1	3	305	3	1	3	25	2	1	190	36	1	10	39	31	28	12	319	42	42	17	138	21	77	63	48	90	8	83	125	14	224	5	71	1	70	48	0	18	59	6	33	32	10	4	20	1	22	0	113	66	185	8	77	35	58	15	484	0	12	6	1	0	339	120	7	251	360	12	65	457	8	236	8	183	34	10	114	1	227	385	18	6	4	26	284	133	63	15	"k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__"
3198	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	1	25	0	4	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	68	53	0	0	0	1	0	0	8	9	0	0	0	0	20	0	3	0	0	5	43	0	0	0	0	0	0	0	0	0	0	3	8	15	1	168	0	0	0	0	0	0	0	0	16	0	22	0	0	2	0	0	0	0	0	0	1	11	0	0	0	0	0	2	0	0	0	13	0	0	Unassigned
3200	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	3	5	1	0	0	0	18	3	4	2	1	0	10	1	0	31	3	0	4	9	2	19	1	2	6	0	0	6	1	3	0	15	19	0	1	5	12	16	4	4	6	0	11	45	7	0	13	3	33	7	1	1	0	5	3	8	4	2	1	8	71	33	0	31	1	0	1	0	2	3	0	7	0	36	0	0	0	0	26	0	8	3	7	7	2	2	0	7	0	0	16	7	0	22	5	72	2	25	2	120	7	3	15	116	7	0	0	26	12	0	0	1	0	3	27	24	62	"k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__; g__; s__"
3212	0	0	0	0	0	0	0	4	0	0	0	0	0	5	0	0	1	13	0	0	1	0	0	0	1	0	2	0	34	1	0	0	0	0	0	0	0	36	1	0	35	0	0	0	0	0	0	0	0	0	114	0	16	0	6	0	0	9	32	29	0	0	28	0	0	0	0	0	0	3	0	0	0	0	4	1	11	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	44	0	7	0	1	4	0	0	0	0	1	2	0	0	13	9	0	1	0	0	0	0	1	0	23	2	31	0	79	0	0	0	0	0	0	0	0	0	2	0	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Ellin329; f__; g__; s__"
