name,label,ccc.x,alpha.x,delta.x,replicates,Method,Draw,ccc.y,alpha.y,delta.y,r,ccc_hat,absolute_error,alpha_hat,delta_hat,selected_lambda,time
fct-list/ccc_1000/eta_d5f3fa2c5fbb544e9b2f0935290bd005f580c727/replicates_10,"NB draws from true C = 1000, size = 0.1, prob = 0.001, replicates = 10)",1000,0.1,0.001,10,gof,r2.22,1000,0.1,0.001,10,698,302,0.18191872086463226,0.0013603801438588795,110,9.858755191167196
fct-list/ccc_1000/eta_d5f3fa2c5fbb544e9b2f0935290bd005f580c727/replicates_10,"NB draws from true C = 1000, size = 0.1, prob = 0.001, replicates = 10)",1000,0.1,0.001,10,gof,r2.23,1000,0.1,0.001,10,900,100,0.11777726073772868,0.00111518254907772,30,10.176839621861776
fct-list/ccc_1000/eta_d5f3fa2c5fbb544e9b2f0935290bd005f580c727/replicates_10,"NB draws from true C = 1000, size = 0.1, prob = 0.001, replicates = 10)",1000,0.1,0.001,10,gof,r2.24,1000,0.1,0.001,10,729,271,0.17141514611555228,0.001218264994525233,90,9.99027380545934
fct-list/ccc_1000/eta_d5f3fa2c5fbb544e9b2f0935290bd005f580c727/replicates_10,"NB draws from true C = 1000, size = 0.1, prob = 0.001, replicates = 10)",1000,0.1,0.001,10,gof,r2.25,1000,0.1,0.001,10,1099,99,0.09399340615676631,0.0011887820701297904,50,9.987001991271972
fct-list/ccc_1000/eta_d5f3fa2c5fbb544e9b2f0935290bd005f580c727/replicates_10,"NB draws from true C = 1000, size = 0.1, prob = 0.001, replicates = 10)",1000,0.1,0.001,10,gof,r2.26,1000,0.1,0.001,10,923,77,0.1077421611378894,0.0010754175781403016,70,10.29816460609436
fct-list/ccc_1000/eta_d5f3fa2c5fbb544e9b2f0935290bd005f580c727/replicates_10,"NB draws from true C = 1000, size = 0.1, prob = 0.001, replicates = 10)",1000,0.1,0.001,10,gof,r2.27,1000,0.1,0.001,10,952,48,0.10898557960310623,0.00106917353415374,20,10.251998432477315
fct-list/ccc_1000/eta_d5f3fa2c5fbb544e9b2f0935290bd005f580c727/replicates_10,"NB draws from true C = 1000, size = 0.1, prob = 0.001, replicates = 10)",1000,0.1,0.001,10,gof,r2.28,1000,0.1,0.001,10,1122,122,0.08767037419299681,0.0010189188007121129,80,10.136111068725587
fct-list/ccc_1000/eta_d5f3fa2c5fbb544e9b2f0935290bd005f580c727/replicates_10,"NB draws from true C = 1000, size = 0.1, prob = 0.001, replicates = 10)",1000,0.1,0.001,10,gof,r2.29,1000,0.1,0.001,10,1118,118,0.08520461218950716,0.001013126704131648,60,10.006180481115978
fct-list/ccc_1000/eta_d5f3fa2c5fbb544e9b2f0935290bd005f580c727/replicates_10,"NB draws from true C = 1000, size = 0.1, prob = 0.001, replicates = 10)",1000,0.1,0.001,10,gof,r2.30,1000,0.1,0.001,10,1345,345,0.0689159957802996,0.001106950713680844,30,10.478635883331298
fct-list/ccc_1000/eta_d5f3fa2c5fbb544e9b2f0935290bd005f580c727/replicates_10,"NB draws from true C = 1000, size = 0.1, prob = 0.001, replicates = 10)",1000,0.1,0.001,10,gof,r2.31,1000,0.1,0.001,10,912,88,0.11181103360654764,0.0010747241710019517,110,9.891214219729106
fct-list/ccc_1000/eta_d5f3fa2c5fbb544e9b2f0935290bd005f580c727/replicates_10,"NB draws from true C = 1000, size = 0.1, prob = 0.001, replicates = 10)",1000,0.1,0.001,10,gof,r2.32,1000,0.1,0.001,10,1135,135,0.0909980696423603,0.001094628384512604,10,10.162018088499705
fct-list/ccc_1000/eta_d5f3fa2c5fbb544e9b2f0935290bd005f580c727/replicates_10,"NB draws from true C = 1000, size = 0.1, prob = 0.001, replicates = 10)",1000,0.1,0.001,10,gof,r2.33,1000,0.1,0.001,10,931,69,0.11905380506357757,0.0011948406375457484,100,9.918750933806102
fct-list/ccc_1000/eta_d5f3fa2c5fbb544e9b2f0935290bd005f580c727/replicates_10,"NB draws from true C = 1000, size = 0.1, prob = 0.001, replicates = 10)",1000,0.1,0.001,10,gof,r2.34,1000,0.1,0.001,10,905,95,0.11564887860271876,0.0011996475512614643,0,9.857040909926097
fct-list/ccc_1000/eta_d5f3fa2c5fbb544e9b2f0935290bd005f580c727/replicates_10,"NB draws from true C = 1000, size = 0.1, prob = 0.001, replicates = 10)",1000,0.1,0.001,10,gof,r2.35,1000,0.1,0.001,10,951,49,0.10557670776484229,0.0012104148006953877,70,10.064553292592366
fct-list/ccc_1000/eta_d5f3fa2c5fbb544e9b2f0935290bd005f580c727/replicates_10,"NB draws from true C = 1000, size = 0.1, prob = 0.001, replicates = 10)",1000,0.1,0.001,10,gof,r2.36,1000,0.1,0.001,10,698,302,0.17754052366904263,0.001291823745467212,60,9.633134424686432
fct-list/ccc_1000/eta_d5f3fa2c5fbb544e9b2f0935290bd005f580c727/replicates_10,"NB draws from true C = 1000, size = 0.1, prob = 0.001, replicates = 10)",1000,0.1,0.001,10,gof,r2.37,1000,0.1,0.001,10,1120,120,0.0837281933786615,9.255868849678951e-4,60,10.111917606989543
fct-list/ccc_1000/eta_d5f3fa2c5fbb544e9b2f0935290bd005f580c727/replicates_10,"NB draws from true C = 1000, size = 0.1, prob = 0.001, replicates = 10)",1000,0.1,0.001,10,gof,r2.38,1000,0.1,0.001,10,1118,118,0.08613296309944866,0.0010041581430198744,60,9.963220437367758
fct-list/ccc_1000/eta_d5f3fa2c5fbb544e9b2f0935290bd005f580c727/replicates_10,"NB draws from true C = 1000, size = 0.1, prob = 0.001, replicates = 10)",1000,0.1,0.001,10,gof,r2.39,1000,0.1,0.001,10,1280,280,0.07305993976781676,0.0011269171834877877,0,9.61192527214686
