method,ccc,alpha,delta,r,ccc_hat,absolute_error,alpha_hat,delta_hat,selected_lambda,time,sim_subset,draw,id,eta,alpha_delta_r
[0] MLE,1e3,0.1,1e-5,10,1406,406,0.061371264117563884,7.664206350436827e-6,NA,578.9520000000002,3,4,14,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[0] MLE,1e3,0.1,1e-5,10,2244,1244,0.030231081501957295,4.403160856581031e-6,NA,554.0950000000003,3,5,15,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[3] GOF,1e3,0.1,0.001,10,931,69,0.11480574266664557,0.0010571153129049298,40,6010.648000000001,3,1,11,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[3] GOF,1e3,0.1,0.001,10,1122,122,0.08179282278450978,9.380354173227134e-4,0,5812.651000000005,3,2,12,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[3] GOF,1e3,0.1,0.001,10,869,131,0.13213811837155343,0.0012071695453113904,40,6142.254000000001,3,3,13,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[3] GOF,1e3,0.1,0.001,10,1789,789,0.047724329452239776,8.283687031422148e-4,0,5976.704000000005,3,4,14,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[3] GOF,1e3,0.1,0.001,10,931,69,0.10722330876794671,0.0011134367876593258,80,5831.104000000007,3,5,15,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[3] GOF,1e3,0.1,1e-5,10,834,166,0.143503773704048,6.088452653802033e-6,140,8510.993000000002,3,1,11,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[3] GOF,1e3,0.1,1e-5,10,866,134,0.13197845537936886,6.02585107975514e-6,120,8724.422000000006,3,2,12,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[3] GOF,1e3,0.1,1e-5,10,858,142,0.1326742402826291,6.3011253308792514e-6,120,8876.319000000003,3,3,13,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[3] GOF,1e3,0.1,1e-5,10,985,15,0.09887727652681826,6.669869685702094e-6,90,8809.063999999998,3,4,14,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[3] GOF,1e3,0.1,1e-5,10,982,18,0.10050051111839564,4.800548256875043e-6,40,8765.337,3,5,15,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[0] MLE,1e3,0.1,0.001,14,1034,34,0.10274208784966561,0.0011424697550779454,NA,554.5660000000007,3,1,11,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[0] MLE,1e3,0.1,0.001,14,869,131,0.1312692036568168,0.001231279696762092,NA,577.0569999999989,3,2,12,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[0] MLE,1e3,0.1,0.001,14,1789,789,0.04750399913513847,9.126972554700822e-4,NA,558.3220000000001,3,3,13,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[0] MLE,1e3,0.1,0.001,14,938,62,0.11433326830272808,0.0012810924784353163,NA,547.8340000000007,3,4,14,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[0] MLE,1e3,0.1,0.001,14,844,156,0.13485858733986703,0.0013040103060348491,NA,560.8369999999995,3,5,15,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[0] MLE,1e3,0.1,1e-5,14,834,166,0.13565748318322374,8.403072956906093e-6,NA,812.3459999999995,3,1,11,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[0] MLE,1e3,0.1,1e-5,14,866,134,0.12957467222294128,8.547762136379319e-6,NA,818.3680000000004,3,2,12,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[0] MLE,1e3,0.1,1e-5,14,844,156,0.1387696891438406,8.864131720476743e-6,NA,831.1399999999994,3,3,13,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[0] MLE,1e3,0.1,1e-5,14,844,156,0.13100085284843485,7.216696705205888e-6,NA,800.9060000000009,3,4,14,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[0] MLE,1e3,0.1,1e-5,14,982,18,0.09765755464702922,6.653562044394939e-6,NA,784.5630000000001,3,5,15,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[3] GOF,1e3,0.1,0.001,14,1034,34,0.10274208784966561,0.0011424697550779454,0,8135.970000000001,3,1,11,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[3] GOF,1e3,0.1,0.001,14,1086,86,0.09610962472578773,0.0010015805883467747,80,8512.941999999995,3,2,12,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[3] GOF,1e3,0.1,0.001,14,1578,578,0.05636643519411929,8.876746272505762e-4,20,8195.125,3,3,13,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[3] GOF,1e3,0.1,0.001,14,1251,251,0.0753034358178887,9.82261926059819e-4,20,8125.5899999999965,3,4,14,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[3] GOF,1e3,0.1,0.001,14,1160,160,0.08290534702701201,9.111990849115841e-4,40,8175.590000000026,3,5,15,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[3] GOF,1e3,0.1,1e-5,14,834,166,0.1436150466067014,6.034901002478053e-6,120,11579.524999999994,3,1,11,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[3] GOF,1e3,0.1,1e-5,14,866,134,0.12729272989834076,7.4258553635592e-6,30,11004.23999999999,3,2,12,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[3] GOF,1e3,0.1,1e-5,14,844,156,0.13729389434010428,6.587523423846002e-6,130,11271.043999999994,3,3,13,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[3] GOF,1e3,0.1,1e-5,14,844,156,0.1376586501285466,6.119930719303317e-6,60,10959.944999999978,3,4,14,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[3] GOF,1e3,0.1,1e-5,14,1122,122,0.07577222452520228,5.0756290657801945e-6,20,10740.834000000003,3,5,15,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[0] MLE,1e3,0.1,0.001,6,1111,111,0.08654512994499002,0.0011773139438882225,NA,235.841,4,1,16,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
[0] MLE,1e3,0.1,0.001,6,924,76,0.11459682292553715,0.001307001274311533,NA,247.675,4,2,17,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
[0] MLE,1e3,0.1,0.001,6,844,156,0.12468320360890893,0.0011042664297126353,NA,248.11599999999999,4,3,18,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
[0] MLE,1e3,0.1,0.001,6,1337,337,0.07218510755479467,9.810976888600504e-4,NA,239.99299999999994,4,4,19,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
[0] MLE,1e3,0.1,0.001,6,965,35,0.10731012923002321,0.0010729273340359354,NA,258.1859999999999,4,5,20,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
[0] MLE,1e3,0.1,1e-5,6,1001,1,0.095672542414948325,6.656907475118956e-6,NA,341.1780000000001,4,1,16,"(1e-01, 1e-05)","((1e-01, 1e-05),6)"
[0] MLE,1e3,0.1,1e-5,6,832,168,0.1345112808276434,8.185881287924903e-6,NA,341.02599999999984,4,2,17,"(1e-01, 1e-05)","((1e-01, 1e-05),6)"
[0] MLE,1e3,0.1,1e-5,6,1408,408,0.057646638517821876,6.406168426492188e-6,NA,359.279,4,3,18,"(1e-01, 1e-05)","((1e-01, 1e-05),6)"
[0] MLE,1e3,0.1,1e-5,6,839,161,0.12959243950448826,8.455529638544771e-6,NA,347.3539999999998,4,4,19,"(1e-01, 1e-05)","((1e-01, 1e-05),6)"
[0] MLE,1e3,0.1,1e-5,6,850,150,0.1343341626978271,8.696946253712389e-6,NA,348.37300000000005,4,5,20,"(1e-01, 1e-05)","((1e-01, 1e-05),6)"
[3] GOF,1e3,0.1,0.001,6,1111,111,0.08654512994499002,0.0011773139438882225,0,3523.413,4,1,16,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
[3] GOF,1e3,0.1,0.001,6,719,281,0.16944277158573695,0.0013647785082001064,70,3580.115,4,2,17,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
[3] GOF,1e3,0.1,0.001,6,1054,54,0.09081229767544877,9.737436339594356e-4,20,3619.3280000000004,4,3,18,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
[3] GOF,1e3,0.1,0.001,6,1337,337,0.07218510755479467,9.810976888600504e-4,0,3639.129999999999,4,4,19,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
[3] GOF,1e3,0.1,0.001,6,965,35,0.10731012923002321,0.0010729273340359354,0,3697.888999999999,4,5,20,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
[3] GOF,1e3,0.1,1e-5,6,858,142,0.1355743250567406,6.3749498855446246e-6,140,5220.384000000002,4,1,16,"(1e-01, 1e-05)","((1e-01, 1e-05),6)"
[3] GOF,1e3,0.1,1e-5,6,971,29,0.10209011650493177,6.625675481576921e-6,80,5030.996999999999,4,2,17,"(1e-01, 1e-05)","((1e-01, 1e-05),6)"
[3] GOF,1e3,0.1,1e-5,6,845,155,0.13092005789089373,6.280905335909848e-6,20,5338.710999999999,4,3,18,"(1e-01, 1e-05)","((1e-01, 1e-05),6)"
[3] GOF,1e3,0.1,1e-5,6,839,161,0.13286353792100455,6.187894927835663e-6,120,5149.150999999998,4,4,19,"(1e-01, 1e-05)","((1e-01, 1e-05),6)"
[3] GOF,1e3,0.1,1e-5,6,992,8,0.10097731013143822,4.984683418943555e-6,30,5434.254999999997,4,5,20,"(1e-01, 1e-05)","((1e-01, 1e-05),6)"
[0] MLE,1e3,0.1,0.001,10,918,82,0.11741449017680146,0.0012594182045915275,NA,388.34900000000016,4,1,16,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[0] MLE,1e3,0.1,0.001,10,1792,792,0.047385487982641576,8.057963759956802e-4,NA,393.96000000000004,4,2,17,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[0] MLE,1e3,0.1,0.001,10,965,35,0.1052266635290555,0.001065193045127227,NA,406.5750000000003,4,3,18,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[0] MLE,1e3,0.1,0.001,10,965,35,0.10463438567444434,0.0011174398012008203,NA,403.174,4,4,19,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[0] MLE,1e3,0.1,0.001,10,823,177,0.12950273933201265,0.0011637689238120793,NA,402.96600000000035,4,5,20,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[0] MLE,1e3,0.1,1e-5,10,1001,1,0.09611690370038425,6.263879284012371e-6,NA,568.5920000000006,4,1,16,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[0] MLE,1e3,0.1,1e-5,10,845,155,0.13099063008635703,8.41774095051424e-6,NA,566.7330000000002,4,2,17,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[0] MLE,1e3,0.1,1e-5,10,850,150,0.13093252424615517,6.144580364569058e-6,NA,588.3270000000002,4,3,18,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[0] MLE,1e3,0.1,1e-5,10,982,18,0.09996575934240773,6.644543474951801e-6,NA,583.0789999999997,4,4,19,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[0] MLE,1e3,0.1,1e-5,10,857,143,0.1302535936352501,8.360986048170308e-6,NA,562.844,4,5,20,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[3] GOF,1e3,0.1,0.001,10,1122,122,0.08640692679081255,0.0011385297712338954,20,5912.379999999997,4,1,16,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[3] GOF,1e3,0.1,0.001,10,1792,792,0.047385487982641576,8.057963759956802e-4,0,5975.415999999997,4,2,17,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[3] GOF,1e3,0.1,0.001,10,965,35,0.1052266635290555,0.001065193045127227,0,6001.436999999998,4,3,18,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[3] GOF,1e3,0.1,0.001,10,965,35,0.1050752679261934,0.0010929679615512729,70,5990.228999999999,4,4,19,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[3] GOF,1e3,0.1,0.001,10,1028,28,0.10019780102737641,0.0010878518648171954,60,5863.046000000002,4,5,20,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[3] GOF,1e3,0.1,1e-5,10,1001,1,0.09611690370038425,6.263879284012371e-6,0,8608.135999999999,4,1,16,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[3] GOF,1e3,0.1,1e-5,10,845,155,0.13335852118535446,5.992978437773495e-6,90,8515.659000000014,4,2,17,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[3] GOF,1e3,0.1,1e-5,10,850,150,0.1351497992509781,6.311582794731151e-6,90,8689.320999999996,4,3,18,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[3] GOF,1e3,0.1,1e-5,10,1402,402,0.058142133040590384,4.645104966456735e-6,40,8856.27399999999,4,4,19,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[3] GOF,1e3,0.1,1e-5,10,1e3,0,0.10228185753355218,6.524936984606504e-6,10,8488.218999999997,4,5,20,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[0] MLE,1e3,0.1,0.001,14,949,51,0.10614776380017658,0.0011236785863132808,NA,551.2950000000001,4,1,16,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[0] MLE,1e3,0.1,0.001,14,1046,46,0.09918962026878564,0.0010067158570884027,NA,553.6170000000002,4,2,17,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[0] MLE,1e3,0.1,0.001,14,965,35,0.1043278250948075,0.0011487941361070571,NA,555.1759999999995,4,3,18,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[0] MLE,1e3,0.1,0.001,14,1265,265,0.07582595331240694,0.0011023726959192167,NA,548.7560000000012,4,4,19,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[0] MLE,1e3,0.1,0.001,14,1593,593,0.056018796235574625,9.729278376220161e-4,NA,574.1640000000007,4,5,20,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[0] MLE,1e3,0.1,1e-5,14,858,142,0.1292689815727997,8.38103286222843e-6,NA,811.9089999999997,4,1,16,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[0] MLE,1e3,0.1,1e-5,14,850,150,0.13020210708101515,9.150067481783325e-6,NA,815.1659999999993,4,2,17,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[0] MLE,1e3,0.1,1e-5,14,857,143,0.13145318524461005,8.336788534413371e-6,NA,800.5380000000005,4,3,18,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[0] MLE,1e3,0.1,1e-5,14,851,149,0.13129729736112847,8.068378738323074e-6,NA,783.1550000000007,4,4,19,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[0] MLE,1e3,0.1,1e-5,14,870,130,0.12127801861436376,9.07639375395779e-6,NA,847.9249999999993,4,5,20,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[3] GOF,1e3,0.1,0.001,14,949,51,0.10690001801010361,0.0010935529060483585,100,8278.686000000002,4,1,16,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[3] GOF,1e3,0.1,0.001,14,1046,46,0.09915687215938312,9.918710801020928e-4,100,8234.18799999998,4,2,17,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[3] GOF,1e3,0.1,0.001,14,965,35,0.10593513120048256,0.0011113398577790184,120,8293.214999999997,4,3,18,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[3] GOF,1e3,0.1,0.001,14,738,262,0.16628032765765033,0.0011832732028097485,60,8277.78899999999,4,4,19,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[3] GOF,1e3,0.1,0.001,14,1700,700,0.05197790337986649,9.017671289808216e-4,20,8218.426000000007,4,5,20,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[3] GOF,1e3,0.1,1e-5,14,858,142,0.13766399361431492,6.7908399140509296e-6,130,11637.315999999992,4,1,16,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[3] GOF,1e3,0.1,1e-5,14,992,8,0.09693224582957666,6.655485580968176e-6,50,11065.829999999987,4,2,17,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[3] GOF,1e3,0.1,1e-5,14,1143,143,0.07502160760675347,4.829181253624236e-6,90,10951.236000000004,4,3,18,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[3] GOF,1e3,0.1,1e-5,14,993,7,0.10486405567477766,6.214676606542228e-6,140,10902.382000000012,4,4,19,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[3] GOF,1e3,0.1,1e-5,14,870,130,0.12294459010671008,5.527925263852812e-6,20,11156.476999999984,4,5,20,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[0] MLE,1e3,0.1,0.001,6,926,74,0.11060160086106867,0.0010816575410177644,NA,345.264,5,1,21,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
[0] MLE,1e3,0.1,0.001,6,935,65,0.11375972567831774,0.0012839865205532279,NA,348.60699999999997,5,2,22,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
[0] MLE,1e3,0.1,0.001,6,936,64,0.11435966693004768,0.0012930690248703187,NA,336.3960000000001,5,3,23,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
[0] MLE,1e3,0.1,0.001,6,1329,329,0.06794082588772785,9.425469726597448e-4,NA,335.77300000000014,5,4,24,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
[0] MLE,1e3,0.1,0.001,6,1256,256,0.07611136583277003,0.0011243951056094333,NA,331.51099999999997,5,5,25,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
[0] MLE,1e3,0.1,1e-5,6,838,162,0.13525981656769417,8.41826614261498e-6,NA,486.7810000000002,5,1,21,"(1e-01, 1e-05)","((1e-01, 1e-05),6)"
[0] MLE,1e3,0.1,1e-5,6,845,155,0.13031854745442298,8.303170063261774e-6,NA,477.8119999999999,5,2,22,"(1e-01, 1e-05)","((1e-01, 1e-05),6)"
[0] MLE,1e3,0.1,1e-5,6,855,145,0.13787817678684422,8.528485598290916e-6,NA,484.72400000000016,5,3,23,"(1e-01, 1e-05)","((1e-01, 1e-05),6)"
[0] MLE,1e3,0.1,1e-5,6,972,28,0.09589410183692602,6.689878175132834e-6,NA,486.48199999999997,5,4,24,"(1e-01, 1e-05)","((1e-01, 1e-05),6)"
[0] MLE,1e3,0.1,1e-5,6,1008,8,0.09553896652826906,6.652312975918411e-6,NA,482.9689999999996,5,5,25,"(1e-01, 1e-05)","((1e-01, 1e-05),6)"
[3] GOF,1e3,0.1,0.001,6,926,74,0.11060160086118322,0.0010816575410184013,0,3565.1549999999997,5,1,21,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
[3] GOF,1e3,0.1,0.001,6,831,169,0.13420645437429893,0.0012163605079012257,80,3637.861,5,2,22,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
[3] GOF,1e3,0.1,0.001,6,936,64,0.11012385434595075,0.0010657026924201574,50,3665.654999999999,5,3,23,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
[3] GOF,1e3,0.1,0.001,6,1329,329,0.06807864464880002,9.308709539150522e-4,10,3554.884,5,4,24,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
[3] GOF,1e3,0.1,0.001,6,1674,674,0.048754341676470477,7.871713721655571e-4,10,3644.773000000001,5,5,25,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
[3] GOF,1e3,0.1,1e-5,6,838,162,0.1405499085398005,7.010359153002689e-6,50,5385.118000000002,5,1,21,"(1e-01, 1e-05)","((1e-01, 1e-05),6)"
[3] GOF,1e3,0.1,1e-5,6,845,155,0.1421813281944242,7.391990386536592e-6,100,5237.335999999999,5,2,22,"(1e-01, 1e-05)","((1e-01, 1e-05),6)"
[3] GOF,1e3,0.1,1e-5,6,1140,140,0.07475838137828018,4.989693862332897e-6,0,5318.882999999998,5,3,23,"(1e-01, 1e-05)","((1e-01, 1e-05),6)"
[3] GOF,1e3,0.1,1e-5,6,972,28,0.09170049240865746,3.702091954346114e-6,140,5390.876000000004,5,4,24,"(1e-01, 1e-05)","((1e-01, 1e-05),6)"
[3] GOF,1e3,0.1,1e-5,6,864,136,0.134227421111099,6.330382654902698e-6,120,5316.940000000002,5,5,25,"(1e-01, 1e-05)","((1e-01, 1e-05),6)"
[0] MLE,1e3,0.1,0.001,10,831,169,0.12919570743300895,0.0012941450443471642,NA,535.9290000000001,5,1,21,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[0] MLE,1e3,0.1,0.001,10,832,168,0.132367901677308,0.0013629859289647698,NA,551.9679999999998,5,2,22,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[0] MLE,1e3,0.1,0.001,10,1674,674,0.047839497294618005,8.067869120215725e-4,NA,537.4080000000004,5,3,23,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[0] MLE,1e3,0.1,0.001,10,1152,152,0.0850213494579573,0.0011714413073191277,NA,574.7199999999993,5,4,24,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[0] MLE,1e3,0.1,0.001,10,1182,182,0.07860020780854249,0.0010190225836632177,NA,557.1369999999997,5,5,25,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[0] MLE,1e3,0.1,1e-5,10,845,155,0.13767592166464304,8.671686041724723e-6,NA,801.8869999999997,5,1,21,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[0] MLE,1e3,0.1,1e-5,10,997,3,0.09556754132991971,6.393779981205733e-6,NA,756.0530000000008,5,2,22,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[0] MLE,1e3,0.1,1e-5,10,864,136,0.12770314153407897,8.687488566510709e-6,NA,832.4340000000011,5,3,23,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[0] MLE,1e3,0.1,1e-5,10,854,146,0.132769514540364,8.414583296600803e-6,NA,769.4210000000003,5,4,24,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[0] MLE,1e3,0.1,1e-5,10,854,146,0.13230543029175307,8.427273414316858e-6,NA,779.8119999999999,5,5,25,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[3] GOF,1e3,0.1,0.001,10,831,169,0.12919570743297273,0.0012941450443464991,0,5973.162000000004,5,1,21,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[3] GOF,1e3,0.1,0.001,10,832,168,0.13540250319485836,0.0012346430390502683,60,5984.532999999996,5,2,22,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[3] GOF,1e3,0.1,0.001,10,1674,674,0.047839497295156054,8.067869123399278e-4,0,5871.291000000005,5,3,23,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[3] GOF,1e3,0.1,0.001,10,807,193,0.15313486601293508,0.001251795589696748,120,6354.3169999999955,5,4,24,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[3] GOF,1e3,0.1,0.001,10,860,140,0.128943748141398,0.0010784747445197543,50,6052.080000000002,5,5,25,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[3] GOF,1e3,0.1,1e-5,10,845,155,0.13338863146437563,6.4284276678920865e-6,140,8601.953000000009,5,1,21,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[3] GOF,1e3,0.1,1e-5,10,997,3,0.10104979024315934,5.336491799197067e-6,80,8747.152000000002,5,2,22,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[3] GOF,1e3,0.1,1e-5,10,864,136,0.12731516057657688,7.010634686823425e-6,20,8921.521000000008,5,3,23,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[3] GOF,1e3,0.1,1e-5,10,854,146,0.13351812668094967,5.909659625221134e-6,30,8616.017000000007,5,4,24,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[3] GOF,1e3,0.1,1e-5,10,996,4,0.09795038273852145,6.640627046851107e-6,30,8595.928,5,5,25,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[0] MLE,1e3,0.1,0.001,14,831,169,0.12806907846658458,0.0013146929895313207,NA,764.9899999999998,5,1,21,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[0] MLE,1e3,0.1,0.001,14,942,58,0.11384540926938329,0.0012443263140292165,NA,768.4239999999991,5,2,22,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[0] MLE,1e3,0.1,0.001,14,922,78,0.11145135841104693,0.0010771285739146394,NA,817.223,5,3,23,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[0] MLE,1e3,0.1,0.001,14,1397,397,0.06997638723463048,9.879098724092246e-4,NA,768.594000000001,5,4,24,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[0] MLE,1e3,0.1,0.001,14,949,51,0.10836988256232064,0.0010776565514251327,NA,784.7519999999986,5,5,25,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[0] MLE,1e3,0.1,1e-5,14,986,14,0.10307845958835415,6.734810789293119e-6,NA,1052.3829999999998,5,1,21,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[0] MLE,1e3,0.1,1e-5,14,864,136,0.12749317423893564,8.65997410724166e-6,NA,1089.389000000001,5,2,22,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[0] MLE,1e3,0.1,1e-5,14,996,4,0.10449027484169662,6.403542661504862e-6,NA,1080.6080000000002,5,3,23,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[0] MLE,1e3,0.1,1e-5,14,996,4,0.096116588034964,6.663554875435806e-6,NA,1116.768,5,4,24,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[0] MLE,1e3,0.1,1e-5,14,837,163,0.12962136981526876,9.286216370819323e-6,NA,1085.5550000000003,5,5,25,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[3] GOF,1e3,0.1,0.001,14,935,65,0.10872839821982286,0.0010690552391761498,130,8236.998999999996,5,1,21,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[3] GOF,1e3,0.1,0.001,14,942,58,0.11033638363468543,9.906110885042922e-4,100,8146.145000000004,5,2,22,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[3] GOF,1e3,0.1,0.001,14,922,78,0.1114513584099463,0.001077128573866924,0,8719.771999999997,5,3,23,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[3] GOF,1e3,0.1,0.001,14,1289,289,0.07463716780604047,9.743694991724446e-4,70,8213.542000000016,5,4,24,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[3] GOF,1e3,0.1,0.001,14,949,51,0.108369882563437,0.0010776565514264136,0,7750.436000000016,5,5,25,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[3] GOF,1e3,0.1,1e-5,14,845,155,0.13168805387066893,6.0972550280594354e-06,100,11708.106,5,1,21,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[3] GOF,1e3,0.1,1e-5,14,864,136,0.12531261010967817,5.540089454961481e-6,20,11426.769,5,2,22,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[3] GOF,1e3,0.1,1e-5,14,854,146,0.13411751732098798,5.7426253151006575e-6,140,10845.657999999996,5,3,23,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[3] GOF,1e3,0.1,1e-5,14,854,146,0.13435837328785455,6.318391871092845e-6,50,11498.002999999997,5,4,24,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[3] GOF,1e3,0.1,1e-5,14,837,163,0.13398745274719118,6.099266430830532e-6,90,11069.108000000007,5,5,25,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
