method,ccc,alpha,delta,r,ccc_hat,absolute_error,alpha_hat,delta_hat,selected_lambda,time,sim_subset,draw,id,eta,alpha_delta_r
[0] MLE,1e3,0.1,0.001,6,1140,140,0.08039764574094754,0.0010251990194803545,NA,259.93399999999997,6,1,26,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
[0] MLE,1e3,0.1,0.001,6,926,74,0.1082071895425881,0.0011834320674540722,NA,253.46600000000007,6,2,27,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
[0] MLE,1e3,0.1,0.001,6,1468,468,0.06423913545023859,9.333401340115612e-4,NA,260.812,6,3,28,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
[0] MLE,1e3,0.1,0.001,6,1118,118,0.08252442142746738,9.426723949664468e-4,NA,256.861,6,4,29,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
[0] MLE,1e3,0.1,0.001,6,1078,78,0.0963109172317213,0.0012077986661471552,NA,261.31899999999996,6,5,30,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
[0] MLE,1e3,0.1,1e-5,6,972,28,0.09388473961394973,4.776805791386244e-6,NA,357.62799999999993,6,1,26,"(1e-01, 1e-05)","((1e-01, 1e-05),6)"
[0] MLE,1e3,0.1,1e-5,6,844,156,0.13458232217282165,6.14318024211314e-6,NA,369.62699999999995,6,2,27,"(1e-01, 1e-05)","((1e-01, 1e-05),6)"
[0] MLE,1e3,0.1,1e-5,6,845,155,0.14207975597041367,8.212175954889573e-6,NA,374.25,6,3,28,"(1e-01, 1e-05)","((1e-01, 1e-05),6)"
[0] MLE,1e3,0.1,1e-5,6,849,151,0.12948711003759475,8.371553286193037e-6,NA,372.68100000000004,6,4,29,"(1e-01, 1e-05)","((1e-01, 1e-05),6)"
[0] MLE,1e3,0.1,1e-5,6,842,158,0.13698580773871796,9.569670417530877e-6,NA,381.50199999999995,6,5,30,"(1e-01, 1e-05)","((1e-01, 1e-05),6)"
[3] GOF,1e3,0.1,0.001,6,1036,36,0.09666313387535189,9.605269071826871e-4,10,3640.881,6,1,26,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
[3] GOF,1e3,0.1,0.001,6,926,74,0.10938460261684557,0.00107074753090927,20,3646.6689999999994,6,2,27,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
[3] GOF,1e3,0.1,0.001,6,1468,468,0.06435598864901691,9.269854985958146e-4,10,3644.0340000000006,6,3,28,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
[3] GOF,1e3,0.1,0.001,6,1118,118,0.08252442142746738,9.426723949664468e-4,0,3623.8819999999996,6,4,29,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
[3] GOF,1e3,0.1,0.001,6,971,29,0.10498489889833311,0.0010613514514159665,40,3757.261999999999,6,5,30,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
[3] GOF,1e3,0.1,1e-5,6,972,28,0.09388473961394973,4.776805791386244e-6,0,5226.136000000002,6,1,26,"(1e-01, 1e-05)","((1e-01, 1e-05),6)"
[3] GOF,1e3,0.1,1e-5,6,844,156,0.13458232217282165,6.14318024211314e-6,0,5325.98,6,2,27,"(1e-01, 1e-05)","((1e-01, 1e-05),6)"
[3] GOF,1e3,0.1,1e-5,6,845,155,0.14407177937102594,8.082083054822373e-6,140,5426.544999999998,6,3,28,"(1e-01, 1e-05)","((1e-01, 1e-05),6)"
[3] GOF,1e3,0.1,1e-5,6,849,151,0.1366801049348753,8.115369299329494e-6,130,5200.3399999999965,6,4,29,"(1e-01, 1e-05)","((1e-01, 1e-05),6)"
[3] GOF,1e3,0.1,1e-5,6,842,158,0.13738491772723072,5.227863664960864e-6,140,5454.2750000000015,6,5,30,"(1e-01, 1e-05)","((1e-01, 1e-05),6)"
[0] MLE,1e3,0.1,0.001,10,829,171,0.12997180946101106,0.0011671236440879424,NA,431.58899999999994,6,1,26,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[0] MLE,1e3,0.1,0.001,10,1468,468,0.06226626037143813,9.700026442680206e-4,NA,440.75300000000016,6,2,27,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[0] MLE,1e3,0.1,0.001,10,971,29,0.10797174027988389,0.0012829105944849738,NA,432.33100000000013,6,3,28,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[0] MLE,1e3,0.1,0.001,10,858,142,0.12345982391008546,0.0011058146646054415,NA,432.3159999999998,6,4,29,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[0] MLE,1e3,0.1,0.001,10,1140,140,0.08330164895825888,0.0011589158882151054,NA,412.8159999999998,6,5,30,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[0] MLE,1e3,0.1,1e-5,10,833,167,0.13459643629786214,8.512399214500972e-6,NA,607.8469999999998,6,1,26,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[0] MLE,1e3,0.1,1e-5,10,986,14,0.09936148461279337,6.658231221519742e-6,NA,605.1959999999999,6,2,27,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[0] MLE,1e3,0.1,1e-5,10,990,10,0.09655474964880494,6.643348428725567e-6,NA,589.656,6,3,28,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[0] MLE,1e3,0.1,1e-5,10,851,149,0.13909978539370743,8.498930051346906e-6,NA,601.7749999999996,6,4,29,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[0] MLE,1e3,0.1,1e-5,10,849,151,0.13590115972927694,8.568916618952827e-6,NA,629.1380000000008,6,5,30,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[3] GOF,1e3,0.1,0.001,10,829,171,0.12788643018820683,0.0011224243211432497,20,5950.534,6,1,26,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[3] GOF,1e3,0.1,0.001,10,1153,153,0.08574617129312893,9.570857754634811e-4,80,5998.489000000001,6,2,27,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[3] GOF,1e3,0.1,0.001,10,863,137,0.13016720431819007,0.0011064322495421136,140,6147.062000000005,6,3,28,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[3] GOF,1e3,0.1,0.001,10,858,142,0.12368847918122235,0.001106170652914955,10,6097.711000000003,6,4,29,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[3] GOF,1e3,0.1,0.001,10,1140,140,0.08330164895825888,0.0011589158882151054,0,5949.481,6,5,30,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[3] GOF,1e3,0.1,1e-5,10,833,167,0.13547691712313972,6.042091158608623e-6,10,8519.107999999993,6,1,26,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[3] GOF,1e3,0.1,1e-5,10,845,155,0.13811443558746875,6.285802545806076e-6,70,8864.051999999996,6,2,27,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[3] GOF,1e3,0.1,1e-5,10,849,151,0.13400690447979932,6.061307822785242e-6,70,8660.907000000007,6,3,28,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[3] GOF,1e3,0.1,1e-5,10,851,149,0.13379835297678763,6.145074650494095e-6,30,8786.763999999996,6,4,29,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[3] GOF,1e3,0.1,1e-5,10,990,10,0.10036903959142092,6.678451915089271e-6,100,8987.949000000008,6,5,30,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[0] MLE,1e3,0.1,0.001,14,829,171,0.1266490743667022,0.001116078231945494,NA,587.6209999999992,6,1,26,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[0] MLE,1e3,0.1,0.001,14,1186,186,0.07688270627168634,0.0010118935126711207,NA,596.914999999999,6,2,27,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[0] MLE,1e3,0.1,0.001,14,858,142,0.1258510572451362,0.001157240336973392,NA,601.4809999999998,6,3,28,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[0] MLE,1e3,0.1,0.001,14,933,67,0.11438105922588454,0.001340648793641151,NA,584.0139999999992,6,4,29,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[0] MLE,1e3,0.1,0.001,14,971,29,0.10315645534059234,0.0011085067899647679,NA,608.5239999999994,6,5,30,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[0] MLE,1e3,0.1,1e-5,14,845,155,0.13292717612634747,8.606076561824311e-6,NA,851.116,6,1,26,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[0] MLE,1e3,0.1,1e-5,14,849,151,0.13149449510475109,8.486986588811532e-6,NA,852.8180000000011,6,2,27,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[0] MLE,1e3,0.1,1e-5,14,851,149,0.13377965346310453,8.549444608417225e-6,NA,841.5860000000011,6,3,28,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[0] MLE,1e3,0.1,1e-5,14,987,13,0.09733380993602771,6.688373930076793e-6,NA,858.509,6,4,29,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[0] MLE,1e3,0.1,1e-5,14,992,8,0.09836874525916608,6.656616545169447e-6,NA,856.866,6,5,30,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[3] GOF,1e3,0.1,0.001,14,829,171,0.1266490743667022,0.001116078231945494,0,8158.279999999999,6,1,26,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[3] GOF,1e3,0.1,0.001,14,1186,186,0.07728740011921964,0.0010100936178969943,90,8207.587,6,2,27,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[3] GOF,1e3,0.1,0.001,14,858,142,0.12438381396941842,0.001102970218981165,110,8220.356,6,3,28,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[3] GOF,1e3,0.1,0.001,14,1347,347,0.06854939704463658,9.58599105426802e-4,20,7963.812999999995,6,4,29,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[3] GOF,1e3,0.1,0.001,14,971,29,0.10327539414159291,0.0010965980255025947,60,7900.732000000018,6,5,30,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[3] GOF,1e3,0.1,1e-5,14,1268,268,0.07169025599619103,5.820668013231885e-6,80,11841.426000000007,6,1,26,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[3] GOF,1e3,0.1,1e-5,14,990,10,0.09773888430773474,6.647378726684087e-6,100,11239.469000000012,6,2,27,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[3] GOF,1e3,0.1,1e-5,14,851,149,0.13331362029571217,5.8941551418384585e-6,50,11174.669999999984,6,3,28,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[3] GOF,1e3,0.1,1e-5,14,846,154,0.13644816174953203,6.800386060654003e-6,50,11953.633000000002,6,4,29,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[3] GOF,1e3,0.1,1e-5,14,992,8,0.09916825789583723,6.658089873987516e-6,60,11359.706999999995,6,5,30,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[0] MLE,1e3,0.1,0.001,6,1125,125,0.08685339881518174,0.001150061109526825,NA,233.80499999999998,7,1,31,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
[0] MLE,1e3,0.1,0.001,6,913,87,0.11646059769447513,0.0012256231376942502,NA,234.41000000000003,7,2,32,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
[0] MLE,1e3,0.1,0.001,6,863,137,0.12976478877874142,0.0013189997205887908,NA,246.606,7,3,33,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
[0] MLE,1e3,0.1,0.001,6,1417,417,0.0615016557459151,9.126462054761844e-4,NA,228.904,7,4,34,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
[0] MLE,1e3,0.1,0.001,6,1858,858,0.04327238296602552,8.756012416650905e-4,NA,237.84799999999996,7,5,35,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
[0] MLE,1e3,0.1,1e-5,6,844,156,0.1426968429350246,8.188603862052447e-6,NA,347.1379999999999,7,1,31,"(1e-01, 1e-05)","((1e-01, 1e-05),6)"
[0] MLE,1e3,0.1,1e-5,6,822,178,0.13517509093840763,8.644847529267017e-6,NA,336.5629999999999,7,2,32,"(1e-01, 1e-05)","((1e-01, 1e-05),6)"
[0] MLE,1e3,0.1,1e-5,6,868,132,0.1302586036821729,8.37224057935451e-6,NA,343.5559999999998,7,3,33,"(1e-01, 1e-05)","((1e-01, 1e-05),6)"
[0] MLE,1e3,0.1,1e-5,6,979,21,0.09786065451638765,6.659190626017579e-6,NA,358.43100000000004,7,4,34,"(1e-01, 1e-05)","((1e-01, 1e-05),6)"
[0] MLE,1e3,0.1,1e-5,6,843,157,0.12724246220946148,6.118633823791088e-6,NA,345.721,7,5,35,"(1e-01, 1e-05)","((1e-01, 1e-05),6)"
[3] GOF,1e3,0.1,0.001,6,1125,125,0.08685339881252216,0.0011500611095228404,0,5137.263999999999,7,1,31,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
[3] GOF,1e3,0.1,0.001,6,1116,116,0.08639531572834133,9.179902486326711e-4,10,5073.806,7,2,32,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
[3] GOF,1e3,0.1,0.001,6,863,137,0.13126555334433662,0.0012313471473310157,20,5304.1720000000005,7,3,33,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
[3] GOF,1e3,0.1,0.001,6,1417,417,0.061501655743738955,9.126462051380997e-4,0,5076.774000000001,7,4,34,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
[3] GOF,1e3,0.1,0.001,6,1548,548,0.05531186516216585,8.615862272236372e-4,10,5128.224000000002,7,5,35,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
[3] GOF,1e3,0.1,1e-5,6,844,156,0.13773685011121684,6.075284201502675e-6,50,7284.559999999998,7,1,31,"(1e-01, 1e-05)","((1e-01, 1e-05),6)"
[3] GOF,1e3,0.1,1e-5,6,959,41,0.10177608891310914,6.657041486250812e-6,50,7240.373,7,2,32,"(1e-01, 1e-05)","((1e-01, 1e-05),6)"
[3] GOF,1e3,0.1,1e-5,6,1157,157,0.07496209680824882,5.037998607691751e-6,140,7241.374000000003,7,3,33,"(1e-01, 1e-05)","((1e-01, 1e-05),6)"
[3] GOF,1e3,0.1,1e-5,6,839,161,0.14718206702534092,7.118370727801866e-6,120,7341.272999999994,7,4,34,"(1e-01, 1e-05)","((1e-01, 1e-05),6)"
[3] GOF,1e3,0.1,1e-5,6,983,17,0.10454533256593608,6.62600259157065e-6,40,7197.911999999997,7,5,35,"(1e-01, 1e-05)","((1e-01, 1e-05),6)"
[0] MLE,1e3,0.1,0.001,10,920,80,0.11151600089914547,0.0010763242931570364,NA,395.047,7,1,31,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[0] MLE,1e3,0.1,0.001,10,1186,186,0.07978614719457698,8.997135988318642e-4,NA,411.33299999999963,7,2,32,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[0] MLE,1e3,0.1,0.001,10,929,71,0.10779147415278319,0.0010680465391816434,NA,393.8970000000004,7,3,33,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[0] MLE,1e3,0.1,0.001,10,1365,365,0.06603071263112396,0.0010103128641826072,NA,389.2699999999995,7,4,34,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[0] MLE,1e3,0.1,0.001,10,1034,34,0.09181428290476674,9.734160155320822e-4,NA,388.2399999999998,7,5,35,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[0] MLE,1e3,0.1,1e-5,10,844,156,0.13932349607806369,8.11098660723823e-6,NA,571.3110000000006,7,1,31,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[0] MLE,1e3,0.1,1e-5,10,1013,13,0.09431052264111783,6.6507278696454585e-6,NA,567.384,7,2,32,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[0] MLE,1e3,0.1,1e-5,10,843,157,0.12914482484087672,8.968139737028182e-6,NA,559.719,7,3,33,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[0] MLE,1e3,0.1,1e-5,10,846,154,0.1329968332668061,8.491683593669244e-6,NA,562.6000000000004,7,4,34,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[0] MLE,1e3,0.1,1e-5,10,849,151,0.13143681026537526,8.380936815153561e-6,NA,553.2860000000001,7,5,35,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[3] GOF,1e3,0.1,0.001,10,920,80,0.11257054412999709,0.0010798532127247952,60,8192.008999999998,7,1,31,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[3] GOF,1e3,0.1,0.001,10,1402,402,0.06364471190745187,8.528706029817471e-4,40,8594.415999999997,7,2,32,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[3] GOF,1e3,0.1,0.001,10,929,71,0.10779147415276827,0.001068046539181589,0,8344.013000000006,7,3,33,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[3] GOF,1e3,0.1,0.001,10,1365,365,0.0667275018161111,0.001005620827148402,10,8432.422000000006,7,4,34,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[3] GOF,1e3,0.1,0.001,10,1034,34,0.09230059468349677,9.744690113149555e-4,10,8221.358999999997,7,5,35,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[3] GOF,1e3,0.1,1e-5,10,844,156,0.13464001123644592,5.914741528804078e-6,40,11818.911999999997,7,1,31,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[3] GOF,1e3,0.1,1e-5,10,868,132,0.13150505949689026,6.169311383143754e-6,110,12005.134000000005,7,2,32,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[3] GOF,1e3,0.1,1e-5,10,843,157,0.13029757910294165,5.595770153923105e-6,30,11561.021000000008,7,3,33,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[3] GOF,1e3,0.1,1e-5,10,846,154,0.1383746735126295,5.227456307440961e-6,120,11782.113000000012,7,4,34,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[3] GOF,1e3,0.1,1e-5,10,849,151,0.13640986971949098,6.048872269549488e-6,140,11741.078999999998,7,5,35,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[0] MLE,1e3,0.1,0.001,14,1022,22,0.10045522787104272,0.0011305093458016076,NA,523.344000000001,7,1,31,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[0] MLE,1e3,0.1,0.001,14,971,29,0.10967627595849103,0.001275975196752922,NA,557.8590000000004,7,2,32,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[0] MLE,1e3,0.1,0.001,14,945,55,0.10888924252282882,0.0010903003941483255,NA,548.0119999999988,7,3,33,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[0] MLE,1e3,0.1,0.001,14,826,174,0.1291267537176956,0.0011695708166121295,NA,544.3809999999994,7,4,34,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[0] MLE,1e3,0.1,0.001,14,1160,160,0.07855198977298868,9.137070354707097e-4,NA,567.5630000000001,7,5,35,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[0] MLE,1e3,0.1,1e-5,14,844,156,0.13193497412994995,8.897198965792075e-6,NA,794.7960000000003,7,1,31,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[0] MLE,1e3,0.1,1e-5,14,868,132,0.12747073504936812,8.551770345683317e-6,NA,824.6010000000006,7,2,32,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[0] MLE,1e3,0.1,1e-5,14,846,154,0.13285937596487632,8.592050036582543e-6,NA,804.0630000000001,7,3,33,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[0] MLE,1e3,0.1,1e-5,14,849,151,0.1309725202420577,8.07682955692769e-6,NA,775.1859999999997,7,4,34,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[0] MLE,1e3,0.1,1e-5,14,845,155,0.13365856237783574,8.317801922520144e-6,NA,789.4320000000007,7,5,35,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[3] GOF,1e3,0.1,0.001,14,1022,22,0.09991203825319638,9.896604290306383e-4,50,11322.070999999996,7,1,31,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[3] GOF,1e3,0.1,0.001,14,863,137,0.12083655679622088,0.0010867306327398594,90,11282.760999999999,7,2,32,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[3] GOF,1e3,0.1,0.001,14,1050,50,0.09040469189756782,9.735950882723132e-4,40,11089.345000000001,7,3,33,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[3] GOF,1e3,0.1,0.001,14,826,174,0.13239860223325334,0.0011759862336915875,10,11069.937999999995,7,4,34,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[3] GOF,1e3,0.1,0.001,14,1160,160,0.07859406377370402,9.1278136087384e-4,10,11095.340999999986,7,5,35,"(1e-01, 1e-03)","((1e-01, 1e-03),14)"
[3] GOF,1e3,0.1,1e-5,14,844,156,0.1389909788408387,5.918307707535126e-6,130,15046.633000000002,7,1,31,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[3] GOF,1e3,0.1,1e-5,14,1013,13,0.09452734610206928,6.656001006468944e-6,130,15143.901999999973,7,2,32,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[3] GOF,1e3,0.1,1e-5,14,987,13,0.09901315840220339,6.653343714203218e-6,80,15050.552999999985,7,3,33,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[3] GOF,1e3,0.1,1e-5,14,990,10,0.10297928056951394,6.269160627258903e-6,30,14386.293000000005,7,4,34,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[3] GOF,1e3,0.1,1e-5,14,845,155,0.13345996908956628,6.146372848112073e-6,80,15686.349999999977,7,5,35,"(1e-01, 1e-05)","((1e-01, 1e-05),14)"
[0] MLE,1e3,0.1,0.001,6,845,155,0.12312288097394923,0.0010676976874123148,NA,258.246,8,1,36,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
[0] MLE,1e3,0.1,0.001,6,935,65,0.11195693621268513,9.963232379919449e-4,NA,257.481,8,2,37,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
[0] MLE,1e3,0.1,0.001,6,751,249,0.1531174337885857,0.001157181887036274,NA,246.23299999999995,8,3,38,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
[0] MLE,1e3,0.1,0.001,6,940,60,0.11262589617257754,0.001095880024563037,NA,249.02699999999993,8,4,39,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
[0] MLE,1e3,0.1,0.001,6,847,153,0.14032270876467137,0.0012966596096930791,NA,253.962,8,5,40,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
[0] MLE,1e3,0.1,1e-5,6,832,168,0.1346407735460458,8.302700026248922e-6,NA,350.79999999999995,8,1,36,"(1e-01, 1e-05)","((1e-01, 1e-05),6)"
[0] MLE,1e3,0.1,1e-5,6,856,144,0.1300854516977153,8.319157683719898e-6,NA,351.31899999999996,8,2,37,"(1e-01, 1e-05)","((1e-01, 1e-05),6)"
[0] MLE,1e3,0.1,1e-5,6,833,167,0.13892200467590843,9.603604828802775e-6,NA,362.0409999999997,8,3,38,"(1e-01, 1e-05)","((1e-01, 1e-05),6)"
[0] MLE,1e3,0.1,1e-5,6,961,39,0.10208672461461053,6.666091206884538e-6,NA,360.23199999999997,8,4,39,"(1e-01, 1e-05)","((1e-01, 1e-05),6)"
[0] MLE,1e3,0.1,1e-5,6,840,160,0.13161558583951144,6.30786740092095e-6,NA,381.81399999999985,8,5,40,"(1e-01, 1e-05)","((1e-01, 1e-05),6)"
[3] GOF,1e3,0.1,0.001,6,951,49,0.10389346545525187,0.0010126091186883003,70,3731.1749999999997,8,1,36,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
[3] GOF,1e3,0.1,0.001,6,935,65,0.11195693621268513,9.963232379919449e-4,0,3682.3520000000003,8,2,37,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
[3] GOF,1e3,0.1,0.001,6,965,35,0.10777280139449229,0.0010046911353068415,20,3734.508,8,3,38,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
[3] GOF,1e3,0.1,0.001,6,940,60,0.11262589617257754,0.001095880024563037,0,3659.3109999999997,8,4,39,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
[3] GOF,1e3,0.1,0.001,6,1058,58,0.09756774900343285,0.0011088882516185332,10,3721.698000000002,8,5,40,"(1e-01, 1e-03)","((1e-01, 1e-03),6)"
[3] GOF,1e3,0.1,1e-5,6,832,168,0.14168573525886072,6.091220025606134e-6,130,5195.716999999997,8,1,36,"(1e-01, 1e-05)","((1e-01, 1e-05),6)"
[3] GOF,1e3,0.1,1e-5,6,856,144,0.13440413136189602,6.052936740592379e-6,140,5246.437999999998,8,2,37,"(1e-01, 1e-05)","((1e-01, 1e-05),6)"
[3] GOF,1e3,0.1,1e-5,6,833,167,0.14110023895280224,6.302716650471866e-6,120,5284.5430000000015,8,3,38,"(1e-01, 1e-05)","((1e-01, 1e-05),6)"
[3] GOF,1e3,0.1,1e-5,6,961,39,0.1078032493103129,6.744773275477733e-6,70,5257.1700000000055,8,4,39,"(1e-01, 1e-05)","((1e-01, 1e-05),6)"
[3] GOF,1e3,0.1,1e-5,6,840,160,0.13161558583951144,6.30786740092095e-6,0,5390.6630000000005,8,5,40,"(1e-01, 1e-05)","((1e-01, 1e-05),6)"
[0] MLE,1e3,0.1,0.001,10,951,49,0.11276687680176299,0.0012572523748589125,NA,418.5949999999998,8,1,36,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[0] MLE,1e3,0.1,0.001,10,1287,287,0.07185042068076344,0.0011088127205614456,NA,410.03200000000015,8,2,37,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[0] MLE,1e3,0.1,0.001,10,1058,58,0.0909119182334473,9.704640531153093e-4,NA,410.89999999999964,8,3,38,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[0] MLE,1e3,0.1,0.001,10,1048,48,0.09158751719402079,9.879766216971183e-4,NA,404.1210000000001,8,4,39,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[0] MLE,1e3,0.1,0.001,10,808,192,0.13050346952595065,0.001151272773577018,NA,394.5140000000001,8,5,40,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[0] MLE,1e3,0.1,1e-5,10,838,162,0.13304288503231348,8.192392556572254e-6,NA,590.3959999999997,8,1,36,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[0] MLE,1e3,0.1,1e-5,10,856,144,0.13024274181762627,8.575613662984982e-6,NA,599.9300000000003,8,2,37,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[0] MLE,1e3,0.1,1e-5,10,980,20,0.09853281098943886,6.660930222555364e-6,NA,587.0280000000002,8,3,38,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[0] MLE,1e3,0.1,1e-5,10,857,143,0.1313771195102519,8.319207150368529e-6,NA,603.598,8,4,39,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[0] MLE,1e3,0.1,1e-5,10,994,6,0.0982465803435486,6.652438770101477e-6,NA,630.1109999999999,8,5,40,"(1e-01, 1e-05)","((1e-01, 1e-05),10)"
[3] GOF,1e3,0.1,0.001,10,1373,373,0.06714587234011311,8.916693520551856e-4,30,6077.017999999996,8,1,36,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
[3] GOF,1e3,0.1,0.001,10,1716,716,0.05080195098759826,8.358644206648874e-4,30,6085.595000000001,8,2,37,"(1e-01, 1e-03)","((1e-01, 1e-03),10)"
